Date,DRRXStock_Open_average,DRRXStock_Open_max,DRRXStock_Open_min,DRRXStock_Open_volatility,DRRXStock_Open_change,DRRXStock_High_average,DRRXStock_High_max,DRRXStock_High_min,DRRXStock_High_volatility,DRRXStock_High_change,DRRXStock_Low_average,DRRXStock_Low_max,DRRXStock_Low_min,DRRXStock_Low_volatility,DRRXStock_Low_change,DRRXStock_Close_average,DRRXStock_Close_max,DRRXStock_Close_min,DRRXStock_Close_volatility,DRRXStock_Close_change,DRRXStock_Volume_average,DRRXStock_Volume_max,DRRXStock_Volume_min,DRRXStock_Volume_volatility,DRRXStock_Volume_change
2018-01-14,1.1675,1.18,1.15,0.030000000000000027,-0.010000000000000009,1.198,1.21,1.182,0.028000000000000025,-0.010000000000000009,1.1275,1.15,1.1,0.04999999999999982,0.039999999999999813,1.17,1.2,1.15,0.050000000000000044,0.050000000000000044,402857,501949,187749,314200,-33038
2018-01-21,1.238,1.27,1.2,0.07000000000000006,0.030000000000000027,1.262,1.28,1.24,0.040000000000000036,-0.020000000000000018,1.2132,1.24,1.18,0.06000000000000005,0.020000000000000018,1.238,1.25,1.21,0.040000000000000036,-0.010000000000000009,478174,619336,374927,244409,-131397
2018-01-28,1.186,1.21,1.15,0.06000000000000005,-0.030000000000000027,1.222,1.24,1.2,0.040000000000000036,-0.010000000000000009,1.1562,1.18,1.121,0.05899999999999994,-0.05899999999999994,1.178,1.2,1.13,0.07000000000000006,-0.050000000000000044,252082,385920,200326,185594,151920
2018-02-04,1.096,1.12,1.03,0.09000000000000008,-0.030000000000000027,1.1438,1.17,1.129,0.040999999999999925,-0.040999999999999925,1.062,1.1,1.01,0.09000000000000008,-0.030000000000000027,1.098,1.12,1.08,0.040000000000000036,0.010000000000000009,293159,409181,224493,184688,-104741
2018-02-11,1.082,1.1,1.07,0.030000000000000027,-0.010000000000000009,1.12,1.14,1.09,0.04999999999999982,0.019999999999999796,1.06,1.07,1.04,0.030000000000000027,0.0,1.09,1.12,1.05,0.07000000000000006,0.030000000000000027,279307,520111,149539,370572,24431
2018-02-18,1.1225,1.15,1.1,0.04999999999999982,0.029999999999999805,1.1512499999999999,1.18,1.13,0.050000000000000044,0.040000000000000036,1.0950000000000002,1.1,1.08,0.020000000000000018,0.020000000000000018,1.115,1.13,1.09,0.039999999999999813,0.039999999999999813,479893,1204877,181362,1023515,888338
2018-02-25,1.24,1.4,1.14,0.26,0.26,1.348,1.67,1.2,0.47,0.47,1.2209999999999999,1.371,1.13,0.2410000000000001,0.2410000000000001,1.278,1.45,1.2,0.25,0.25,1372446,4637457,357157,4280300,4171852
2018-03-04,1.648,1.76,1.46,0.30000000000000004,0.30000000000000004,1.708,1.85,1.51,0.3400000000000001,0.3400000000000001,1.596,1.73,1.41,0.32000000000000006,0.32000000000000006,1.694,1.85,1.5,0.3500000000000001,0.3500000000000001,1629248,2232651,826113,1406538,677624
2018-03-11,1.894,1.94,1.87,0.06999999999999984,0.06999999999999984,1.922,1.95,1.88,0.07000000000000006,0.07000000000000006,1.852,1.88,1.81,0.06999999999999984,0.06999999999999984,1.902,1.94,1.87,0.06999999999999984,0.06999999999999984,1005210,1515058,806772,708286,603540
2018-03-18,2.11,2.22,1.92,0.30000000000000027,0.30000000000000027,2.213,2.34,2.025,0.31499999999999995,0.31499999999999995,2.082,2.2,1.89,0.3100000000000003,0.3100000000000003,2.164,2.24,2.02,0.2200000000000002,0.2200000000000002,2043549,2582826,1658769,924057,126342
2018-03-25,2.1525,2.26,2.1,0.1599999999999997,-0.10999999999999988,2.2,2.26,2.155,0.10499999999999998,-0.03999999999999959,1.95625,2.095,1.71,0.38500000000000023,0.38500000000000023,2.1225,2.14,2.1,0.040000000000000036,0.03000000000000025,1469966,2611339,950809,1660530,-1557892
