Date,VRSN_stock_Open_average,VRSN_stock_Open_max,VRSN_stock_Open_min,VRSN_stock_Open_volatility,VRSN_stock_Open_change,VRSN_stock_High_average,VRSN_stock_High_max,VRSN_stock_High_min,VRSN_stock_High_volatility,VRSN_stock_High_change,VRSN_stock_Low_average,VRSN_stock_Low_max,VRSN_stock_Low_min,VRSN_stock_Low_volatility,VRSN_stock_Low_change,VRSN_stock_Close_average,VRSN_stock_Close_max,VRSN_stock_Close_min,VRSN_stock_Close_volatility,VRSN_stock_Close_change,VRSN_stock_Volume_average,VRSN_stock_Volume_max,VRSN_stock_Volume_min,VRSN_stock_Volume_volatility,VRSN_stock_Volume_change
2018-01-14,113.995,115.07,113.07,2.0,1.3199999999999932,114.7325,115.26,114.03,1.230000000000004,1.230000000000004,113.4175,114.1,112.5,1.5999999999999943,1.5999999999999943,113.9175,114.54,112.65,1.8900000000000006,1.8299999999999983,732224,859393,651014,208379,208379
2018-01-21,115.57000000000001,116.62,114.4,2.219999999999999,2.1400000000000006,116.192,116.64,115.08,1.5600000000000023,1.5499999999999972,114.938,115.63,114.25,1.3799999999999955,0.9000000000000057,115.46,115.99,114.46,1.5300000000000011,0.8500000000000085,649042,980755,474461,506294,-363631
2018-01-28,113.39,114.89,111.65,3.239999999999995,-1.0400000000000063,114.928,116.34,113.12,3.219999999999999,-1.019999999999996,112.35,113.64,111.51,2.1299999999999955,0.539999999999992,113.33800000000001,114.92,112.15,2.769999999999996,0.10000000000000853,815492,941270,476632,464638,-81107
2018-02-04,108.894,111.9,106.92,4.980000000000004,-4.6000000000000085,110.926,113.24,109.85,3.3900000000000006,-2.6099999999999994,106.782,108.7,105.4,3.299999999999997,-3.299999999999997,108.392,109.41,105.62,3.789999999999992,0.35999999999999943,1329529,2231666,994413,1237253,1220425
2018-02-11,112.292,116.47,109.56,6.909999999999997,6.909999999999997,115.012,121.61,111.41,10.200000000000003,10.079999999999998,111.776,116.23,109.2,7.030000000000001,6.950000000000003,114.496,120.55,110.57,9.980000000000004,9.519999999999996,1766948,3585784,826083,2759701,-1224463
2018-02-18,117.1225,119.7,115.49,4.210000000000008,-4.210000000000008,118.49000000000001,120.0,117.73,2.269999999999996,-1.8799999999999955,115.27000000000001,116.18,114.53,1.6500000000000057,-1.3900000000000006,116.15,117.64,114.92,2.719999999999999,1.2999999999999972,1209172,1942321,745302,1197019,-1197019
2018-02-25,116.636,118.46,113.97,4.489999999999995,-4.489999999999995,117.736,118.99,115.99,3.0,-3.0,115.17,116.62,113.04,3.5799999999999983,-3.5799999999999983,116.096,117.25,115.02,2.230000000000004,-1.4699999999999989,809141,904529,603812,300717,-260286
2018-03-04,117.212,119.28,115.1,4.180000000000007,4.180000000000007,118.738,120.91,117.4,3.509999999999991,3.509999999999991,116.348,117.76,114.88,2.8800000000000097,2.8800000000000097,118.29,120.46,117.26,3.1999999999999886,3.1999999999999886,1107898,1898042,567562,1330480,652774
2018-03-11,122.46,125.57,120.72,4.849999999999994,4.849999999999994,124.464,127.24,120.99,6.25,6.25,121.892,125.57,119.83,5.739999999999995,5.739999999999995,122.998,125.92,120.24,5.680000000000007,5.680000000000007,1623984,2026051,925963,1100088,1085225
2018-03-18,124.172,125.14,122.81,2.3299999999999983,-2.0799999999999983,125.744,126.5,124.39,2.1099999999999994,-2.0,122.848,124.72,119.43,5.289999999999992,-3.7099999999999937,123.23,125.2,119.48,5.719999999999999,-4.739999999999995,1241357,1546321,927180,619141,-94098
2018-03-25,119.39750000000001,121.57,116.93,4.639999999999986,-4.3799999999999955,121.06,122.81,119.07,3.740000000000009,-3.0799999999999983,117.02,119.36,115.66,3.700000000000003,-3.0400000000000063,118.4775,121.47,116.4,5.069999999999993,-2.9099999999999966,1297462,1447487,1120251,327236,-290634
2018-04-01,117.464,119.07,115.16,3.9099999999999966,0.12999999999999545,119.118,120.32,117.8,2.519999999999996,0.269999999999996,116.006,118.33,114.01,4.319999999999993,2.0600000000000023,117.528,119.22,115.74,3.480000000000004,1.9500000000000028,1086021,1198455,926676,271779,-116189
2018-04-08,120.508,122.63,118.12,4.509999999999991,4.509999999999991,121.824,123.26,120.25,3.010000000000005,3.010000000000005,119.98400000000001,121.48,118.12,3.3599999999999994,3.3599999999999994,120.586,122.0,118.3,3.700000000000003,3.700000000000003,951350,1116529,863802,252727,-141341
2018-04-15,125.152,126.52,122.8,3.719999999999999,2.4000000000000057,126.166,127.16,124.21,2.950000000000003,2.190000000000012,124.452,125.39,122.78,2.6099999999999994,1.7000000000000028,125.23400000000001,126.64,123.79,2.8499999999999943,1.0,1230345,1446498,1003458,443040,443040
2018-04-22,121.55,124.95,118.28,6.670000000000002,-4.359999999999999,122.404,125.4,119.55,5.8500000000000085,-4.810000000000002,118.494,123.27,116.15,7.11999999999999,-7.11999999999999,119.938,123.88,118.0,5.8799999999999955,-5.579999999999998,1559906,2649895,1149857,1500038,-214616
2018-04-29,118.30199999999999,119.57,117.13,2.4399999999999977,0.6899999999999977,119.866,122.58,118.02,4.560000000000002,2.9399999999999977,117.47,119.08,116.31,2.769999999999996,1.9399999999999977,119.144,122.31,117.42,4.890000000000001,4.890000000000001,868922,1249518,698958,550560,510253
2018-05-06,123.292,124.7,122.47,2.230000000000004,2.1599999999999966,124.104,125.81,122.95,2.8599999999999994,2.8599999999999994,122.48599999999999,123.8,121.24,2.5600000000000023,2.3299999999999983,123.732,125.65,122.42,3.230000000000004,3.230000000000004,753732,853872,662679,191193,-11681
2018-05-13,126.442,127.07,125.84,1.2299999999999898,0.8100000000000023,128.04,128.35,127.37,0.9799999999999898,-0.1599999999999966,125.894,126.81,125.13,1.6800000000000068,-0.29000000000000625,127.092,127.67,126.65,1.019999999999996,1.019999999999996,1643209,3268416,717210,2551206,1010497
2018-05-20,128.024,128.99,126.78,2.210000000000008,0.15000000000000568,128.736,129.0,128.3,0.6999999999999886,0.2400000000000091,127.214,127.79,126.52,1.2700000000000102,0.6400000000000006,128.21,128.51,127.84,0.6699999999999875,0.18999999999999773,692718,975876,558069,417807,-417807
2018-05-27,129.8225,131.35,127.71,3.6400000000000006,3.6400000000000006,131.1025,133.08,129.0,4.0800000000000125,4.0800000000000125,129.4725,131.35,127.18,4.1699999999999875,4.1699999999999875,130.66,132.57,128.89,3.680000000000007,3.680000000000007,638408,838083,522715,315368,43005
2018-06-03,135.428,137.4,132.83,4.569999999999993,3.1699999999999875,136.934,138.26,135.06,3.1999999999999886,3.1999999999999886,134.442,135.2,132.25,2.9499999999999886,2.9499999999999886,136.44400000000002,137.87,134.87,3.0,3.0,813890,1112855,563068,549787,-371778
2018-06-10,139.304,140.99,137.88,3.1100000000000136,3.1100000000000136,140.658,142.43,138.41,4.02000000000001,4.02000000000001,138.796,140.54,137.2,3.3400000000000034,3.3400000000000034,140.12800000000001,142.27,137.9,4.3700000000000045,4.3700000000000045,1125784,1548129,489939,1058190,1058190
2018-06-17,142.626,144.61,140.47,4.140000000000015,-1.6800000000000068,143.652,145.57,140.88,4.689999999999998,-4.689999999999998,140.602,142.36,138.35,4.010000000000019,-3.430000000000007,141.992,145.19,138.68,6.509999999999991,-6.509999999999991,1403364,1974221,1073927,900294,893438
2018-06-24,136.962,138.3,135.0,3.3000000000000114,0.10000000000002274,138.202,138.9,137.73,1.170000000000016,0.700000000000017,135.664,137.42,134.84,2.579999999999984,2.2099999999999795,136.554,137.65,135.4,2.25,1.6999999999999886,821110,1028947,560227,468720,-211058
2018-07-01,139.45499999999998,140.69,136.73,3.960000000000008,3.960000000000008,141.2575,142.66,140.25,2.4099999999999966,2.4099999999999966,138.7825,140.61,136.63,3.980000000000018,3.980000000000018,140.445,141.91,138.66,3.25,1.6899999999999977,431739,464702,364205,100497,-10156
2018-07-08,144.34799999999998,147.56,142.76,4.800000000000011,4.800000000000011,145.45000000000002,148.18,143.18,5.0,5.0,143.53,146.22,141.7,4.52000000000001,4.52000000000001,145.202,147.58,143.04,4.5400000000000205,4.5400000000000205,609061,693998,480913,213085,-127252
2018-07-15,148.342,150.02,146.89,3.130000000000024,0.37999999999999545,149.556,150.1,148.91,1.1899999999999977,0.47999999999998977,147.394,148.03,145.61,2.4199999999999875,0.4199999999999875,148.784,149.79,147.94,1.8499999999999943,1.1500000000000057,472564,573774,385351,188423,70105
2018-07-22,150.476,154.44,148.9,5.539999999999992,5.349999999999994,152.528,159.11,149.36,9.75,9.75,148.244,148.9,147.63,1.2700000000000102,0.28000000000000114,150.192,151.95,148.43,3.519999999999982,1.1299999999999955,723181,943915,576919,366996,68225
2018-07-29,147.97,151.11,145.72,5.390000000000015,1.2900000000000205,149.928,151.65,147.45,4.200000000000017,1.1200000000000045,146.442,149.53,145.13,4.400000000000006,4.27000000000001,148.14,151.0,145.23,5.77000000000001,5.569999999999993,675202,869990,411145,458845,-401031
2018-08-05,151.862,152.56,151.11,1.4499999999999886,1.1999999999999886,153.71,154.65,152.82,1.8300000000000125,1.8300000000000125,151.708,152.31,150.72,1.5900000000000034,1.5900000000000034,152.558,153.35,152.06,1.289999999999992,0.8599999999999852,591996,680785,431640,249145,247755
2018-08-12,153.01,154.42,152.07,2.3499999999999943,-0.9399999999999977,154.316,155.19,152.74,2.4499999999999886,-1.5300000000000011,151.9,152.58,150.37,2.210000000000008,-1.9499999999999886,152.69,154.0,150.75,3.25,-1.789999999999992,687738,988964,491185,497779,497779
2018-08-19,152.768,154.73,151.62,3.109999999999985,3.109999999999985,154.252,156.71,152.41,4.300000000000011,4.300000000000011,152.396,154.73,149.87,4.859999999999985,4.859999999999985,153.654,156.08,152.04,4.0400000000000205,4.0400000000000205,629033,1238727,383583,855144,-754194
2018-08-26,158.216,158.99,157.01,1.9800000000000182,1.1000000000000227,159.108,160.08,157.92,2.160000000000025,1.3000000000000114,157.40200000000002,158.66,156.72,1.9399999999999977,0.5200000000000102,158.454,159.12,157.65,1.4699999999999989,0.960000000000008,713261,1531680,414493,1117187,1117187
2018-09-02,157.7,158.75,156.57,2.180000000000007,-1.6399999999999864,159.12,159.94,158.39,1.5500000000000114,-0.6699999999999875,156.225,157.8,154.3,3.5,-1.0100000000000193,157.89,159.24,156.38,2.8600000000000136,-1.4399999999999977,671675,818084,480879,337205,22060
2018-09-09,161.218,162.94,158.69,4.25,4.25,162.786,164.04,161.8,2.2399999999999807,2.079999999999984,160.416,162.03,158.09,3.9399999999999977,3.9399999999999977,162.052,163.65,161.31,2.3400000000000034,2.0900000000000034,689885,817725,596616,221109,-158985
2018-09-16,161.768,163.31,159.98,3.3300000000000125,-2.140000000000015,162.818,164.19,160.96,3.2299999999999898,-2.6500000000000057,159.84,161.09,158.8,2.289999999999992,-1.8100000000000023,160.688,162.93,159.09,3.8400000000000034,-1.5999999999999943,1250853,3463716,474398,2989318,2989318
2018-09-23,159.618,160.86,158.92,1.9400000000000261,-0.27000000000001023,160.83,161.7,159.9,1.799999999999983,0.4000000000000057,158.314,158.8,157.01,1.7900000000000205,1.5600000000000023,159.526,160.49,158.92,1.5700000000000216,1.1599999999999966,836659,1069171,564306,504865,-122815
2018-09-30,158.434,161.05,155.52,5.530000000000001,-5.530000000000001,158.936,161.49,156.97,4.52000000000001,-4.52000000000001,156.06,159.0,152.8,6.199999999999989,-6.199999999999989,156.91400000000002,159.93,154.13,5.800000000000011,-5.800000000000011,596350,692111,495959,196152,-123916
2018-10-07,146.772,153.84,140.08,13.759999999999991,-12.240000000000009,148.328,153.84,143.48,10.360000000000014,-9.460000000000008,143.33599999999998,148.89,138.09,10.799999999999983,-7.4199999999999875,144.56,150.78,139.12,11.659999999999997,-6.800000000000011,1009455,1454170,548283,905887,171292
