Date,GSS_Open_average,GSS_Open_max,GSS_Open_min,GSS_Open_volatility,GSS_Open_change,GSS_High_average,GSS_High_max,GSS_High_min,GSS_High_volatility,GSS_High_change,GSS_Low_average,GSS_Low_max,GSS_Low_min,GSS_Low_volatility,GSS_Low_change,GSS_Close_average,GSS_Close_max,GSS_Close_min,GSS_Close_volatility,GSS_Close_change,GSS_Volume_average,GSS_Volume_max,GSS_Volume_min,GSS_Volume_volatility,GSS_Volume_change
2018-01-14,4.1772,4.35,4.015,0.33499999999999996,-0.33499999999999996,4.2428,4.412,4.1,0.3120000000000003,-0.3120000000000003,4.0724,4.271,3.906,0.36499999999999977,-0.36499999999999977,4.115,4.3,4.0,0.2999999999999998,-0.25,34789,47852,15762,32090,9005
2018-01-21,4.0772,4.15,3.95,0.20000000000000018,-0.04999999999999982,4.127,4.2,4.005,0.19500000000000028,-0.13900000000000023,3.9708,4.05,3.8739999999999997,0.17600000000000016,-0.07600000000000051,4.0152,4.099,3.9,0.1990000000000003,-0.1990000000000003,32836,39602,24453,15149,2774
2018-01-28,3.9408,4.104,3.825,0.2789999999999999,-0.04999999999999982,4.0418,4.125,3.97,0.1549999999999998,-0.02400000000000002,3.869,3.918,3.825,0.09299999999999997,-0.04999999999999982,3.9686000000000003,4.067,3.8930000000000002,0.17399999999999993,0.016999999999999904,29693,39533,21128,18405,-14677
2018-02-04,3.7704,3.95,3.55,0.40000000000000036,-0.40000000000000036,3.8336,3.995,3.696,0.29899999999999993,-0.29899999999999993,3.64,3.865,3.45,0.41500000000000004,-0.38500000000000023,3.7152000000000003,3.892,3.46,0.43199999999999994,-0.20599999999999952,31518,51150,14753,36397,26048
2018-02-11,3.6935000000000002,3.803,3.575,0.22799999999999976,0.0040000000000000036,3.76275,3.803,3.696,0.10699999999999976,0.05299999999999949,3.60625,3.7,3.551,0.14900000000000002,0.03200000000000003,3.68225,3.7880000000000003,3.576,0.2120000000000002,0.07299999999999951,21233,33832,10822,23010,-23010
2018-02-18,3.6546,3.784,3.5869999999999997,0.19700000000000006,0.04999999999999982,3.6919999999999997,3.784,3.65,0.1339999999999999,-0.07399999999999984,3.5598,3.5869999999999997,3.5,0.08699999999999974,-0.04899999999999949,3.6084,3.6430000000000002,3.588,0.05500000000000016,-0.019000000000000572,18238,24997,11382,13615,-6552
2018-02-25,3.4754,3.58,3.39,0.18999999999999995,-0.18999999999999995,3.5054,3.594,3.437,0.15700000000000003,-0.15700000000000003,3.406,3.51,3.25,0.2599999999999998,-0.2599999999999998,3.4547999999999996,3.513,3.3939999999999997,0.11900000000000022,-0.11900000000000022,19804,29111,10506,18605,-7411
2018-03-04,3.3426,3.4619999999999997,3.25,0.21199999999999974,-0.21199999999999974,3.3872,3.475,3.3369999999999997,0.13800000000000034,-0.125,3.2963999999999998,3.37,3.25,0.1200000000000001,-0.1200000000000001,3.3413999999999997,3.429,3.2769999999999997,0.15200000000000014,-0.10799999999999965,17932,22122,14296,7826,-4847
2018-03-11,3.2648,3.338,3.208,0.1299999999999999,-0.125,3.3144,3.4,3.264,0.13600000000000012,-0.13600000000000012,3.202,3.2510000000000003,3.15,0.10100000000000042,-0.041999999999999815,3.2281999999999997,3.272,3.15,0.12199999999999989,-0.06300000000000017,38107,140778,9152,131626,-9175
2018-03-18,3.2216,3.25,3.2,0.04999999999999982,-0.004999999999999893,3.2722,3.285,3.25,0.03500000000000014,0.03500000000000014,3.1482,3.1660000000000004,3.1,0.06600000000000028,0.0030000000000001137,3.2042,3.26,3.1519999999999997,0.1080000000000001,0.05699999999999994,23156,36630,8346,28284,12065
2018-03-25,3.076,3.25,2.95,0.2999999999999998,-0.2999999999999998,3.0854999999999997,3.25,2.985,0.2650000000000001,-0.2650000000000001,2.96075,3.1,2.865,0.23499999999999988,-0.23499999999999988,2.97625,3.105,2.885,0.2200000000000002,-0.2200000000000002,26699,41585,14968,26617,-26617
2018-04-01,2.8828,2.9139999999999997,2.845,0.0689999999999995,0.0349999999999997,2.9166,2.95,2.885,0.06500000000000039,-0.03000000000000025,2.8246,2.8510000000000004,2.805,0.04600000000000026,-0.001000000000000334,2.889,2.92,2.8489999999999998,0.07100000000000017,0.016000000000000014,20422,39307,9570,29737,-8033
2018-04-08,3.138,3.49,2.9,0.5900000000000003,0.5900000000000003,3.2494,3.585,2.9989999999999997,0.5860000000000003,0.5860000000000003,3.0842,3.3,2.873,0.4269999999999996,0.4269999999999996,3.1334,3.305,2.883,0.42200000000000015,0.4169999999999998,47638,88672,21188,67484,34537
2018-04-15,3.5076,3.6,3.4,0.20000000000000018,0.11199999999999966,3.5812,3.638,3.47,0.1679999999999997,0.1280000000000001,3.447,3.525,3.375,0.1499999999999999,0.0950000000000002,3.5305999999999997,3.625,3.417,0.20800000000000018,0.09299999999999997,29124,58288,14779,43509,8013
2018-04-22,3.6149999999999998,3.75,3.44,0.31000000000000005,-0.06999999999999984,3.6806,3.75,3.5780000000000003,0.1719999999999997,-0.12199999999999989,3.5206,3.596,3.39,0.20599999999999996,-0.11999999999999966,3.6024,3.695,3.542,0.15300000000000002,-0.15300000000000002,25385,39221,10796,28425,14170
2018-04-29,3.45,3.5,3.35,0.1499999999999999,0.015000000000000124,3.5134,3.55,3.4730000000000003,0.07699999999999951,0.0,3.3814,3.455,3.27,0.18500000000000005,-0.027000000000000135,3.4577999999999998,3.5189999999999997,3.383,0.13599999999999968,0.06399999999999961,20460,45354,7815,37539,-10605
2018-05-06,3.5572,3.6,3.525,0.07500000000000018,-0.018999999999999684,3.5868,3.6,3.552,0.04800000000000004,-0.04800000000000004,3.4698,3.513,3.38,0.133,-0.004999999999999893,3.5678,3.583,3.55,0.03300000000000036,-0.03300000000000036,18455,25360,8559,16801,13834
2018-05-13,3.4904,3.5639999999999996,3.45,0.11399999999999944,0.06299999999999972,3.5587999999999997,3.6,3.4939999999999998,0.10600000000000032,0.09100000000000019,3.4166000000000003,3.487,3.335,0.15200000000000014,0.15200000000000014,3.524,3.597,3.458,0.1389999999999998,0.1080000000000001,42587,150469,5423,145046,-16412
2018-05-20,3.497,3.553,3.45,0.10299999999999976,-0.052999999999999936,3.5845000000000002,3.625,3.5380000000000003,0.08699999999999974,0.02499999999999991,3.4825,3.5,3.45,0.04999999999999982,0.004999999999999893,3.512,3.542,3.485,0.05699999999999994,0.04699999999999971,14986,23646,6019,17627,15064
