Date,ASOMY_stock_Open_average,ASOMY_stock_Open_max,ASOMY_stock_Open_min,ASOMY_stock_Open_volatility,ASOMY_stock_Open_change,ASOMY_stock_High_average,ASOMY_stock_High_max,ASOMY_stock_High_min,ASOMY_stock_High_volatility,ASOMY_stock_High_change,ASOMY_stock_Low_average,ASOMY_stock_Low_max,ASOMY_stock_Low_min,ASOMY_stock_Low_volatility,ASOMY_stock_Low_change,ASOMY_stock_Close_average,ASOMY_stock_Close_max,ASOMY_stock_Close_min,ASOMY_stock_Close_volatility,ASOMY_stock_Close_change,ASOMY_stock_Volume_average,ASOMY_stock_Volume_max,ASOMY_stock_Volume_min,ASOMY_stock_Volume_volatility,ASOMY_stock_Volume_change
2018-01-14,93.35,93.83,92.65,1.1799999999999926,1.1699999999999875,94.555,94.95,93.78,1.1700000000000017,1.039999999999992,93.2575,93.82,92.54,1.279999999999987,1.279999999999987,94.4625,94.95,93.48,1.4699999999999989,1.269999999999996,5223,8192,2522,5670,-3586
2018-01-21,98.94,103.31,96.16,7.150000000000006,7.150000000000006,100.13,106.0,96.21,9.790000000000006,9.790000000000006,98.826,103.31,95.83,7.480000000000004,7.480000000000004,99.672,106.0,96.21,9.790000000000006,9.790000000000006,4203,10710,1091,9619,8368
2018-01-28,104.066,105.52,101.68,3.839999999999989,-2.799999999999997,104.788,105.71,102.14,3.569999999999993,-3.569999999999993,103.574,105.15,100.77,4.38000000000001,-3.6899999999999977,104.472,105.71,101.22,4.489999999999995,-4.489999999999995,2732,3102,1874,1228,152
2018-02-04,97.694,101.44,91.91,9.530000000000001,-9.530000000000001,97.902,101.45,92.69,8.760000000000005,-8.760000000000005,96.43599999999999,101.44,90.99,10.450000000000003,-10.450000000000003,96.778,101.45,92.0,9.450000000000003,-8.760000000000005,1804,3117,0,3117,92
2018-02-11,100.064,107.7,94.56,13.14,13.14,101.178,107.7,95.7,12.0,12.0,99.948,107.13,94.56,12.569999999999993,12.569999999999993,100.96,107.13,95.7,11.429999999999993,11.429999999999993,4184,6735,1163,5572,-5228
2018-02-18,103.8825,104.92,102.15,2.769999999999996,-2.1699999999999875,105.1175,105.84,104.02,1.8200000000000074,-1.6700000000000017,103.83,104.92,102.15,2.769999999999996,-1.9599999999999937,104.92,105.77,104.01,1.759999999999991,-0.9699999999999989,2306,3890,0,3890,2041
2018-02-25,101.472,104.19,97.26,6.929999999999993,-5.679999999999993,102.69,105.8,98.41,7.390000000000001,-5.650000000000006,101.058,104.19,96.59,7.599999999999994,-6.179999999999993,102.13799999999999,105.8,98.41,7.390000000000001,-5.549999999999997,2950,5246,1717,3529,822
2018-03-04,101.712,104.61,97.11,7.5,7.5,102.436,104.7,99.37,5.329999999999998,5.329999999999998,101.456,104.34,97.11,7.230000000000004,7.230000000000004,102.382,104.7,99.35,5.3500000000000085,5.3500000000000085,2105,2966,1202,1764,-1158
2018-03-11,105.822,107.2,104.85,2.3500000000000085,0.05999999999998806,106.274,108.02,104.94,3.0799999999999983,1.019999999999996,105.69200000000001,107.2,104.73,2.469999999999999,-0.060000000000002274,106.256,108.0,104.9,3.0999999999999943,1.0499999999999972,1714,2312,1476,836,797
2018-03-18,104.496,108.1,101.08,7.019999999999996,-6.549999999999997,105.104,108.1,101.89,6.209999999999994,-5.1499999999999915,103.158,106.42,98.82,7.6000000000000085,-6.030000000000001,104.27,106.89,99.75,7.140000000000001,-3.9399999999999977,3122,6916,1347,5569,-54
2018-03-25,99.2975,100.6,98.29,2.309999999999988,-2.1999999999999886,99.4325,100.6,98.4,2.1999999999999886,-2.1999999999999886,99.0275,99.9,97.95,1.9500000000000028,-1.519999999999996,99.0925,100.16,97.95,2.2099999999999937,-1.519999999999996,1475,2301,1005,1296,-410
2018-04-01,97.66,98.4,96.42,1.980000000000004,0.12000000000000455,98.41,99.04,97.88,1.1600000000000108,0.6700000000000017,97.256,98.35,96.42,1.9299999999999926,0.9899999999999949,98.11200000000001,99.04,97.36,1.6800000000000068,1.5900000000000034,2334,4193,1428,2765,201
2018-04-08,95.998,99.87,90.28,9.590000000000003,-8.370000000000005,96.23,100.07,90.74,9.329999999999998,-8.41000000000001,95.7,99.87,90.28,9.590000000000003,-8.370000000000005,95.932,100.07,90.74,9.329999999999998,-8.41000000000001,3052,6252,1413,4839,-2015
2018-04-15,87.588,88.37,85.75,2.6200000000000045,-2.519999999999996,88.324,90.0,86.29,3.7099999999999937,-3.1400000000000006,87.252,88.37,85.59,2.780000000000001,-2.259999999999991,87.86,90.0,86.07,3.930000000000007,-2.1000000000000085,1522,3828,0,3828,-2550
2018-04-22,83.55199999999999,84.88,81.5,3.3799999999999955,-3.3799999999999955,83.708,84.88,81.98,2.8999999999999915,-2.8999999999999915,82.77,84.0,80.86,3.1400000000000006,-2.0,83.092,84.21,81.98,2.2299999999999898,-0.8799999999999955,2430,3997,1705,2292,-783
2018-04-29,81.12,82.28,80.21,2.0700000000000074,0.5,82.012,83.25,81.15,2.0999999999999943,0.37999999999999545,80.984,82.01,80.21,1.8000000000000114,0.3499999999999943,81.67999999999999,83.25,81.0,2.25,0.21999999999999886,13854,47932,2365,45567,6362
2018-05-06,84.05199999999999,84.9,82.46,2.440000000000012,2.3900000000000006,84.89999999999999,86.33,82.46,3.8700000000000045,3.0600000000000023,83.968,84.9,82.09,2.8100000000000023,2.759999999999991,84.646,85.73,82.42,3.3100000000000023,3.0999999999999943,2287,4119,1355,2764,-620
