Date,IIIN_stock_Open_average,IIIN_stock_Open_max,IIIN_stock_Open_min,IIIN_stock_Open_volatility,IIIN_stock_Open_change,IIIN_stock_High_average,IIIN_stock_High_max,IIIN_stock_High_min,IIIN_stock_High_volatility,IIIN_stock_High_change,IIIN_stock_Low_average,IIIN_stock_Low_max,IIIN_stock_Low_min,IIIN_stock_Low_volatility,IIIN_stock_Low_change,IIIN_stock_Close_average,IIIN_stock_Close_max,IIIN_stock_Close_min,IIIN_stock_Close_volatility,IIIN_stock_Close_change,IIIN_stock_Volume_average,IIIN_stock_Volume_max,IIIN_stock_Volume_min,IIIN_stock_Volume_volatility,IIIN_stock_Volume_change
2018-01-14,30.5475,31.83,29.45,2.379999999999999,2.229999999999997,31.9275,34.32,29.83,4.490000000000002,2.599999999999998,29.98,31.16,29.03,2.129999999999999,2.129999999999999,30.805,32.49,29.26,3.2300000000000004,3.2300000000000004,296604,474019,155102,318917,183706
2018-01-21,32.664,32.8,32.48,0.3200000000000003,0.29999999999999716,33.198,33.35,33.01,0.3400000000000034,-0.020000000000003126,32.216,32.46,32.03,0.4299999999999997,0.28000000000000114,32.768,33.22,32.44,0.7800000000000011,0.25,152415,243684,103872,139812,-139812
2018-01-28,32.032,33.01,31.03,1.9799999999999969,-1.9799999999999969,32.196,33.15,31.07,2.0799999999999983,-2.0799999999999983,31.354,32.42,30.25,2.1700000000000017,-2.1700000000000017,31.657999999999998,32.73,30.61,2.1199999999999974,-2.1199999999999974,119192,167709,95840,71869,36006
2018-02-04,30.064,30.55,29.0,1.5500000000000007,-0.010000000000001563,30.625999999999998,30.72,30.47,0.25,-0.14000000000000057,29.446,29.91,28.62,1.2899999999999991,-0.5600000000000023,30.058,30.56,29.74,0.8200000000000003,0.030000000000001137,159278,211147,122549,88598,-42782
2018-02-11,29.968,30.32,29.56,0.7600000000000016,0.4400000000000013,30.546,31.38,30.02,1.3599999999999994,1.1099999999999994,29.752000000000002,30.32,29.37,0.9499999999999993,0.9299999999999997,30.240000000000002,31.13,29.69,1.4399999999999977,1.1499999999999986,78317,90768,71380,19388,241
2018-02-18,30.495,31.04,29.95,1.0899999999999999,-1.0899999999999999,30.78,31.68,30.12,1.5599999999999987,-1.5599999999999987,29.95,30.71,29.62,1.0899999999999999,-1.0600000000000023,30.0825,30.96,29.75,1.2100000000000009,-1.1799999999999997,108827,144275,53293,90982,-86607
2018-02-25,29.04,30.04,27.66,2.379999999999999,-2.1900000000000013,29.477999999999998,30.45,28.54,1.9100000000000001,-1.9100000000000001,28.366,29.7,27.14,2.5599999999999987,-2.5599999999999987,28.752,29.97,27.91,2.0599999999999987,-1.5899999999999999,117034,183622,77064,106558,32944
2018-03-04,28.246,28.8,27.88,0.9200000000000017,0.3400000000000034,28.724,29.43,28.2,1.2300000000000004,1.0599999999999987,27.824,28.39,27.49,0.9000000000000021,0.870000000000001,28.524,29.38,28.01,1.3699999999999974,1.3699999999999974,96813,169747,64767,104980,-90426
2018-03-11,29.488,29.96,28.74,1.2200000000000024,-0.6500000000000021,29.919999999999998,30.56,29.46,1.0999999999999979,-0.11999999999999744,29.044,29.66,28.53,1.129999999999999,-0.28000000000000114,29.476,29.8,28.74,1.0600000000000023,-0.14999999999999858,118810,257088,78603,178485,178485
2018-03-18,29.196,29.53,28.42,1.1099999999999994,-0.9699999999999989,29.774,30.07,29.54,0.5300000000000011,-0.10000000000000142,28.468,29.08,27.4,1.6799999999999997,-1.6799999999999997,28.798000000000002,29.57,27.41,2.16,-2.1400000000000006,115827,174161,98033,76128,76128
2018-03-25,27.7775,27.91,27.53,0.379999999999999,-0.10999999999999943,28.375,28.7,28.21,0.48999999999999844,-0.129999999999999,27.315,27.62,27.0,0.620000000000001,0.620000000000001,27.599999999999998,27.74,27.33,0.41000000000000014,-0.10999999999999943,135690,172702,90549,82153,-82153
2018-04-01,27.372,27.65,26.99,0.6600000000000001,-0.2699999999999996,27.916,28.38,27.5,0.879999999999999,-0.5799999999999983,26.875999999999998,27.33,26.59,0.7399999999999984,-0.05999999999999872,27.314,27.6,26.99,0.610000000000003,-0.15000000000000213,144639,215953,88935,127018,-96899
2018-04-08,27.678,28.3,26.94,1.3599999999999994,0.6400000000000006,27.919999999999998,28.43,27.32,1.1099999999999994,0.5799999999999983,27.284,27.75,26.6,1.1499999999999986,0.8499999999999979,27.436,27.92,26.64,1.2800000000000011,1.0199999999999996,153688,286008,76960,209048,208737
2018-04-15,28.766000000000002,29.34,27.85,1.4899999999999984,1.4899999999999984,29.226,29.65,28.6,1.0499999999999972,1.0499999999999972,28.228,29.0,27.39,1.6099999999999994,0.5899999999999999,28.862,29.34,28.4,0.9400000000000013,0.07000000000000028,89084,113850,73180,40670,30632
2018-04-22,29.218,31.03,27.15,3.8800000000000026,3.8800000000000026,30.344,31.43,28.46,2.969999999999999,2.969999999999999,28.8,30.65,26.05,4.599999999999998,4.419999999999998,29.926,30.99,28.41,2.5799999999999983,2.379999999999999,190257,369128,92256,276872,-276872
2018-04-29,30.22,30.79,29.99,0.8000000000000007,-0.7699999999999996,30.66,30.92,30.47,0.45000000000000284,-0.240000000000002,29.838,30.09,29.65,0.4400000000000013,0.3200000000000003,30.18,30.44,30.03,0.41000000000000014,0.41000000000000014,87314,128567,65486,63081,-53976
2018-05-06,30.882,31.29,30.5,0.7899999999999991,0.7899999999999991,31.286,31.67,30.97,0.7000000000000028,0.7000000000000028,30.542,31.09,30.14,0.9499999999999993,0.9499999999999993,31.088,31.55,30.58,0.9700000000000024,0.9700000000000024,67200,89391,46839,42552,-20206
2018-05-13,31.194,31.65,30.77,0.879999999999999,0.029999999999997584,31.596,32.08,31.03,1.0499999999999972,0.34999999999999787,30.774,31.1,30.4,0.7000000000000028,0.28999999999999915,31.212,31.8,30.71,1.0899999999999999,0.9100000000000001,74076,90379,49491,40888,40888
2018-05-20,31.678,31.9,31.45,0.4499999999999993,-0.21999999999999886,32.096000000000004,32.24,32.0,0.240000000000002,-0.21999999999999886,31.47,31.65,31.14,0.509999999999998,-0.04999999999999716,31.752,31.96,31.58,0.38000000000000256,-0.1999999999999993,56780,77272,43006,34266,-17198
2018-05-27,31.9275,32.58,31.47,1.1099999999999994,-0.16000000000000014,32.475,32.84,31.91,0.9300000000000033,-0.4700000000000024,31.3175,31.65,30.82,0.8299999999999983,-0.7399999999999984,31.884999999999998,32.54,31.28,1.259999999999998,-0.060000000000002274,82297,120350,67233,53117,53117
2018-06-03,32.062,32.6,31.59,1.0100000000000016,0.6700000000000017,32.436,32.9,31.91,0.9899999999999984,0.5899999999999963,31.21,32.23,28.97,3.259999999999998,0.7999999999999972,32.18,32.71,31.54,1.1700000000000017,1.1700000000000017,54047,74111,31539,42572,-22264
2018-06-10,32.652,32.77,32.55,0.22000000000000597,-0.10999999999999943,32.894,33.0,32.78,0.21999999999999886,-0.030000000000001137,32.292,32.43,32.17,0.259999999999998,0.259999999999998,32.726,32.9,32.51,0.39000000000000057,0.11999999999999744,61054,143874,34619,109255,109255
