Date,ProShares UltraPro Short Dow 30_Open_average,ProShares UltraPro Short Dow 30_Open_max,ProShares UltraPro Short Dow 30_Open_min,ProShares UltraPro Short Dow 30_Open_volatility,ProShares UltraPro Short Dow 30_Open_change,ProShares UltraPro Short Dow 30_High_average,ProShares UltraPro Short Dow 30_High_max,ProShares UltraPro Short Dow 30_High_min,ProShares UltraPro Short Dow 30_High_volatility,ProShares UltraPro Short Dow 30_High_change,ProShares UltraPro Short Dow 30_Low_average,ProShares UltraPro Short Dow 30_Low_max,ProShares UltraPro Short Dow 30_Low_min,ProShares UltraPro Short Dow 30_Low_volatility,ProShares UltraPro Short Dow 30_Low_change,ProShares UltraPro Short Dow 30_Close_average,ProShares UltraPro Short Dow 30_Close_max,ProShares UltraPro Short Dow 30_Close_min,ProShares UltraPro Short Dow 30_Close_volatility,ProShares UltraPro Short Dow 30_Close_change
2019-03-10,55.44,55.44,55.44,0.0,0.0,55.6,55.6,55.6,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-03-17,57.4,57.4,57.4,0.0,0.0,58.13,58.13,58.13,0.0,0.0,56.56,56.56,56.56,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2019-03-24,53.28,53.28,53.28,0.0,0.0,53.64,53.64,53.64,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2019-03-31,52.32,52.32,52.32,0.0,0.0,52.56,52.56,52.56,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2019-04-07,51.64,51.64,51.64,0.0,0.0,52.13,52.13,52.13,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-04-14,51.36,51.36,51.36,0.0,0.0,51.4,51.4,51.4,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-04-21,50.96,50.96,50.96,0.0,0.0,51.07,51.07,51.07,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-04-28,53.92,53.92,53.92,0.0,0.0,54.04,54.04,54.04,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2019-05-05,57.56,57.56,57.56,0.0,0.0,58.8,58.8,58.8,0.0,0.0,56.84,56.84,56.84,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2019-05-12,56.08,56.08,56.08,0.0,0.0,56.52,56.52,56.52,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2019-05-19,56.03,56.03,56.03,0.0,0.0,56.87,56.87,56.87,0.0,0.0,55.77,55.77,55.77,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2019-05-26,61.61,61.61,61.61,0.0,0.0,62.54,62.54,62.54,0.0,0.0,60.64,60.64,60.64,0.0,0.0,61.56,61.56,61.56,0.0,0.0
2019-06-02,52.33,52.33,52.33,0.0,0.0,52.96,52.96,52.96,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2019-06-09,52.66,52.66,52.66,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2019-06-16,49.06,49.06,49.06,0.0,0.0,49.11,49.11,49.11,0.0,0.0,48.65,48.65,48.65,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2019-06-23,48.11,48.11,48.11,0.0,0.0,49.48,49.48,49.48,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2019-06-30,48.46,48.46,48.46,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2019-07-07,45.55,45.55,45.55,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2019-07-14,46.42,46.42,46.42,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-07-21,46.42,46.42,46.42,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.31,46.31,46.31,0.0,0.0
2019-07-28,52.38,52.38,52.38,0.0,0.0,55.75,55.75,55.75,0.0,0.0,52.33,52.33,52.33,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2019-08-04,51.91,51.91,51.91,0.0,0.0,53.57,53.57,53.57,0.0,0.0,51.49,51.49,51.49,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-08-11,50.69,50.69,50.69,0.0,0.0,51.49,51.49,51.49,0.0,0.0,50.6,50.6,50.6,0.0,0.0,51.2,51.2,51.2,0.0,0.0
2019-08-18,52.37,52.37,52.37,0.0,0.0,53.51,53.51,53.51,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2019-08-25,48.73,48.73,48.73,0.0,0.0,49.89,49.89,49.89,0.0,0.0,48.65,48.65,48.65,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-09-01,46.75,46.75,46.75,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2019-09-08,45.36,45.36,45.36,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2019-09-15,46.83,46.83,46.83,0.0,0.0,46.9,46.9,46.9,0.0,0.0,45.94,45.94,45.94,0.0,0.0,46.22,46.22,46.22,0.0,0.0
2019-09-22,46.5,46.5,46.5,0.0,0.0,46.5,46.5,46.5,0.0,0.0,45.8,45.8,45.8,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-09-29,48.3,48.3,48.3,0.0,0.0,48.66,48.66,48.66,0.0,0.0,47.41,47.41,47.41,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2019-10-06,46.78,46.78,46.78,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.19,46.19,46.19,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2019-10-13,46.43,46.43,46.43,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2019-10-20,45.1,45.1,45.1,0.0,0.0,45.4,45.4,45.4,0.0,0.0,44.69,44.69,44.69,0.0,0.0,45.11,45.11,45.11,0.0,0.0
2019-10-27,43.15,43.15,43.15,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2019-11-03,42.72,42.72,42.72,0.0,0.0,42.91,42.91,42.91,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-11-10,40.73,40.73,40.73,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2019-11-17,40.8,40.8,40.8,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-11-24,40.05,40.05,40.05,0.0,0.0,41.47,41.47,41.47,0.0,0.0,40.05,40.05,40.05,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2019-12-01,40.48,40.48,40.48,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2019-12-08,39.38,39.38,39.38,0.0,0.0,39.39,39.39,39.39,0.0,0.0,38.91,38.91,38.91,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-12-15,38.06,38.06,38.06,0.0,0.0,38.17,38.17,38.17,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2019-12-22,37.62,37.62,37.62,0.0,0.0,38.49,38.49,38.49,0.0,0.0,37.61,37.61,37.61,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2019-12-29,37.98,37.98,37.98,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.62,37.62,37.62,0.0,0.0
