Date,ProShares UltraPro Short Dow 30_Open_average,ProShares UltraPro Short Dow 30_Open_max,ProShares UltraPro Short Dow 30_Open_min,ProShares UltraPro Short Dow 30_Open_volatility,ProShares UltraPro Short Dow 30_Open_change,ProShares UltraPro Short Dow 30_High_average,ProShares UltraPro Short Dow 30_High_max,ProShares UltraPro Short Dow 30_High_min,ProShares UltraPro Short Dow 30_High_volatility,ProShares UltraPro Short Dow 30_High_change,ProShares UltraPro Short Dow 30_Low_average,ProShares UltraPro Short Dow 30_Low_max,ProShares UltraPro Short Dow 30_Low_min,ProShares UltraPro Short Dow 30_Low_volatility,ProShares UltraPro Short Dow 30_Low_change,ProShares UltraPro Short Dow 30_Close_average,ProShares UltraPro Short Dow 30_Close_max,ProShares UltraPro Short Dow 30_Close_min,ProShares UltraPro Short Dow 30_Close_volatility,ProShares UltraPro Short Dow 30_Close_change
2018-01-14,67.32,67.32,67.32,0.0,0.0,67.32,67.32,67.32,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.56,65.56,65.56,0.0,0.0
2018-01-21,63.04,63.04,63.04,0.0,0.0,63.92,63.92,63.92,0.0,0.0,62.72,62.72,62.72,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2018-01-28,73.2,73.2,73.2,0.0,0.0,84.0,84.0,84.0,0.0,0.0,70.76,70.76,70.76,0.0,0.0,80.32,80.32,80.32,0.0,0.0
2018-02-04,78.56,78.56,78.56,0.0,0.0,79.72,79.72,79.72,0.0,0.0,74.92,74.92,74.92,0.0,0.0,76.56,76.56,76.56,0.0,0.0
2018-02-11,71.52,71.52,71.52,0.0,0.0,71.52,71.52,71.52,0.0,0.0,68.96,68.96,68.96,0.0,0.0,70.8,70.8,70.8,0.0,0.0
2018-02-18,68.56,68.56,68.56,0.0,0.0,68.92,68.92,68.92,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.52,66.52,66.52,0.0,0.0
2018-02-25,77.68,77.68,77.68,0.0,0.0,77.68,77.68,77.68,0.0,0.0,72.28,72.28,72.28,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2018-03-04,68.44,68.44,68.44,0.0,0.0,70.44,70.44,70.44,0.0,0.0,68.0,68.0,68.0,0.0,0.0,70.16,70.16,70.16,0.0,0.0
2018-03-11,73.2,73.2,73.2,0.0,0.0,76.48,76.48,76.48,0.0,0.0,73.0,73.0,73.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0
2018-03-18,80.96,80.96,80.96,0.0,0.0,83.0,83.0,83.0,0.0,0.0,77.6,77.6,77.6,0.0,0.0,78.04,78.04,78.04,0.0,0.0
2018-03-25,79.32,79.32,79.32,0.0,0.0,86.36,86.36,86.36,0.0,0.0,78.68,78.68,78.68,0.0,0.0,83.44,83.44,83.44,0.0,0.0
2018-04-01,78.04,78.04,78.04,0.0,0.0,79.72,79.72,79.72,0.0,0.0,75.48,75.48,75.48,0.0,0.0,79.48,79.48,79.48,0.0,0.0
2018-04-08,74.04,74.04,74.04,0.0,0.0,74.48,74.48,74.48,0.0,0.0,72.68,72.68,72.68,0.0,0.0,73.6,73.6,73.6,0.0,0.0
2018-04-15,74.04,74.04,74.04,0.0,0.0,75.8,75.8,75.8,0.0,0.0,73.92,73.92,73.92,0.0,0.0,74.68,74.68,74.68,0.0,0.0
2018-04-22,74.84,74.84,74.84,0.0,0.0,77.2,77.2,77.2,0.0,0.0,74.16,74.16,74.16,0.0,0.0,77.16,77.16,77.16,0.0,0.0
2018-04-29,75.36,75.36,75.36,0.0,0.0,76.32,76.32,76.32,0.0,0.0,74.28,74.28,74.28,0.0,0.0,75.44,75.44,75.44,0.0,0.0
2018-05-06,70.24,70.24,70.24,0.0,0.0,70.64,70.64,70.64,0.0,0.0,69.5,69.5,69.5,0.0,0.0,70.28,70.28,70.28,0.0,0.0
2018-05-13,69.68,69.68,69.68,0.0,0.0,69.72,69.72,69.72,0.0,0.0,68.52,68.52,68.52,0.0,0.0,69.12,69.12,69.12,0.0,0.0
2018-05-20,71.28,71.28,71.28,0.0,0.0,71.92,71.92,71.92,0.0,0.0,70.72,70.72,70.72,0.0,0.0,71.36,71.36,71.36,0.0,0.0
2018-05-27,70.84,70.84,70.84,0.0,0.0,71.04,71.04,71.04,0.0,0.0,70.04,70.04,70.04,0.0,0.0,70.44,70.44,70.44,0.0,0.0
2018-06-03,66.12,66.12,66.12,0.0,0.0,66.52,66.52,66.52,0.0,0.0,65.62,65.62,65.62,0.0,0.0,66.24,66.24,66.24,0.0,0.0
2018-06-10,69.8,69.8,69.8,0.0,0.0,70.24,70.24,70.24,0.0,0.0,68.8,68.8,68.8,0.0,0.0,68.92,68.92,68.92,0.0,0.0
2018-06-17,73.64,73.64,73.64,0.0,0.0,76.6,76.6,76.6,0.0,0.0,73.36,73.36,73.36,0.0,0.0,75.16,75.16,75.16,0.0,0.0
2018-06-24,76.72,76.72,76.72,0.0,0.0,76.88,76.88,76.88,0.0,0.0,74.64,74.64,74.64,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2018-07-01,72.16,72.16,72.16,0.0,0.0,72.2,72.2,72.2,0.0,0.0,70.24,70.24,70.24,0.0,0.0,70.32,70.32,70.32,0.0,0.0
2018-07-08,68.24,68.24,68.24,0.0,0.0,68.72,68.72,68.72,0.0,0.0,67.96,67.96,67.96,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2018-07-15,68.28,68.28,68.28,0.0,0.0,68.68,68.68,68.68,0.0,0.0,67.91,67.91,67.91,0.0,0.0,68.24,68.24,68.24,0.0,0.0
2018-07-22,64.88,64.88,64.88,0.0,0.0,66.28,66.28,66.28,0.0,0.0,64.64,64.64,64.64,0.0,0.0,66.08,66.08,66.08,0.0,0.0
2018-07-29,65.2,65.2,65.2,0.0,0.0,65.6,65.6,65.6,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.64,64.64,64.64,0.0,0.0
2018-08-05,65.72,65.72,65.72,0.0,0.0,67.15,67.15,67.15,0.0,0.0,65.4,65.4,65.4,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2018-08-12,62.56,62.56,62.56,0.0,0.0,62.69,62.69,62.69,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2018-08-19,61.0,61.0,61.0,0.0,0.0,61.08,61.08,61.08,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2018-08-26,60.92,60.92,60.92,0.0,0.0,61.32,61.32,61.32,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.72,60.72,60.72,0.0,0.0
2018-09-02,60.4,60.4,60.4,0.0,0.0,61.48,61.48,61.48,0.0,0.0,60.24,60.24,60.24,0.0,0.0,61.48,61.48,61.48,0.0,0.0
2018-09-09,59.68,59.68,59.68,0.0,0.0,60.32,60.32,60.32,0.0,0.0,59.24,59.24,59.24,0.0,0.0,60.16,60.16,60.16,0.0,0.0
2018-09-16,56.0,56.0,56.0,0.0,0.0,56.84,56.84,56.84,0.0,0.0,55.96,55.96,55.96,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2018-09-23,56.08,56.08,56.08,0.0,0.0,56.4,56.4,56.4,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2018-09-30,58.16,58.16,58.16,0.0,0.0,58.8,58.8,58.8,0.0,0.0,56.78,56.78,56.78,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2018-10-07,65.12,65.12,65.12,0.0,0.0,65.4,65.4,65.4,0.0,0.0,63.56,63.56,63.56,0.0,0.0,65.4,65.4,65.4,0.0,0.0
2018-10-14,63.12,63.12,63.12,0.0,0.0,65.2,65.2,65.2,0.0,0.0,62.76,62.76,62.76,0.0,0.0,64.56,64.56,64.56,0.0,0.0
2018-10-21,67.6,67.6,67.6,0.0,0.0,74.16,74.16,74.16,0.0,0.0,66.4,66.4,66.4,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2018-10-28,64.44,64.44,64.44,0.0,0.0,64.56,64.56,64.56,0.0,0.0,62.72,62.72,62.72,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2018-11-04,59.32,59.32,59.32,0.0,0.0,63.34,63.34,63.34,0.0,0.0,59.16,59.16,59.16,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2018-11-11,63.12,63.12,63.12,0.0,0.0,66.56,66.56,66.56,0.0,0.0,62.92,62.92,62.92,0.0,0.0,65.68,65.68,65.68,0.0,0.0
2018-11-18,69.68,69.68,69.68,0.0,0.0,69.96,69.96,69.96,0.0,0.0,68.14,68.14,68.14,0.0,0.0,68.48,68.48,68.48,0.0,0.0
2018-11-25,57.84,57.84,57.84,0.0,0.0,60.11,60.11,60.11,0.0,0.0,57.8,57.8,57.8,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2018-12-02,69.8,69.8,69.8,0.0,0.0,73.8,73.8,73.8,0.0,0.0,68.48,68.48,68.48,0.0,0.0,69.2,69.2,69.2,0.0,0.0
2018-12-09,73.2,73.2,73.2,0.0,0.0,77.64,77.64,77.64,0.0,0.0,71.96,71.96,71.96,0.0,0.0,76.32,76.32,76.32,0.0,0.0
2018-12-16,90.76,90.76,90.76,0.0,0.0,96.0,96.0,96.0,0.0,0.0,89.62,89.62,89.62,0.0,0.0,95.56,95.56,95.56,0.0,0.0
2018-12-23,77.68,77.68,77.68,0.0,0.0,79.0,79.0,79.0,0.0,0.0,76.8,76.8,76.8,0.0,0.0,76.8,76.8,76.8,0.0,0.0
2018-12-30,74.56,74.56,74.56,0.0,0.0,76.2,76.2,76.2,0.0,0.0,72.48,72.48,72.48,0.0,0.0,73.96,73.96,73.96,0.0,0.0
2019-01-06,71.6,71.6,71.6,0.0,0.0,71.82,71.82,71.82,0.0,0.0,70.12,70.12,70.12,0.0,0.0,70.6,70.6,70.6,0.0,0.0
2019-01-13,65.0,65.0,65.0,0.0,0.0,65.88,65.88,65.88,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.88,63.88,63.88,0.0,0.0
2019-01-20,65.64,65.64,65.64,0.0,0.0,66.84,66.84,66.84,0.0,0.0,65.2,65.2,65.2,0.0,0.0,65.28,65.28,65.28,0.0,0.0
2019-01-27,61.16,61.16,61.16,0.0,0.0,61.8,61.8,61.8,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2019-02-03,60.08,60.08,60.08,0.0,0.0,61.32,61.32,61.32,0.0,0.0,59.96,59.96,59.96,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2019-02-10,56.76,56.76,56.76,0.0,0.0,56.76,56.76,56.76,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-02-17,53.16,53.16,53.16,0.0,0.0,53.8,53.8,53.8,0.0,0.0,52.8,52.8,52.8,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2019-02-24,53.4,53.4,53.4,0.0,0.0,56.75,56.75,56.75,0.0,0.0,53.32,53.32,53.32,0.0,0.0,55.44,55.44,55.44,0.0,0.0
2019-03-03,59.16,59.16,59.16,0.0,0.0,59.4,59.4,59.4,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.48,56.48,56.48,0.0,0.0
