Date,USAA MSCI International Value Momentum Blend_Open_average,USAA MSCI International Value Momentum Blend_Open_max,USAA MSCI International Value Momentum Blend_Open_min,USAA MSCI International Value Momentum Blend_Open_volatility,USAA MSCI International Value Momentum Blend_Open_change,USAA MSCI International Value Momentum Blend_High_average,USAA MSCI International Value Momentum Blend_High_max,USAA MSCI International Value Momentum Blend_High_min,USAA MSCI International Value Momentum Blend_High_volatility,USAA MSCI International Value Momentum Blend_High_change,USAA MSCI International Value Momentum Blend_Low_average,USAA MSCI International Value Momentum Blend_Low_max,USAA MSCI International Value Momentum Blend_Low_min,USAA MSCI International Value Momentum Blend_Low_volatility,USAA MSCI International Value Momentum Blend_Low_change,USAA MSCI International Value Momentum Blend_Close_average,USAA MSCI International Value Momentum Blend_Close_max,USAA MSCI International Value Momentum Blend_Close_min,USAA MSCI International Value Momentum Blend_Close_volatility,USAA MSCI International Value Momentum Blend_Close_change
2018-03-25,51.0,51.0,51.0,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-04-01,51.4,51.4,51.4,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2018-04-08,52.21,52.21,52.21,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2018-04-15,52.48,52.48,52.48,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2018-04-22,52.43,52.43,52.43,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2018-04-29,52.25,52.25,52.25,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2018-05-06,52.97,52.97,52.97,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2018-05-13,52.7,52.7,52.7,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2018-05-20,51.45,51.45,51.45,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2018-05-27,50.94,50.94,50.94,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2018-06-03,50.94,50.94,50.94,0.0,0.0,51.21,51.21,51.21,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2018-06-10,49.63,49.63,49.63,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2018-06-17,48.76,48.76,48.76,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2018-06-24,47.64,47.64,47.64,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2018-07-01,49.01,49.01,49.01,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2018-07-08,48.46,48.46,48.46,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2018-07-15,48.7,48.7,48.7,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2018-07-22,49.63,49.63,49.63,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2018-07-29,48.65,48.65,48.65,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2018-08-05,47.68,47.68,47.68,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.56,47.56,47.56,0.0,0.0
2018-08-12,47.57,47.57,47.57,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.7,47.7,47.7,0.0,0.0
2018-08-19,48.5,48.5,48.5,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2018-08-26,48.26,48.26,48.26,0.0,0.0,48.26,48.26,48.26,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2018-09-02,47.43,47.43,47.43,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2018-09-09,48.33,48.33,48.33,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-09-16,49.49,49.49,49.49,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2018-09-23,49.09,49.09,49.09,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2018-09-30,47.25,47.25,47.25,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2018-10-07,45.92,45.92,45.92,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.86,45.86,45.86,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2018-10-14,45.68,45.68,45.68,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2018-10-21,44.55,44.55,44.55,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2018-10-28,45.39,45.39,45.39,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2018-11-04,45.11,45.11,45.11,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-11-11,44.74,44.74,44.74,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2018-11-18,44.58,44.58,44.58,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2018-11-25,44.62,44.62,44.62,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2018-12-02,42.46,42.46,42.46,0.0,0.0,42.6,42.6,42.6,0.0,0.0,41.91,41.91,41.91,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2018-12-09,42.27,42.27,42.27,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2018-12-16,40.37,40.37,40.37,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2018-12-23,41.54,41.54,41.54,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2018-12-30,42.44,42.44,42.44,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.69,42.69,42.69,0.0,0.0
2019-01-06,43.23,43.23,43.23,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2019-01-13,44.3,44.3,44.3,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2019-01-20,44.34,44.34,44.34,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-01-27,44.76,44.76,44.76,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.76,44.76,44.76,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2019-02-03,44.01,44.01,44.01,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.98,43.98,43.98,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2019-02-10,44.89,44.89,44.89,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.89,44.89,44.89,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2019-02-17,45.73,45.73,45.73,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.59,45.59,45.59,0.0,0.0,45.59,45.59,45.59,0.0,0.0
2019-02-24,45.45,45.45,45.45,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2019-03-03,44.63,44.63,44.63,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2019-03-10,45.73,45.73,45.73,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.86,45.86,45.86,0.0,0.0
2019-03-17,45.18,45.18,45.18,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.22,45.22,45.22,0.0,0.0
2019-03-24,45.98,45.98,45.98,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.98,45.98,45.98,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2019-03-31,46.32,46.32,46.32,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2019-04-07,46.38,46.38,46.38,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2019-04-14,46.34,46.34,46.34,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2019-04-21,45.98,45.98,45.98,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.98,45.98,45.98,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2019-04-28,45.28,45.28,45.28,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2019-05-05,44.26,44.26,44.26,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2019-05-12,44.56,44.56,44.56,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2019-05-19,44.5,44.5,44.5,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2019-05-26,43.16,43.16,43.16,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2019-06-02,44.56,44.56,44.56,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2019-06-09,44.26,44.26,44.26,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2019-06-16,45.19,45.19,45.19,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2019-06-23,45.6,45.6,45.6,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2019-06-30,45.41,45.41,45.41,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2019-07-07,45.55,45.55,45.55,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-07-14,45.17,45.17,45.17,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.18,45.18,45.18,0.0,0.0
2019-07-21,45.03,45.03,45.03,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2019-07-28,43.19,43.19,43.19,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2019-08-04,43.09,43.09,43.09,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2019-08-11,43.09,43.09,43.09,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2019-08-18,42.97,42.97,42.97,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2019-08-25,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2019-09-01,44.26,44.26,44.26,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2019-09-08,44.73,44.73,44.73,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2019-09-15,44.62,44.62,44.62,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.75,44.75,44.75,0.0,0.0
2019-09-22,44.49,44.49,44.49,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2019-09-29,44.03,44.03,44.03,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-10-06,44.59,44.59,44.59,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2019-10-13,45.46,45.46,45.46,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2019-10-20,45.71,45.71,45.71,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2019-10-27,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2019-11-03,46.01,46.01,46.01,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-11-10,46.02,46.02,46.02,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.98,45.98,45.98,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2019-11-17,46.19,46.19,46.19,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2019-11-24,45.19,45.19,45.19,0.0,0.0,45.19,45.19,45.19,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2019-12-01,45.62,45.62,45.62,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2019-12-08,46.45,46.45,46.45,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2019-12-15,46.11,46.11,46.11,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-12-22,46.26,46.26,46.26,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.86,45.86,45.86,0.0,0.0
2019-12-29,46.07,46.07,46.07,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.04,46.04,46.04,0.0,0.0
