Date,EBIXStock_Open_average,EBIXStock_Open_max,EBIXStock_Open_min,EBIXStock_Open_volatility,EBIXStock_Open_change,EBIXStock_High_average,EBIXStock_High_max,EBIXStock_High_min,EBIXStock_High_volatility,EBIXStock_High_change,EBIXStock_Low_average,EBIXStock_Low_max,EBIXStock_Low_min,EBIXStock_Low_volatility,EBIXStock_Low_change,EBIXStock_Close_average,EBIXStock_Close_max,EBIXStock_Close_min,EBIXStock_Close_volatility,EBIXStock_Close_change,EBIXStock_Volume_average,EBIXStock_Volume_max,EBIXStock_Volume_min,EBIXStock_Volume_volatility,EBIXStock_Volume_change
2018-01-14,81.675,82.0,81.15,0.8499999999999943,-0.6499999999999915,82.6625,83.3,82.05,1.25,-0.09999999999999432,81.1625,81.2,81.1,0.10000000000000853,-0.04999999999999716,81.8125,82.8,81.25,1.5499999999999972,1.5499999999999972,114078,147096,83233,63863,16989
2018-01-21,83.03,84.1,82.3,1.7999999999999972,1.3499999999999943,83.712,84.3,82.81,1.4899999999999949,1.4399999999999977,82.25,82.75,81.8,0.9500000000000028,0.9500000000000028,83.18,84.15,82.25,1.9000000000000057,1.9000000000000057,176605,295151,108528,186623,-3505
2018-01-28,83.16,83.95,81.95,2.0,-1.4500000000000028,83.78999999999999,84.6,82.95,1.6499999999999915,-1.3999999999999915,81.86,83.35,80.15,3.1999999999999886,-3.049999999999997,82.58,83.9,80.4,3.5,-3.5,138204,249452,98022,151430,151430
2018-02-04,79.52,80.5,77.75,2.75,-1.0499999999999972,80.78,81.0,80.6,0.4000000000000057,-0.14999999999999147,78.136,79.8,77.25,2.549999999999997,-1.2000000000000028,79.64,80.3,78.25,2.049999999999997,1.0999999999999943,200483,268181,78261,189920,-78477
2018-02-11,82.5,85.85,80.5,5.349999999999994,5.349999999999994,84.12,87.0,81.7,5.299999999999997,5.150000000000006,82.0,85.65,79.8,5.8500000000000085,5.8500000000000085,83.75,86.75,81.25,5.5,5.450000000000003,129184,156863,92860,64003,37801
2018-02-18,86.275,86.75,85.85,0.9000000000000057,0.25,87.1375,87.5,86.85,0.6500000000000057,0.15000000000000568,85.325,86.15,84.4,1.75,1.3000000000000114,86.1375,86.9,85.6,1.3000000000000114,1.3000000000000114,119904,139623,86420,53203,-45630
2018-02-25,85.13000000000001,86.9,83.0,3.9000000000000057,-3.9000000000000057,86.07000000000001,87.0,83.65,3.3499999999999943,-3.3499999999999943,82.72,85.45,77.75,7.700000000000003,-7.0,84.28999999999999,86.55,83.05,3.5,-1.7999999999999972,324664,639981,141544,498437,454801
2018-03-04,80.35,82.3,78.3,4.0,-1.3999999999999915,81.82,83.05,79.45,3.5999999999999943,-0.29999999999999716,78.76,80.9,77.35,3.5500000000000114,3.3000000000000114,80.06,82.15,78.0,4.150000000000006,4.150000000000006,302601,643868,132037,511831,-443749
2018-03-11,82.78,84.15,81.8,2.3500000000000085,-0.5499999999999972,83.47,84.5,81.8,2.700000000000003,-2.049999999999997,81.25,82.15,78.8,3.3500000000000085,-3.3500000000000085,82.06,83.4,80.0,3.4000000000000057,-3.4000000000000057,262534,593244,142886,450358,431500
2018-03-18,77.86,79.65,76.75,2.9000000000000057,-2.9000000000000057,78.86,79.75,77.6,2.1500000000000057,-2.1500000000000057,76.26599999999999,77.05,75.05,2.0,-1.4500000000000028,77.09,79.5,75.05,4.450000000000003,-2.450000000000003,240783,316878,179404,137474,-76575
2018-03-25,75.1125,76.9,72.55,4.3500000000000085,-0.5999999999999943,76.3375,77.3,75.3,2.0,-0.8499999999999943,73.55,75.55,72.0,3.549999999999997,-1.4500000000000028,74.6375,76.75,72.35,4.400000000000006,-2.25,326034,434659,183548,251111,165234
2018-04-01,74.28,75.7,73.3,2.4000000000000057,-0.5,75.62,76.9,75.0,1.9000000000000057,0.09999999999999432,73.25,74.2,72.2,2.0,0.8500000000000085,74.37,75.25,73.45,1.7999999999999972,0.5999999999999943,239617,388785,104557,284228,-198101
2018-04-08,75.27,76.55,74.5,2.049999999999997,2.049999999999997,76.17999999999999,76.6,75.4,1.1999999999999886,1.1499999999999915,74.74,75.4,73.85,1.5500000000000114,1.5500000000000114,75.49,76.2,73.95,2.25,2.25,104091,138812,78149,60663,-38691
2018-04-15,77.45,78.5,76.25,2.25,-0.20000000000000284,78.77799999999999,79.55,78.0,1.5499999999999972,-0.8499999999999943,76.36,77.2,75.65,1.5499999999999972,0.14999999999999147,77.38,78.05,76.65,1.3999999999999915,-1.3999999999999915,203887,255629,169079,86550,43021
2018-04-22,77.43,78.4,76.95,1.4500000000000028,0.5,78.016,79.03,77.5,1.5300000000000011,-0.5499999999999972,76.642,77.0,76.4,0.5999999999999943,-0.2599999999999909,77.39,78.1,77.05,1.0499999999999972,-0.75,144879,183240,69827,113413,-38490
2018-04-29,77.95,78.35,77.45,0.8999999999999915,0.3499999999999943,78.97,79.75,78.2,1.5499999999999972,1.5,77.264,77.92,76.7,1.2199999999999989,1.2000000000000028,78.3,78.8,77.5,1.2999999999999972,1.2999999999999972,139426,177216,115194,62022,-5020
2018-05-06,79.11,80.8,77.0,3.799999999999997,0.9000000000000057,81.014,81.7,80.15,1.5499999999999972,-1.4200000000000017,77.99,79.2,75.05,4.150000000000006,0.45000000000000284,79.74,80.75,78.1,2.6500000000000057,-1.0,202467,241062,144187,96875,-25024
2018-05-13,76.97,79.75,75.65,4.099999999999994,-4.0,77.19,80.03,75.9,4.1299999999999955,-3.8100000000000023,75.28399999999999,76.6,74.2,2.3999999999999915,-2.3999999999999915,75.83999999999999,77.6,74.3,3.299999999999997,-3.299999999999997,197108,326602,134875,191727,134937
2018-05-20,74.17,75.65,72.95,2.700000000000003,1.0500000000000114,75.3,76.15,74.2,1.9500000000000028,0.4000000000000057,73.436,74.9,72.58,2.3200000000000074,1.4000000000000057,74.39,75.75,73.25,2.5,1.5999999999999943,175095,234468,86747,147721,-118150
2018-05-27,75.1,75.45,74.9,0.5499999999999972,-0.04999999999999716,75.895,76.3,75.5,0.7999999999999972,-0.030000000000001137,74.3875,74.8,74.1,0.7000000000000028,-0.05000000000001137,74.95,75.4,74.6,0.8000000000000114,0.0,155579,233425,87554,145871,83946
2018-06-03,75.87,77.05,75.0,2.049999999999997,-0.04999999999999716,76.62,77.35,75.4,1.9499999999999886,-1.0499999999999972,75.14,75.7,74.6,1.1000000000000085,-0.3499999999999943,75.81,76.85,74.85,2.0,-0.9000000000000057,201597,281783,126517,155266,-38294
2018-06-10,76.77,78.65,75.05,3.6000000000000085,3.6000000000000085,78.29,79.05,77.65,1.3999999999999915,1.0,76.134,78.15,74.85,3.3000000000000114,3.3000000000000114,77.53999999999999,79.0,75.8,3.200000000000003,1.2000000000000028,232747,393751,162457,231294,231294
2018-06-17,78.59,79.65,77.0,2.6500000000000057,1.4500000000000028,79.048,79.9,77.95,1.9500000000000028,1.3100000000000023,77.86,78.85,76.1,2.75,1.3499999999999943,78.72,79.45,77.85,1.6000000000000085,1.6000000000000085,172465,226839,117959,108880,67075
