Date,Direxion NASDAQ-100 Equal Weighted Shares_Open_average,Direxion NASDAQ-100 Equal Weighted Shares_Open_max,Direxion NASDAQ-100 Equal Weighted Shares_Open_min,Direxion NASDAQ-100 Equal Weighted Shares_Open_volatility,Direxion NASDAQ-100 Equal Weighted Shares_Open_change,Direxion NASDAQ-100 Equal Weighted Shares_High_average,Direxion NASDAQ-100 Equal Weighted Shares_High_max,Direxion NASDAQ-100 Equal Weighted Shares_High_min,Direxion NASDAQ-100 Equal Weighted Shares_High_volatility,Direxion NASDAQ-100 Equal Weighted Shares_High_change,Direxion NASDAQ-100 Equal Weighted Shares_Low_average,Direxion NASDAQ-100 Equal Weighted Shares_Low_max,Direxion NASDAQ-100 Equal Weighted Shares_Low_min,Direxion NASDAQ-100 Equal Weighted Shares_Low_volatility,Direxion NASDAQ-100 Equal Weighted Shares_Low_change,Direxion NASDAQ-100 Equal Weighted Shares_Close_average,Direxion NASDAQ-100 Equal Weighted Shares_Close_max,Direxion NASDAQ-100 Equal Weighted Shares_Close_min,Direxion NASDAQ-100 Equal Weighted Shares_Close_volatility,Direxion NASDAQ-100 Equal Weighted Shares_Close_change
2018-12-02,42.42,42.42,42.42,0.0,0.0,42.86,42.86,42.86,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2018-12-09,42.15,42.15,42.15,0.0,0.0,42.47,42.47,42.47,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2018-12-16,38.92,38.92,38.92,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2018-12-23,40.68,40.68,40.68,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2018-12-30,41.43,41.43,41.43,0.0,0.0,42.34,42.34,42.34,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2019-01-06,42.59,42.59,42.59,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-01-13,43.97,43.97,43.97,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.69,43.69,43.69,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2019-01-20,44.1,44.1,44.1,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-01-27,45.7,45.7,45.7,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2019-02-03,46.08,46.08,46.08,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2019-02-10,47.05,47.05,47.05,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.85,46.85,46.85,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2019-02-17,47.5,47.5,47.5,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-02-24,47.7,47.7,47.7,0.0,0.0,47.7,47.7,47.7,0.0,0.0,46.65,46.65,46.65,0.0,0.0,47.06,47.06,47.06,0.0,0.0
2019-03-03,46.22,46.22,46.22,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.88,46.88,46.88,0.0,0.0
2019-03-10,47.75,47.75,47.75,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.69,47.69,47.69,0.0,0.0
2019-03-17,47.25,47.25,47.25,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.9,46.9,46.9,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2019-03-24,48.35,48.35,48.35,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2019-03-31,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-04-07,49.78,49.78,49.78,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.32,49.32,49.32,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2019-04-14,49.27,49.27,49.27,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-04-21,50.02,50.02,50.02,0.0,0.0,50.18,50.18,50.18,0.0,0.0,49.93,49.93,49.93,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-04-28,49.5,49.5,49.5,0.0,0.0,50.19,50.19,50.19,0.0,0.0,49.25,49.25,49.25,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-05-05,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-05-12,47.58,47.58,47.58,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2019-05-19,47.17,47.17,47.17,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.88,46.88,46.88,0.0,0.0
2019-05-26,45.8,45.8,45.8,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2019-06-02,48.28,48.28,48.28,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2019-06-09,48.21,48.21,48.21,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2019-06-16,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-06-23,50.72,50.72,50.72,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2019-06-30,50.24,50.24,50.24,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-07-07,51.09,51.09,51.09,0.0,0.0,51.13,51.13,51.13,0.0,0.0,50.9,50.9,50.9,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2019-07-14,50.76,50.76,50.76,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-07-21,51.48,51.48,51.48,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2019-07-28,48.33,48.33,48.33,0.0,0.0,48.33,48.33,48.33,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2019-08-04,48.62,48.62,48.62,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.27,48.27,48.27,0.0,0.0
2019-08-11,49.17,49.17,49.17,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2019-08-18,48.32,48.32,48.32,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2019-08-25,49.39,49.39,49.39,0.0,0.0,49.45,49.45,49.45,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2019-09-01,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2019-09-08,50.37,50.37,50.37,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2019-09-15,50.1,50.1,50.1,0.0,0.0,50.22,50.22,50.22,0.0,0.0,49.97,49.97,49.97,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-09-22,49.06,49.06,49.06,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.41,49.41,49.41,0.0,0.0
2019-09-29,49.16,49.16,49.16,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2019-10-06,49.9,49.9,49.9,0.0,0.0,50.04,50.04,50.04,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-10-13,50.34,50.34,50.34,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-10-20,51.29,51.29,51.29,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-10-27,52.25,52.25,52.25,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-11-03,52.08,52.08,52.08,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2019-11-10,52.56,52.56,52.56,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2019-11-17,52.61,52.61,52.61,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.61,52.61,52.61,0.0,0.0,53.04,53.04,53.04,0.0,0.0
2019-11-24,53.29,53.29,53.29,0.0,0.0,53.29,53.29,53.29,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2019-12-01,53.14,53.14,53.14,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.9,52.9,52.9,0.0,0.0
2019-12-08,54.25,54.25,54.25,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2019-12-15,55.24,55.24,55.24,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2019-12-22,55.12,55.12,55.12,0.0,0.0,55.2,55.2,55.2,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-12-29,54.88,54.88,54.88,0.0,0.0,55.38,55.38,55.38,0.0,0.0,54.7,54.7,54.7,0.0,0.0,55.21,55.21,55.21,0.0,0.0
