Date,Hartford Municipal Opportunities_Open_average,Hartford Municipal Opportunities_Open_max,Hartford Municipal Opportunities_Open_min,Hartford Municipal Opportunities_Open_volatility,Hartford Municipal Opportunities_Open_change,Hartford Municipal Opportunities_High_average,Hartford Municipal Opportunities_High_max,Hartford Municipal Opportunities_High_min,Hartford Municipal Opportunities_High_volatility,Hartford Municipal Opportunities_High_change,Hartford Municipal Opportunities_Low_average,Hartford Municipal Opportunities_Low_max,Hartford Municipal Opportunities_Low_min,Hartford Municipal Opportunities_Low_volatility,Hartford Municipal Opportunities_Low_change,Hartford Municipal Opportunities_Close_average,Hartford Municipal Opportunities_Close_max,Hartford Municipal Opportunities_Close_min,Hartford Municipal Opportunities_Close_volatility,Hartford Municipal Opportunities_Close_change
2018-04-29,39.55,39.55,39.55,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2018-05-06,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2018-05-13,39.53,39.53,39.53,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2018-05-20,39.57,39.57,39.57,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2018-05-27,39.66,39.66,39.66,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2018-06-03,39.65,39.65,39.65,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2018-06-10,39.65,39.65,39.65,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2018-06-17,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2018-06-24,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2018-07-01,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2018-07-08,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2018-07-15,39.66,39.66,39.66,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2018-07-22,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2018-07-29,39.62,39.62,39.62,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2018-08-05,39.6,39.6,39.6,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2018-08-12,39.56,39.56,39.56,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2018-08-19,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2018-08-26,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-09-02,39.49,39.49,39.49,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2018-09-09,39.41,39.41,39.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2018-09-16,39.41,39.41,39.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2018-09-23,39.44,39.44,39.44,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2018-09-30,39.4,39.4,39.4,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2018-10-07,39.16,39.16,39.16,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2018-10-14,39.19,39.19,39.19,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2018-10-21,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2018-10-28,39.1,39.1,39.1,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2018-11-04,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2018-11-11,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2018-11-18,39.37,39.37,39.37,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2018-11-25,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2018-12-02,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2018-12-09,39.72,39.72,39.72,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2018-12-16,39.84,39.84,39.84,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-12-23,39.9,39.9,39.9,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2018-12-30,40.03,40.03,40.03,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2019-01-06,40.01,40.01,40.01,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2019-01-13,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0
2019-01-20,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2019-01-27,40.17,40.17,40.17,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2019-02-03,40.29,40.29,40.29,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2019-02-10,40.35,40.35,40.35,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2019-02-17,40.31,40.31,40.31,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-02-24,40.27,40.27,40.27,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2019-03-03,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2019-03-10,40.56,40.56,40.56,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.54,40.54,40.54,0.0,0.0
2019-03-17,40.85,40.85,40.85,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-03-24,40.84,40.84,40.84,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2019-03-31,40.73,40.73,40.73,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.76,40.76,40.76,0.0,0.0
2019-04-07,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2019-04-14,40.84,40.84,40.84,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2019-04-21,40.9,40.9,40.9,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2019-04-28,41.06,41.06,41.06,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-05-05,41.3,41.3,41.3,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2019-05-12,41.38,41.38,41.38,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2019-05-19,41.34,41.34,41.34,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2019-05-26,41.48,41.48,41.48,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2019-06-02,41.56,41.56,41.56,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2019-06-09,41.57,41.57,41.57,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2019-06-16,41.63,41.63,41.63,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2019-06-23,41.55,41.55,41.55,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2019-06-30,41.59,41.59,41.59,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2019-07-07,41.62,41.62,41.62,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2019-07-14,41.78,41.78,41.78,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2019-07-21,41.85,41.85,41.85,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2019-07-28,42.11,42.11,42.11,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2019-08-04,42.35,42.35,42.35,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.29,42.29,42.29,0.0,0.0
2019-08-11,44.52,44.52,44.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2019-08-18,42.38,42.38,42.38,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2019-08-25,42.32,42.32,42.32,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.29,42.29,42.29,0.0,0.0
2019-09-01,42.21,42.21,42.21,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-09-08,41.83,41.83,41.83,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2019-09-15,41.95,41.95,41.95,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2019-09-22,41.94,41.94,41.94,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2019-09-29,42.19,42.19,42.19,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2019-10-06,42.03,42.03,42.03,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2019-10-13,41.97,41.97,41.97,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2019-10-20,41.93,41.93,41.93,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2019-10-27,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2019-11-03,41.81,41.81,41.81,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-11-10,41.81,41.81,41.81,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2019-11-17,41.97,41.97,41.97,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2019-11-24,41.9,41.9,41.9,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.89,41.89,41.89,0.0,0.0
2019-12-01,41.98,41.98,41.98,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2019-12-08,42.12,42.12,42.12,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2019-12-15,42.01,42.01,42.01,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2019-12-22,41.91,41.91,41.91,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2019-12-29,41.9,41.9,41.9,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.93,41.93,41.93,0.0,0.0
