Date,CBM_Open_average,CBM_Open_max,CBM_Open_min,CBM_Open_volatility,CBM_Open_change,CBM_High_average,CBM_High_max,CBM_High_min,CBM_High_volatility,CBM_High_change,CBM_Low_average,CBM_Low_max,CBM_Low_min,CBM_Low_volatility,CBM_Low_change,CBM_Close_average,CBM_Close_max,CBM_Close_min,CBM_Close_volatility,CBM_Close_change,CBM_Volume_average,CBM_Volume_max,CBM_Volume_min,CBM_Volume_volatility,CBM_Volume_change
2016-01-03,43.589999999999996,45.16,42.4,2.759999999999998,-2.759999999999998,44.06,45.75,42.49,3.259999999999998,-3.259999999999998,42.388333333333335,43.78,40.0,3.780000000000001,-3.780000000000001,42.95,44.41,40.96,3.4499999999999957,-3.4499999999999957,506948,688843,354483,334360,-92398
2016-01-10,41.16,41.72,40.78,0.9399999999999977,-0.46999999999999886,42.4275,42.96,41.99,0.9699999999999989,-0.3999999999999986,40.0925,40.39,39.91,0.480000000000004,0.39000000000000057,41.5375,42.31,40.74,1.5700000000000003,0.5200000000000031,597730,796253,430863,365390,365390
2016-01-17,39.33,42.46,37.86,4.600000000000001,-4.600000000000001,39.827999999999996,42.73,38.44,4.289999999999999,-4.289999999999999,37.888,39.23,37.34,1.8899999999999935,-1.6899999999999977,38.414,39.87,37.49,2.3799999999999955,-2.1499999999999986,709078,1212045,533935,678110,-35213
2016-01-24,35.866,37.83,33.99,3.8399999999999963,-3.3000000000000043,36.606,38.42,35.13,3.289999999999999,-2.4200000000000017,34.612,37.01,33.43,3.5799999999999983,-2.809999999999995,35.34,37.97,33.92,4.049999999999997,-2.6799999999999997,676783,844917,543918,300999,150890
2016-01-31,33.596000000000004,35.0,30.81,4.190000000000001,-4.190000000000001,34.234,35.31,32.74,2.5700000000000003,-2.5700000000000003,32.064,33.9,29.5,4.399999999999999,-4.399999999999999,33.236000000000004,34.18,31.12,3.0599999999999987,-1.3900000000000006,657129,1125015,500122,624893,610164
2016-02-07,36.335,37.73,34.97,2.759999999999998,2.0400000000000063,38.185,38.93,36.95,1.9799999999999969,-0.5600000000000023,35.120000000000005,36.07,34.35,1.7199999999999989,1.0799999999999983,36.7325,37.55,36.35,1.1999999999999957,-1.019999999999996,1156872,1856659,792215,1064444,-1064444
2016-02-14,37.674,38.69,36.94,1.75,1.75,38.298,39.46,37.48,1.980000000000004,1.980000000000004,36.99,38.18,36.24,1.9399999999999977,1.8299999999999983,37.88,38.42,36.96,1.4600000000000009,1.4600000000000009,509948,583987,422504,161483,23042
2016-02-21,38.274,38.7,37.77,0.9299999999999997,0.7900000000000063,38.896,39.41,38.5,0.9099999999999966,0.8399999999999963,37.776,38.38,37.01,1.3700000000000045,0.5700000000000003,38.42,38.79,38.17,0.6199999999999974,0.39000000000000057,341073,491377,280042,211335,149383
2016-02-28,40.216,41.28,38.76,2.520000000000003,1.7700000000000031,41.474000000000004,42.52,40.58,1.9400000000000048,1.9400000000000048,39.704,40.39,38.65,1.740000000000002,1.509999999999998,41.014,42.35,39.45,2.8999999999999986,2.8999999999999986,479594,509904,439273,70631,-25076
2016-03-06,41.684,42.05,41.4,0.6499999999999986,-0.46999999999999886,42.204,42.81,41.7,1.1099999999999994,-0.7100000000000009,40.918,41.2,40.64,0.5600000000000023,-0.2600000000000051,41.482,41.72,41.14,0.5799999999999983,-0.1700000000000017,331074,454293,227154,227139,-133286
