Date,EcoLogical Strategy_Open_average,EcoLogical Strategy_Open_max,EcoLogical Strategy_Open_min,EcoLogical Strategy_Open_volatility,EcoLogical Strategy_Open_change,EcoLogical Strategy_High_average,EcoLogical Strategy_High_max,EcoLogical Strategy_High_min,EcoLogical Strategy_High_volatility,EcoLogical Strategy_High_change,EcoLogical Strategy_Low_average,EcoLogical Strategy_Low_max,EcoLogical Strategy_Low_min,EcoLogical Strategy_Low_volatility,EcoLogical Strategy_Low_change,EcoLogical Strategy_Close_average,EcoLogical Strategy_Close_max,EcoLogical Strategy_Close_min,EcoLogical Strategy_Close_volatility,EcoLogical Strategy_Close_change
2018-04-22,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2018-04-29,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2018-05-06,42.13,42.13,42.13,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2018-05-13,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2018-05-20,41.57,41.57,41.57,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2018-05-27,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2018-06-03,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2018-06-10,42.73,42.73,42.73,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2018-06-17,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2018-06-24,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2018-07-01,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2018-07-08,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2018-07-15,42.6,42.6,42.6,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2018-07-22,43.39,43.39,43.39,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2018-07-29,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.31,43.31,43.31,0.0,0.0
2018-08-05,43.48,43.48,43.48,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2018-08-12,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2018-08-19,43.81,43.81,43.81,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2018-08-26,43.91,43.91,43.91,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2018-09-02,43.78,43.78,43.78,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2018-09-09,44.26,44.26,44.26,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2018-09-16,44.03,44.03,44.03,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2018-09-23,44.39,44.39,44.39,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2018-09-30,43.48,43.48,43.48,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2018-10-07,41.79,41.79,41.79,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2018-10-14,42.05,42.05,42.05,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.86,41.86,41.86,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2018-10-21,41.1,41.1,41.1,0.0,0.0,41.35,41.35,41.35,0.0,0.0,40.72,40.72,40.72,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2018-10-28,42.1,42.1,42.1,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2018-11-04,42.53,42.53,42.53,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2018-11-11,41.59,41.59,41.59,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2018-11-18,40.79,40.79,40.79,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2018-11-25,41.92,41.92,41.92,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.82,41.82,41.82,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2018-12-02,40.97,40.97,40.97,0.0,0.0,41.26,41.26,41.26,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2018-12-09,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2018-12-16,39.1,39.1,39.1,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2018-12-23,39.2,39.2,39.2,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.09,39.09,39.09,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2018-12-30,39.21,39.21,39.21,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2019-01-06,39.46,39.46,39.46,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-01-13,39.95,39.95,39.95,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.88,39.88,39.88,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2019-01-20,39.32,39.32,39.32,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-01-27,40.06,40.06,40.06,0.0,0.0,40.22,40.22,40.22,0.0,0.0,39.97,39.97,39.97,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2019-02-03,40.31,40.31,40.31,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2019-02-10,40.42,40.42,40.42,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-02-17,40.83,40.83,40.83,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2019-02-24,40.61,40.61,40.61,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2019-03-03,39.9,39.9,39.9,0.0,0.0,40.11,40.11,40.11,0.0,0.0,39.85,39.85,39.85,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2019-03-10,40.25,40.25,40.25,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2019-03-17,39.53,39.53,39.53,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-03-24,40.33,40.33,40.33,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-03-31,40.65,40.65,40.65,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2019-04-07,41.1,41.1,41.1,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2019-04-14,40.98,40.98,40.98,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2019-04-21,41.09,41.09,41.09,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.08,41.08,41.08,0.0,0.0
2019-04-28,40.5,40.5,40.5,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2019-05-05,39.54,39.54,39.54,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2019-05-12,39.96,39.96,39.96,0.0,0.0,40.04,40.04,40.04,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2019-05-19,39.8,39.8,39.8,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2019-05-26,39.36,39.36,39.36,0.0,0.0,39.36,39.36,39.36,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2019-06-02,40.91,40.91,40.91,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.9,40.9,40.9,0.0,0.0
2019-06-09,40.76,40.76,40.76,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2019-06-16,41.53,41.53,41.53,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2019-06-23,41.41,41.41,41.41,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2019-06-30,41.84,41.84,41.84,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2019-07-07,42.09,42.09,42.09,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-07-14,41.64,41.64,41.64,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2019-07-21,41.86,41.86,41.86,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2019-07-28,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.92,39.92,39.92,0.0,0.0
2019-08-04,41.03,41.03,41.03,0.0,0.0,41.03,41.03,41.03,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2019-08-11,41.18,41.18,41.18,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2019-08-18,40.74,40.74,40.74,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-08-25,41.65,41.65,41.65,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2019-09-01,42.12,42.12,42.12,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2019-09-08,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-09-15,40.96,40.96,40.96,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2019-09-22,41.16,41.16,41.16,0.0,0.0,41.21,41.21,41.21,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-09-29,40.8,40.8,40.8,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2019-10-06,40.93,40.93,40.93,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.79,40.79,40.79,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2019-10-13,40.95,40.95,40.95,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2019-10-20,40.45,40.45,40.45,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2019-10-27,40.54,40.54,40.54,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2019-11-03,40.3,40.3,40.3,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2019-11-10,40.84,40.84,40.84,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2019-11-17,40.78,40.78,40.78,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2019-11-24,41.03,41.03,41.03,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2019-12-01,41.26,41.26,41.26,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2019-12-08,41.72,41.72,41.72,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2019-12-15,42.01,42.01,42.01,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2019-12-22,41.77,41.77,41.77,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-12-29,41.75,41.75,41.75,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.9,41.9,41.9,0.0,0.0
