Date,Franklin FTSE Brazil_Open_average,Franklin FTSE Brazil_Open_max,Franklin FTSE Brazil_Open_min,Franklin FTSE Brazil_Open_volatility,Franklin FTSE Brazil_Open_change,Franklin FTSE Brazil_High_average,Franklin FTSE Brazil_High_max,Franklin FTSE Brazil_High_min,Franklin FTSE Brazil_High_volatility,Franklin FTSE Brazil_High_change,Franklin FTSE Brazil_Low_average,Franklin FTSE Brazil_Low_max,Franklin FTSE Brazil_Low_min,Franklin FTSE Brazil_Low_volatility,Franklin FTSE Brazil_Low_change,Franklin FTSE Brazil_Close_average,Franklin FTSE Brazil_Close_max,Franklin FTSE Brazil_Close_min,Franklin FTSE Brazil_Close_volatility,Franklin FTSE Brazil_Close_change
2018-01-14,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2018-01-21,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2018-01-28,27.85,27.85,27.85,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2018-02-04,27.2,27.2,27.2,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2018-02-11,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2018-02-18,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2018-02-25,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2018-03-04,28.96,28.96,28.96,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2018-03-11,27.85,27.85,27.85,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-03-18,28.11,28.11,28.11,0.0,0.0,28.16,28.16,28.16,0.0,0.0,27.74,27.74,27.74,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2018-03-25,28.08,28.08,28.08,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-04-01,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-04-08,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-04-15,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2018-04-22,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2018-04-29,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2018-05-06,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2018-05-13,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2018-05-20,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2018-05-27,22.53,22.53,22.53,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2018-06-03,21.53,21.53,21.53,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2018-06-10,20.1,20.1,20.1,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2018-06-17,19.75,19.75,19.75,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2018-06-24,19.66,19.66,19.66,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.65,19.65,19.65,0.0,0.0
2018-07-01,20.79,20.79,20.79,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2018-07-08,21.09,21.09,21.09,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2018-07-15,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.95,21.95,21.95,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2018-07-22,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,22.9,22.9,22.9,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2018-07-29,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-08-05,20.86,20.86,20.86,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.68,20.68,20.68,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2018-08-12,20.5,20.5,20.5,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2018-08-19,20.32,20.32,20.32,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2018-08-26,19.99,19.99,19.99,0.0,0.0,20.05,20.05,20.05,0.0,0.0,19.69,19.69,19.69,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2018-09-02,19.86,19.86,19.86,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2018-09-09,19.42,19.42,19.42,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.85,19.85,19.85,0.0,0.0
