Date,PYX_Open_average,PYX_Open_max,PYX_Open_min,PYX_Open_volatility,PYX_Open_change,PYX_High_average,PYX_High_max,PYX_High_min,PYX_High_volatility,PYX_High_change,PYX_Low_average,PYX_Low_max,PYX_Low_min,PYX_Low_volatility,PYX_Low_change,PYX_Close_average,PYX_Close_max,PYX_Close_min,PYX_Close_volatility,PYX_Close_change,PYX_Volume_average,PYX_Volume_max,PYX_Volume_min,PYX_Volume_volatility,PYX_Volume_change
2018-01-14,13.252,13.36,13.15,0.20999999999999908,0.10999999999999943,13.44,13.75,13.25,0.5,0.14999999999999858,13.072000000000001,13.15,12.9,0.25,0.16000000000000014,13.27,13.45,13.15,0.29999999999999893,-0.049999999999998934,14009,34052,5896,28156,-24053
2018-01-21,13.18,13.25,13.1,0.15000000000000036,0.05000000000000071,13.3,13.35,13.25,0.09999999999999964,0.0,13.07,13.1,13.05,0.049999999999998934,-0.049999999999998934,13.25,13.35,13.1,0.25,0.0,13326,24679,7398,17281,3429
2018-01-28,13.006,13.15,12.75,0.40000000000000036,-0.3000000000000007,13.34,14.0,13.1,0.9000000000000004,0.8499999999999996,12.83,12.95,12.6,0.34999999999999964,-0.20000000000000107,13.01,13.15,12.8,0.34999999999999964,-0.25,29374,57793,8937,48856,39867
2018-02-04,14.51,18.2,12.45,5.75,3.799999999999999,15.459999999999999,19.7,12.85,6.85,6.85,13.76,15.8,12.0,3.8000000000000007,3.8000000000000007,14.69,19.35,12.35,7.000000000000002,7.000000000000002,277387,815980,16344,799636,468600
2018-02-11,21.25,21.75,20.0,1.75,1.6999999999999993,22.2075,22.48,21.85,0.629999999999999,0.379999999999999,20.225,21.3,19.75,1.5500000000000007,1.4000000000000021,21.7125,21.8,21.55,0.25,0.0,281731,524530,124746,399784,-399784
2018-02-18,21.72,22.6,21.0,1.6000000000000014,-0.6500000000000021,22.492,23.8,21.56,2.240000000000002,-0.990000000000002,20.87,21.45,20.3,1.1499999999999986,-1.0499999999999972,21.6,22.6,21.05,1.5500000000000007,-0.8999999999999986,149341,229001,114364,114637,-86608
2018-02-25,20.580000000000002,21.85,19.85,2.0,0.8500000000000014,21.762,24.4,20.55,3.849999999999998,3.3999999999999986,19.83,21.7,18.95,2.75,1.5500000000000007,20.94,22.8,19.85,2.9499999999999993,2.400000000000002,222220,469244,87796,381448,381448
2018-03-04,24.06,24.9,23.5,1.3999999999999986,0.45000000000000284,25.046,26.6,23.8,2.8000000000000007,2.6000000000000014,23.236,24.19,22.5,1.6900000000000013,1.6900000000000013,24.32,25.65,23.45,2.1999999999999993,2.049999999999997,300360,409369,249504,159865,-52184
2018-03-11,27.07,29.45,25.0,4.449999999999999,-0.8999999999999986,28.344,30.7,25.85,4.849999999999998,-0.9199999999999982,25.58,27.4,24.1,3.299999999999997,-0.9499999999999993,26.71,28.75,24.9,3.8500000000000014,-1.8000000000000007,406795,667055,228374,438681,-2394
2018-03-18,26.13,28.75,25.0,3.75,0.8000000000000007,26.688,28.75,25.85,2.8999999999999986,-0.7899999999999991,24.47,25.45,22.65,2.8000000000000007,-2.150000000000002,25.18,25.8,23.9,1.9000000000000021,-1.9000000000000021,323015,572750,178453,394297,371789
2018-03-25,24.4375,26.05,23.45,2.6000000000000014,2.1999999999999993,25.7625,27.2,24.5,2.6999999999999993,2.5,23.9875,25.55,23.0,2.5500000000000007,2.5500000000000007,25.137500000000003,26.6,23.55,3.0500000000000007,3.0500000000000007,247107,337231,172297,164934,111278
2018-04-01,27.44,28.8,26.55,2.25,0.9499999999999993,28.32,29.45,27.4,2.0500000000000007,0.6500000000000021,26.672,27.2,26.1,1.0999999999999979,1.0999999999999979,27.509999999999998,28.4,27.0,1.3999999999999986,0.5,266189,359043,191006,168037,-124803
2018-04-08,27.43,27.65,27.15,0.5,-0.4499999999999993,28.36,29.15,27.45,1.6999999999999993,1.0500000000000007,26.69,27.3,25.6,1.6999999999999993,-0.3000000000000007,27.61,28.75,27.1,1.6499999999999986,1.1999999999999993,205217,299530,136232,163298,100984
2018-04-15,26.95,29.0,24.3,4.699999999999999,-4.699999999999999,27.44,29.8,24.6,5.199999999999999,-5.199999999999999,25.38,27.85,22.5,5.350000000000001,-5.350000000000001,25.78,28.25,22.85,5.399999999999999,-5.399999999999999,232639,344308,167239,177069,140181
2018-04-22,21.61,22.85,21.0,1.8500000000000014,-1.8500000000000014,22.214,23.04,21.6,1.4399999999999977,-1.4399999999999977,20.78,21.35,20.3,1.0500000000000007,-0.6999999999999993,21.26,21.65,20.8,0.8499999999999979,-0.45000000000000284,166467,252593,126974,125619,-124886
2018-04-29,20.71,20.95,20.55,0.3999999999999986,-0.05000000000000071,21.4,22.3,20.95,1.3500000000000014,-0.15000000000000213,19.672,20.4,17.66,2.7399999999999984,-2.1400000000000006,20.43,21.0,18.95,2.0500000000000007,-1.8000000000000007,213104,371704,117297,254407,216261
2018-05-06,18.71,18.95,18.25,0.6999999999999993,-0.6999999999999993,19.12,19.35,18.9,0.45000000000000284,-0.20000000000000284,18.118,18.6,17.35,1.25,-0.4400000000000013,18.509999999999998,18.8,18.15,0.6500000000000021,-0.5500000000000007,142287,182423,114948,67475,5025
2018-05-13,18.15,18.45,17.7,0.75,0.05000000000000071,18.948,19.84,18.5,1.3399999999999999,1.3399999999999999,17.7,18.1,17.3,0.8000000000000007,0.34999999999999787,18.33,19.3,17.65,1.6500000000000021,1.6500000000000021,149159,287142,58520,228622,168302
2018-05-20,18.8875,19.7,18.2,1.5,0.25,19.67,20.85,18.55,2.3000000000000007,1.2700000000000031,18.325,19.7,17.7,2.0,1.8000000000000007,18.95,19.9,18.0,1.8999999999999986,1.8999999999999986,164688,195683,136226,59457,-49222
