Date,First Trust Asia Pacific Ex-Japan AlphaDEX_Open_average,First Trust Asia Pacific Ex-Japan AlphaDEX_Open_max,First Trust Asia Pacific Ex-Japan AlphaDEX_Open_min,First Trust Asia Pacific Ex-Japan AlphaDEX_Open_volatility,First Trust Asia Pacific Ex-Japan AlphaDEX_Open_change,First Trust Asia Pacific Ex-Japan AlphaDEX_High_average,First Trust Asia Pacific Ex-Japan AlphaDEX_High_max,First Trust Asia Pacific Ex-Japan AlphaDEX_High_min,First Trust Asia Pacific Ex-Japan AlphaDEX_High_volatility,First Trust Asia Pacific Ex-Japan AlphaDEX_High_change,First Trust Asia Pacific Ex-Japan AlphaDEX_Low_average,First Trust Asia Pacific Ex-Japan AlphaDEX_Low_max,First Trust Asia Pacific Ex-Japan AlphaDEX_Low_min,First Trust Asia Pacific Ex-Japan AlphaDEX_Low_volatility,First Trust Asia Pacific Ex-Japan AlphaDEX_Low_change,First Trust Asia Pacific Ex-Japan AlphaDEX_Close_average,First Trust Asia Pacific Ex-Japan AlphaDEX_Close_max,First Trust Asia Pacific Ex-Japan AlphaDEX_Close_min,First Trust Asia Pacific Ex-Japan AlphaDEX_Close_volatility,First Trust Asia Pacific Ex-Japan AlphaDEX_Close_change
2018-01-14,37.35,37.35,37.35,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2018-01-21,37.83,37.83,37.83,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2018-01-28,36.44,36.44,36.44,0.0,0.0,36.64,36.64,36.64,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2018-02-04,34.69,34.69,34.69,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.69,34.69,34.69,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-02-11,36.0,36.0,36.0,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2018-02-18,37.06,37.06,37.06,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2018-02-25,36.01,36.01,36.01,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2018-03-04,37.32,37.32,37.32,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2018-03-11,36.92,36.92,36.92,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2018-03-18,35.97,35.97,35.97,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.57,35.57,35.57,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2018-03-25,35.82,35.82,35.82,0.0,0.0,36.09,36.09,36.09,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-04-01,35.71,35.71,35.71,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2018-04-08,35.53,35.53,35.53,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2018-04-15,35.1,35.1,35.1,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2018-04-22,35.47,35.47,35.47,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2018-04-29,34.88,34.88,34.88,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2018-05-06,35.83,35.83,35.83,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2018-05-13,35.61,35.61,35.61,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2018-05-20,35.17,35.17,35.17,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2018-05-27,35.4,35.4,35.4,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2018-06-03,35.8,35.8,35.8,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.91,35.91,35.91,0.0,0.0
2018-06-10,34.11,34.11,34.11,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2018-06-17,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.74,32.74,32.74,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2018-06-24,32.08,32.08,32.08,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2018-07-01,32.35,32.35,32.35,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2018-07-08,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-07-15,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2018-07-22,32.52,32.52,32.52,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2018-07-29,31.83,31.83,31.83,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2018-08-05,31.71,31.71,31.71,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2018-08-12,31.51,31.51,31.51,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2018-08-19,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2018-08-26,31.91,31.91,31.91,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2018-09-02,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2018-09-09,30.93,30.93,30.93,0.0,0.0,31.26,31.26,31.26,0.0,0.0,30.93,30.93,30.93,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2018-09-16,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-09-23,31.26,31.26,31.26,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2018-09-30,29.68,29.68,29.68,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2018-10-07,28.67,28.67,28.67,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2018-10-14,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2018-10-21,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-10-28,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2018-11-04,28.19,28.19,28.19,0.0,0.0,28.19,28.19,28.19,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-11-11,28.61,28.61,28.61,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2018-11-18,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2018-11-25,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2018-12-02,27.7,27.7,27.7,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2018-12-09,28.31,28.31,28.31,0.0,0.0,28.49,28.49,28.49,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2018-12-16,26.78,26.78,26.78,0.0,0.0,27.37,27.37,27.37,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.94,26.94,26.94,0.0,0.0
