Date,RS_Open_average,RS_Open_max,RS_Open_min,RS_Open_volatility,RS_Open_change,RS_High_average,RS_High_max,RS_High_min,RS_High_volatility,RS_High_change,RS_Low_average,RS_Low_max,RS_Low_min,RS_Low_volatility,RS_Low_change,RS_Close_average,RS_Close_max,RS_Close_min,RS_Close_volatility,RS_Close_change,RS_Volume_average,RS_Volume_max,RS_Volume_min,RS_Volume_volatility,RS_Volume_change
2018-01-14,90.994,91.25,90.75,0.5,0.09000000000000341,91.58800000000001,92.18,91.33,0.8500000000000085,-0.730000000000004,90.462,90.79,89.89,0.9000000000000057,0.45000000000000284,91.018,91.17,90.91,0.2600000000000051,0.1799999999999926,399426,579763,275757,304006,67571
2018-01-21,91.572,92.64,91.0,1.6400000000000006,0.4399999999999977,92.044,92.64,91.3,1.3400000000000034,0.8500000000000085,90.442,91.1,89.39,1.7099999999999937,1.7099999999999937,91.258,91.87,90.6,1.2700000000000102,0.5200000000000102,332754,395758,269141,126617,-122574
2018-01-28,87.614,90.62,84.48,6.140000000000001,-6.140000000000001,88.316,91.22,86.12,5.099999999999994,-5.099999999999994,85.836,88.71,82.01,6.699999999999989,-6.699999999999989,86.184,88.76,82.35,6.410000000000011,-6.410000000000011,432835,569898,260002,309896,145943
2018-02-04,82.99,84.43,80.4,4.030000000000001,3.4099999999999966,84.922,86.71,83.36,3.3499999999999943,1.7199999999999989,81.56,83.64,79.84,3.799999999999997,3.200000000000003,83.382,85.18,80.96,4.220000000000013,1.710000000000008,473230,721611,297796,423815,-218199
2018-02-11,89.035,94.22,85.03,9.189999999999998,6.3700000000000045,91.5025,95.72,86.59,9.129999999999995,9.129999999999995,87.38,89.84,84.87,4.969999999999999,4.969999999999999,90.2325,94.57,86.3,8.269999999999996,8.269999999999996,815105,1229822,422788,807034,807034
2018-02-18,92.794,93.6,91.78,1.8199999999999932,-0.3199999999999932,93.56400000000001,95.97,92.34,3.6299999999999955,-2.289999999999992,91.42999999999999,92.24,90.53,1.7099999999999937,-0.37999999999999545,92.28,93.32,91.37,1.9499999999999886,0.5999999999999943,453003,744442,212469,531973,-283430
2018-02-25,92.452,93.23,90.95,2.280000000000001,-1.0799999999999983,93.69,94.09,93.4,0.6899999999999977,0.4299999999999926,91.286,92.47,90.13,2.3400000000000034,-0.480000000000004,92.516,93.62,90.17,3.450000000000003,0.3400000000000034,655641,1373354,356442,1016912,-195439
2018-03-04,93.128,94.37,92.05,2.3200000000000074,-0.8400000000000034,94.184,94.87,93.5,1.3700000000000045,0.29000000000000625,91.928,92.66,91.09,1.5699999999999932,0.46999999999999886,93.136,94.31,92.06,2.25,1.0300000000000011,555672,750211,467092,283119,-114631
2018-03-11,92.042,94.35,90.16,4.189999999999998,-3.530000000000001,92.738,95.08,90.55,4.530000000000001,-4.530000000000001,90.206,93.24,88.16,5.079999999999998,-5.079999999999998,90.796,93.29,88.89,4.400000000000006,-4.400000000000006,549043,795300,326079,469221,-231968
2018-03-18,86.726,88.93,84.01,4.920000000000002,-4.680000000000007,87.622,90.46,84.86,5.599999999999994,-3.9099999999999966,84.87,87.92,82.59,5.329999999999998,-4.230000000000004,85.668,89.61,82.59,7.019999999999996,-2.6499999999999915,699838,1009400,359231,650169,-45034
