Date,Direxion Daily S P Oil Gas Exp Bear_Open_average,Direxion Daily S P Oil Gas Exp Bear_Open_max,Direxion Daily S P Oil Gas Exp Bear_Open_min,Direxion Daily S P Oil Gas Exp Bear_Open_volatility,Direxion Daily S P Oil Gas Exp Bear_Open_change,Direxion Daily S P Oil Gas Exp Bear_High_average,Direxion Daily S P Oil Gas Exp Bear_High_max,Direxion Daily S P Oil Gas Exp Bear_High_min,Direxion Daily S P Oil Gas Exp Bear_High_volatility,Direxion Daily S P Oil Gas Exp Bear_High_change,Direxion Daily S P Oil Gas Exp Bear_Low_average,Direxion Daily S P Oil Gas Exp Bear_Low_max,Direxion Daily S P Oil Gas Exp Bear_Low_min,Direxion Daily S P Oil Gas Exp Bear_Low_volatility,Direxion Daily S P Oil Gas Exp Bear_Low_change,Direxion Daily S P Oil Gas Exp Bear_Close_average,Direxion Daily S P Oil Gas Exp Bear_Close_max,Direxion Daily S P Oil Gas Exp Bear_Close_min,Direxion Daily S P Oil Gas Exp Bear_Close_volatility,Direxion Daily S P Oil Gas Exp Bear_Close_change
2018-08-12,36.25,36.25,36.25,0.0,0.0,36.81,36.81,36.81,0.0,0.0,35.52,35.52,35.52,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2018-08-19,30.4,30.4,30.4,0.0,0.0,30.8,30.8,30.8,0.0,0.0,29.62,29.62,29.62,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2018-08-26,29.6,29.6,29.6,0.0,0.0,30.4,30.4,30.4,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2018-09-02,35.05,35.05,35.05,0.0,0.0,36.45,36.45,36.45,0.0,0.0,34.67,34.67,34.67,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2018-09-09,32.2,32.2,32.2,0.0,0.0,32.25,32.25,32.25,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2018-09-16,29.4,29.4,29.4,0.0,0.0,29.9,29.9,29.9,0.0,0.0,28.65,28.65,28.65,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2018-09-23,27.65,27.65,27.65,0.0,0.0,27.75,27.75,27.75,0.0,0.0,26.25,26.25,26.25,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2018-09-30,25.85,25.85,25.85,0.0,0.0,27.25,27.25,27.25,0.0,0.0,25.55,25.55,25.55,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-10-07,30.1,30.1,30.1,0.0,0.0,32.9,32.9,32.9,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-10-14,32.05,32.05,32.05,0.0,0.0,33.8,33.8,33.8,0.0,0.0,31.55,31.55,31.55,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2018-10-21,45.0,45.0,45.0,0.0,0.0,47.75,47.75,47.75,0.0,0.0,42.7,42.7,42.7,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2018-10-28,40.65,40.65,40.65,0.0,0.0,44.25,44.25,44.25,0.0,0.0,39.7,39.7,39.7,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2018-11-04,43.55,43.55,43.55,0.0,0.0,45.1,45.1,45.1,0.0,0.0,40.65,40.65,40.65,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2018-11-11,45.8,45.8,45.8,0.0,0.0,49.2,49.2,49.2,0.0,0.0,45.0,45.0,45.0,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2018-11-18,56.8,56.8,56.8,0.0,0.0,57.2,57.2,57.2,0.0,0.0,54.7,54.7,54.7,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2018-11-25,54.2,54.2,54.2,0.0,0.0,56.6,56.6,56.6,0.0,0.0,53.4,53.4,53.4,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2018-12-02,53.85,53.85,53.85,0.0,0.0,60.6,60.6,60.6,0.0,0.0,51.85,51.85,51.85,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2018-12-09,68.55,68.55,68.55,0.0,0.0,76.18,76.18,76.18,0.0,0.0,68.1,68.1,68.1,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2018-12-16,103.15,103.15,103.15,0.0,0.0,112.75,112.75,112.75,0.0,0.0,99.95,99.95,99.95,0.0,0.0,111.15,111.15,111.15,0.0,0.0
2018-12-23,83.3,83.3,83.3,0.0,0.0,90.75,90.75,90.75,0.0,0.0,81.7,81.7,81.7,0.0,0.0,89.5,89.5,89.5,0.0,0.0
2018-12-30,75.95,75.95,75.95,0.0,0.0,77.78,77.78,77.78,0.0,0.0,67.9,67.9,67.9,0.0,0.0,68.4,68.4,68.4,0.0,0.0
2019-01-06,56.15,56.15,56.15,0.0,0.0,58.05,58.05,58.05,0.0,0.0,54.55,54.55,54.55,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2019-01-13,51.35,51.35,51.35,0.0,0.0,52.7,52.7,52.7,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-01-20,56.65,56.65,56.65,0.0,0.0,56.95,56.95,56.95,0.0,0.0,53.05,53.05,53.05,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-01-27,53.35,53.35,53.35,0.0,0.0,54.85,54.85,54.85,0.0,0.0,51.85,51.85,51.85,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2019-02-03,64.15,64.15,64.15,0.0,0.0,70.65,70.65,70.65,0.0,0.0,63.65,63.65,63.65,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2019-02-10,53.3,53.3,53.3,0.0,0.0,53.5,53.5,53.5,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-02-17,51.95,51.95,51.95,0.0,0.0,53.45,53.45,53.45,0.0,0.0,50.3,50.3,50.3,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2019-02-24,55.6,55.6,55.6,0.0,0.0,55.6,55.6,55.6,0.0,0.0,52.67,52.67,52.67,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2019-03-03,64.15,64.15,64.15,0.0,0.0,68.35,68.35,68.35,0.0,0.0,64.05,64.05,64.05,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2019-03-10,55.1,55.1,55.1,0.0,0.0,55.3,55.3,55.3,0.0,0.0,53.67,53.67,53.67,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2019-03-17,47.35,47.35,47.35,0.0,0.0,53.35,53.35,53.35,0.0,0.0,47.15,47.15,47.15,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2019-03-24,46.25,46.25,46.25,0.0,0.0,49.0,49.0,49.0,0.0,0.0,45.45,45.45,45.45,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2019-03-31,47.8,47.8,47.8,0.0,0.0,47.85,47.85,47.85,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2019-04-07,39.75,39.75,39.75,0.0,0.0,41.5,41.5,41.5,0.0,0.0,38.65,38.65,38.65,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2019-04-14,41.15,41.15,41.15,0.0,0.0,43.1,43.1,43.1,0.0,0.0,41.05,41.05,41.05,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2019-04-21,43.7,43.7,43.7,0.0,0.0,46.0,46.0,46.0,0.0,0.0,43.2,43.2,43.2,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-04-28,53.4,53.4,53.4,0.0,0.0,54.52,54.52,54.52,0.0,0.0,50.7,50.7,50.7,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2019-05-05,52.05,52.05,52.05,0.0,0.0,54.6,54.6,54.6,0.0,0.0,50.45,50.45,50.45,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-05-12,49.6,49.6,49.6,0.0,0.0,51.95,51.95,51.95,0.0,0.0,49.14,49.14,49.14,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2019-05-19,61.95,61.95,61.95,0.0,0.0,67.35,67.35,67.35,0.0,0.0,60.95,60.95,60.95,0.0,0.0,64.85,64.85,64.85,0.0,0.0
2019-05-26,76.7,76.7,76.7,0.0,0.0,77.6,77.6,77.6,0.0,0.0,72.55,72.55,72.55,0.0,0.0,76.0,76.0,76.0,0.0,0.0
2019-06-02,73.55,73.55,73.55,0.0,0.0,76.15,76.15,76.15,0.0,0.0,70.9,70.9,70.9,0.0,0.0,73.1,73.1,73.1,0.0,0.0
2019-06-09,75.65,75.65,75.65,0.0,0.0,80.85,80.85,80.85,0.0,0.0,74.6,74.6,74.6,0.0,0.0,80.2,80.2,80.2,0.0,0.0
2019-06-16,63.05,63.05,63.05,0.0,0.0,65.0,65.0,65.0,0.0,0.0,61.17,61.17,61.17,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2019-06-23,61.86,61.86,61.86,0.0,0.0,62.61,62.61,62.61,0.0,0.0,59.5,59.5,59.5,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2019-06-30,67.37,67.37,67.37,0.0,0.0,67.37,67.37,67.37,0.0,0.0,63.8,63.8,63.8,0.0,0.0,64.55,64.55,64.55,0.0,0.0
2019-07-07,63.87,63.87,63.87,0.0,0.0,64.9,64.9,64.9,0.0,0.0,61.59,61.59,61.59,0.0,0.0,62.61,62.61,62.61,0.0,0.0
2019-07-14,79.02,79.02,79.02,0.0,0.0,80.82,80.82,80.82,0.0,0.0,76.54,76.54,76.54,0.0,0.0,77.45,77.45,77.45,0.0,0.0
2019-07-21,79.68,79.68,79.68,0.0,0.0,84.2,84.2,84.2,0.0,0.0,79.28,79.28,79.28,0.0,0.0,82.31,82.31,82.31,0.0,0.0
2019-07-28,85.34,85.34,85.34,0.0,0.0,93.31,93.31,93.31,0.0,0.0,81.36,81.36,81.36,0.0,0.0,89.06,89.06,89.06,0.0,0.0
2019-08-04,93.6,93.6,93.6,0.0,0.0,100.64,100.64,100.64,0.0,0.0,93.45,93.45,93.45,0.0,0.0,99.46,99.46,99.46,0.0,0.0
2019-08-11,117.74,117.74,117.74,0.0,0.0,119.69,119.69,119.69,0.0,0.0,106.86,106.86,106.86,0.0,0.0,107.89,107.89,107.89,0.0,0.0
2019-08-18,105.72,105.72,105.72,0.0,0.0,116.64,116.64,116.64,0.0,0.0,103.08,103.08,103.08,0.0,0.0,115.82,115.82,115.82,0.0,0.0
2019-08-25,96.7,96.7,96.7,0.0,0.0,105.71,105.71,105.71,0.0,0.0,95.52,95.52,95.52,0.0,0.0,102.57,102.57,102.57,0.0,0.0
2019-09-01,93.72,93.72,93.72,0.0,0.0,98.87,98.87,98.87,0.0,0.0,92.17,92.17,92.17,0.0,0.0,93.5,93.5,93.5,0.0,0.0
2019-09-08,76.6,76.6,76.6,0.0,0.0,80.12,80.12,80.12,0.0,0.0,72.81,72.81,72.81,0.0,0.0,77.06,77.06,77.06,0.0,0.0
2019-09-15,65.1,65.1,65.1,0.0,0.0,67.74,67.74,67.74,0.0,0.0,64.1,64.1,64.1,0.0,0.0,66.35,66.35,66.35,0.0,0.0
2019-09-22,79.51,79.51,79.51,0.0,0.0,79.63,79.63,79.63,0.0,0.0,73.77,73.77,73.77,0.0,0.0,76.86,76.86,76.86,0.0,0.0
2019-09-29,88.0,88.0,88.0,0.0,0.0,95.25,95.25,95.25,0.0,0.0,87.37,87.37,87.37,0.0,0.0,90.28,90.28,90.28,0.0,0.0
2019-10-06,91.4,91.4,91.4,0.0,0.0,91.4,91.4,91.4,0.0,0.0,85.0,85.0,85.0,0.0,0.0,88.42,88.42,88.42,0.0,0.0
2019-10-13,92.73,92.73,92.73,0.0,0.0,99.07,99.07,99.07,0.0,0.0,90.0,90.0,90.0,0.0,0.0,98.96,98.96,98.96,0.0,0.0
2019-10-20,86.27,86.27,86.27,0.0,0.0,87.68,87.68,87.68,0.0,0.0,79.59,79.59,79.59,0.0,0.0,80.73,80.73,80.73,0.0,0.0
2019-10-27,85.09,85.09,85.09,0.0,0.0,86.56,86.56,86.56,0.0,0.0,76.8,76.8,76.8,0.0,0.0,78.61,78.61,78.61,0.0,0.0
2019-11-03,72.0,72.0,72.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,67.45,67.45,67.45,0.0,0.0,68.25,68.25,68.25,0.0,0.0
2019-11-10,77.69,77.69,77.69,0.0,0.0,78.08,78.08,78.08,0.0,0.0,74.1,74.1,74.1,0.0,0.0,75.92,75.92,75.92,0.0,0.0
2019-11-17,85.69,85.69,85.69,0.0,0.0,88.43,88.43,88.43,0.0,0.0,83.08,83.08,83.08,0.0,0.0,85.48,85.48,85.48,0.0,0.0
2019-11-24,90.18,90.18,90.18,0.0,0.0,93.93,93.93,93.93,0.0,0.0,89.0,89.0,89.0,0.0,0.0,93.61,93.61,93.61,0.0,0.0
2019-12-01,90.0,90.0,90.0,0.0,0.0,90.18,90.18,90.18,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.91,80.91,80.91,0.0,0.0
2019-12-08,69.78,69.78,69.78,0.0,0.0,75.11,75.11,75.11,0.0,0.0,66.67,66.67,66.67,0.0,0.0,74.41,74.41,74.41,0.0,0.0
2019-12-15,59.01,59.01,59.01,0.0,0.0,61.0,61.0,61.0,0.0,0.0,58.13,58.13,58.13,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2019-12-22,54.88,54.88,54.88,0.0,0.0,58.88,58.88,58.88,0.0,0.0,54.67,54.67,54.67,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2019-12-29,51.47,51.47,51.47,0.0,0.0,55.26,55.26,55.26,0.0,0.0,50.35,50.35,50.35,0.0,0.0,53.67,53.67,53.67,0.0,0.0
