Date,Charles Schwab US REIT_Open_average,Charles Schwab US REIT_Open_max,Charles Schwab US REIT_Open_min,Charles Schwab US REIT_Open_volatility,Charles Schwab US REIT_Open_change,Charles Schwab US REIT_High_average,Charles Schwab US REIT_High_max,Charles Schwab US REIT_High_min,Charles Schwab US REIT_High_volatility,Charles Schwab US REIT_High_change,Charles Schwab US REIT_Low_average,Charles Schwab US REIT_Low_max,Charles Schwab US REIT_Low_min,Charles Schwab US REIT_Low_volatility,Charles Schwab US REIT_Low_change,Charles Schwab US REIT_Close_average,Charles Schwab US REIT_Close_max,Charles Schwab US REIT_Close_min,Charles Schwab US REIT_Close_volatility,Charles Schwab US REIT_Close_change
2018-04-08,38.03,38.03,38.03,0.0,0.0,38.27,38.27,38.27,0.0,0.0,37.87,37.87,37.87,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-04-15,37.59,37.59,37.59,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2018-04-22,39.0,39.0,39.0,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2018-04-29,39.53,39.53,39.53,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2018-05-06,39.97,39.97,39.97,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2018-05-13,38.67,38.67,38.67,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.42,38.42,38.42,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2018-05-20,39.61,39.61,39.61,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.71,39.71,39.71,0.0,0.0
2018-05-27,40.68,40.68,40.68,0.0,0.0,40.98,40.98,40.98,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2018-06-03,41.1,41.1,41.1,0.0,0.0,41.14,41.14,41.14,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2018-06-10,40.67,40.67,40.67,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2018-06-17,41.77,41.77,41.77,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2018-06-24,41.73,41.73,41.73,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2018-07-01,42.49,42.49,42.49,0.0,0.0,42.49,42.49,42.49,0.0,0.0,41.9,41.9,41.9,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2018-07-08,41.97,41.97,41.97,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2018-07-15,41.42,41.42,41.42,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2018-07-22,41.08,41.08,41.08,0.0,0.0,41.29,41.29,41.29,0.0,0.0,40.83,40.83,40.83,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2018-07-29,42.55,42.55,42.55,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2018-08-05,41.82,41.82,41.82,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2018-08-12,43.28,43.28,43.28,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.21,43.21,43.21,0.0,0.0
2018-08-19,42.96,42.96,42.96,0.0,0.0,42.96,42.96,42.96,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2018-08-26,43.12,43.12,43.12,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2018-09-02,42.91,42.91,42.91,0.0,0.0,43.17,43.17,43.17,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2018-09-09,42.69,42.69,42.69,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.96,42.96,42.96,0.0,0.0
2018-09-16,42.52,42.52,42.52,0.0,0.0,42.53,42.53,42.53,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2018-09-23,41.74,41.74,41.74,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2018-09-30,40.48,40.48,40.48,0.0,0.0,41.24,41.24,41.24,0.0,0.0,40.48,40.48,40.48,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2018-10-07,39.33,39.33,39.33,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2018-10-14,40.43,40.43,40.43,0.0,0.0,40.64,40.64,40.64,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2018-10-21,40.49,40.49,40.49,0.0,0.0,41.01,41.01,41.01,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2018-10-28,40.35,40.35,40.35,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2018-11-04,41.88,41.88,41.88,0.0,0.0,42.33,42.33,42.33,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2018-11-11,41.89,41.89,41.89,0.0,0.0,42.21,42.21,42.21,0.0,0.0,41.69,41.69,41.69,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2018-11-18,41.77,41.77,41.77,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2018-11-25,42.86,42.86,42.86,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2018-12-02,42.79,42.79,42.79,0.0,0.0,42.83,42.83,42.83,0.0,0.0,41.91,41.91,41.91,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2018-12-09,41.28,41.28,41.28,0.0,0.0,41.39,41.39,41.39,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2018-12-16,38.47,38.47,38.47,0.0,0.0,38.56,38.56,38.56,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2018-12-23,38.44,38.44,38.44,0.0,0.0,38.51,38.51,38.51,0.0,0.0,37.8,37.8,37.8,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2018-12-30,38.19,38.19,38.19,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2019-01-06,39.87,39.87,39.87,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2019-01-13,40.88,40.88,40.88,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2019-01-20,41.28,41.28,41.28,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2019-01-27,42.54,42.54,42.54,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2019-02-03,43.43,43.43,43.43,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2019-02-10,43.58,43.58,43.58,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.73,43.73,43.73,0.0,0.0
2019-02-17,43.9,43.9,43.9,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2019-02-24,43.15,43.15,43.15,0.0,0.0,43.32,43.32,43.32,0.0,0.0,42.81,42.81,42.81,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2019-03-03,43.23,43.23,43.23,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2019-03-10,43.93,43.93,43.93,0.0,0.0,44.01,44.01,44.01,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2019-03-17,43.89,43.89,43.89,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-03-24,44.45,44.45,44.45,0.0,0.0,44.54,44.54,44.54,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2019-03-31,44.86,44.86,44.86,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2019-04-07,45.06,45.06,45.06,0.0,0.0,45.09,45.09,45.09,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-04-14,43.61,43.61,43.61,0.0,0.0,43.65,43.65,43.65,0.0,0.0,42.64,42.64,42.64,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2019-04-21,44.36,44.36,44.36,0.0,0.0,44.54,44.54,44.54,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-04-28,44.7,44.7,44.7,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2019-05-05,44.11,44.11,44.11,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-05-12,44.86,44.86,44.86,0.0,0.0,44.97,44.97,44.97,0.0,0.0,44.21,44.21,44.21,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-05-19,45.04,45.04,45.04,0.0,0.0,45.23,45.23,45.23,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2019-05-26,44.27,44.27,44.27,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2019-06-02,45.25,45.25,45.25,0.0,0.0,45.3,45.3,45.3,0.0,0.0,44.81,44.81,44.81,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2019-06-09,45.65,45.65,45.65,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.65,45.65,45.65,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-06-16,45.8,45.8,45.8,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2019-06-23,44.72,44.72,44.72,0.0,0.0,44.85,44.85,44.85,0.0,0.0,43.8,43.8,43.8,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2019-06-30,45.47,45.47,45.47,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2019-07-07,45.58,45.58,45.58,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2019-07-14,44.64,44.64,44.64,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2019-07-21,45.06,45.06,45.06,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-07-28,45.08,45.08,45.08,0.0,0.0,45.13,45.13,45.13,0.0,0.0,43.64,43.64,43.64,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2019-08-04,45.62,45.62,45.62,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2019-08-11,46.04,46.04,46.04,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.84,45.84,45.84,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2019-08-18,45.66,45.66,45.66,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2019-08-25,46.25,46.25,46.25,0.0,0.0,46.34,46.34,46.34,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-09-01,46.89,46.89,46.89,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.97,46.97,46.97,0.0,0.0
2019-09-08,46.42,46.42,46.42,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2019-09-15,46.8,46.8,46.8,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2019-09-22,47.18,47.18,47.18,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2019-09-29,47.06,47.06,47.06,0.0,0.0,47.38,47.38,47.38,0.0,0.0,46.96,46.96,46.96,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2019-10-06,47.06,47.06,47.06,0.0,0.0,47.12,47.12,47.12,0.0,0.0,46.81,46.81,46.81,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2019-10-13,47.64,47.64,47.64,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.56,47.56,47.56,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2019-10-20,47.56,47.56,47.56,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2019-10-27,47.64,47.64,47.64,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2019-11-03,46.16,46.16,46.16,0.0,0.0,46.33,46.33,46.33,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2019-11-10,46.84,46.84,46.84,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.8,46.8,46.8,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2019-11-17,46.26,46.26,46.26,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.39,46.39,46.39,0.0,0.0
2019-11-24,46.92,46.92,46.92,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2019-12-01,46.9,46.9,46.9,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2019-12-08,44.74,44.74,44.74,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.89,44.89,44.89,0.0,0.0
2019-12-15,45.38,45.38,45.38,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.0,45.0,45.0,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-12-22,45.45,45.45,45.45,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2019-12-29,45.03,45.03,45.03,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.7,45.7,45.7,0.0,0.0
