Date,BHB_Open_average,BHB_Open_max,BHB_Open_min,BHB_Open_volatility,BHB_Open_change,BHB_High_average,BHB_High_max,BHB_High_min,BHB_High_volatility,BHB_High_change,BHB_Low_average,BHB_Low_max,BHB_Low_min,BHB_Low_volatility,BHB_Low_change,BHB_Close_average,BHB_Close_max,BHB_Close_min,BHB_Close_volatility,BHB_Close_change,BHB_Volume_average,BHB_Volume_max,BHB_Volume_min,BHB_Volume_volatility,BHB_Volume_change
2018-01-14,28.256,28.67,27.78,0.8900000000000006,0.010000000000001563,28.488,28.84,28.1,0.7399999999999984,-0.16999999999999815,27.84,28.1,27.66,0.4400000000000013,0.3500000000000014,28.138,28.73,27.68,1.0500000000000007,0.11999999999999744,4684,6805,2584,4221,-2270
2018-01-21,27.928,28.6,27.54,1.0600000000000023,0.5700000000000003,28.188000000000002,28.84,27.6,1.2399999999999984,0.5700000000000003,27.49,28.09,27.08,1.0100000000000016,0.6600000000000001,27.942,28.84,27.31,1.5300000000000011,0.16000000000000014,5602,8569,2108,6461,6461
2018-01-28,27.774,27.99,27.5,0.48999999999999844,-0.48999999999999844,27.974,28.26,27.54,0.7200000000000024,-0.4499999999999993,27.456,27.8,26.58,1.2200000000000024,-1.0200000000000031,27.596,28.03,26.58,1.4500000000000028,-1.3500000000000014,5908,10129,2990,7139,6108
2018-02-04,26.908,27.4,26.1,1.2999999999999972,1.2999999999999972,27.508,27.85,27.36,0.490000000000002,0.490000000000002,26.502,27.35,26.1,1.25,1.25,27.116,27.67,26.1,1.5700000000000003,0.3200000000000003,6461,9405,4605,4800,-4800
2018-02-11,27.87,28.18,27.53,0.6499999999999986,0.6499999999999986,28.4125,29.42,27.79,1.6300000000000026,1.6300000000000026,27.8625,28.18,27.53,0.6499999999999986,0.6499999999999986,28.255,28.85,27.79,1.0600000000000023,1.0600000000000023,7354,15433,2227,13206,13206
2018-02-18,28.416,28.79,27.66,1.129999999999999,-0.25,28.746,28.79,28.67,0.11999999999999744,0.08000000000000185,27.85,28.07,27.53,0.5399999999999991,0.46999999999999886,28.358,28.78,27.53,1.25,1.25,3002,4791,1801,2990,-2656
2018-02-25,27.918,28.64,27.08,1.5600000000000023,-0.26000000000000156,28.466,28.67,28.16,0.5100000000000016,0.030000000000001137,27.534,28.23,27.08,1.1500000000000021,0.21000000000000085,27.88,28.54,27.1,1.4399999999999977,0.26000000000000156,7105,14993,1936,13057,2484
2018-03-04,28.994,29.49,28.11,1.379999999999999,0.9899999999999984,29.342000000000002,29.7,28.67,1.0299999999999976,0.879999999999999,28.674,29.35,27.6,1.75,1.6600000000000001,29.162,29.52,28.47,1.0500000000000007,0.9299999999999997,5732,6878,3523,3355,669
2018-03-11,29.794,30.36,29.55,0.8099999999999987,0.7100000000000009,30.12,30.69,29.8,0.8900000000000006,0.4399999999999977,29.404,29.75,29.05,0.6999999999999993,0.629999999999999,29.916,30.69,29.58,1.110000000000003,0.33000000000000185,13499,39176,5237,33939,-5215
2018-03-18,29.386,30.0,28.61,1.3900000000000006,-1.3900000000000006,29.548000000000002,30.0,29.01,0.9899999999999984,-0.9899999999999984,28.896,29.57,28.1,1.4699999999999989,-1.4600000000000009,29.137999999999998,29.86,28.11,1.75,-0.8300000000000018,6516,17092,2244,14848,1801
