Date,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Open_average,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Open_max,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Open_min,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Open_volatility,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Open_change,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_High_average,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_High_max,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_High_min,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_High_volatility,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_High_change,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Low_average,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Low_max,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Low_min,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Low_volatility,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Low_change,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Close_average,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Close_max,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Close_min,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Close_volatility,UBS E-TRACS Alerian MLP Infrastructure Exp 02 Apr_Close_change
2018-01-14,25.71,25.71,25.71,0.0,0.0,26.34,26.34,26.34,0.0,0.0,25.71,25.71,25.71,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-01-21,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-01-28,24.46,24.46,24.46,0.0,0.0,24.88,24.88,24.88,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-02-04,23.82,23.82,23.82,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.65,23.65,23.65,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2018-02-11,24.0,24.0,24.0,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-02-18,23.47,23.47,23.47,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2018-02-25,22.7,22.7,22.7,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2018-03-04,23.08,23.08,23.08,0.0,0.0,23.44,23.44,23.44,0.0,0.0,22.98,22.98,22.98,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2018-03-11,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-03-18,21.07,21.07,21.07,0.0,0.0,21.11,21.11,21.11,0.0,0.0,20.69,20.69,20.69,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2018-03-25,20.89,20.89,20.89,0.0,0.0,21.29,21.29,21.29,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2018-04-01,21.05,21.05,21.05,0.0,0.0,21.24,21.24,21.24,0.0,0.0,20.85,20.85,20.85,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2018-04-08,21.21,21.21,21.21,0.0,0.0,22.26,22.26,22.26,0.0,0.0,21.21,21.21,21.21,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2018-04-15,22.13,22.13,22.13,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2018-04-22,22.32,22.32,22.32,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2018-04-29,22.25,22.25,22.25,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.24,22.24,22.24,0.0,0.0
