Date,ProShares UltraShort Technology_etf_Open_average,ProShares UltraShort Technology_etf_Open_max,ProShares UltraShort Technology_etf_Open_min,ProShares UltraShort Technology_etf_Open_volatility,ProShares UltraShort Technology_etf_Open_change,ProShares UltraShort Technology_etf_High_average,ProShares UltraShort Technology_etf_High_max,ProShares UltraShort Technology_etf_High_min,ProShares UltraShort Technology_etf_High_volatility,ProShares UltraShort Technology_etf_High_change,ProShares UltraShort Technology_etf_Low_average,ProShares UltraShort Technology_etf_Low_max,ProShares UltraShort Technology_etf_Low_min,ProShares UltraShort Technology_etf_Low_volatility,ProShares UltraShort Technology_etf_Low_change,ProShares UltraShort Technology_etf_Close_average,ProShares UltraShort Technology_etf_Close_max,ProShares UltraShort Technology_etf_Close_min,ProShares UltraShort Technology_etf_Close_volatility,ProShares UltraShort Technology_etf_Close_change
2018-06-03,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2018-06-10,24.1,24.1,24.1,0.0,0.0,24.1,24.1,24.1,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2018-06-17,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-06-24,25.42,25.42,25.42,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2018-07-01,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-07-08,23.34,23.34,23.34,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-07-15,23.24,23.24,23.24,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2018-07-22,23.18,23.18,23.18,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.18,23.18,23.18,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2018-07-29,23.18,23.18,23.18,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-08-05,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2018-08-12,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2018-08-19,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2018-08-26,21.3,21.3,21.3,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2018-09-02,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2018-09-09,21.9,21.9,21.9,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2018-09-16,21.8,21.8,21.8,0.0,0.0,22.2,22.2,22.2,0.0,0.0,21.8,21.8,21.8,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2018-09-23,21.76,21.76,21.76,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2018-09-30,22.14,22.14,22.14,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2018-10-07,24.32,24.32,24.32,0.0,0.0,25.26,25.26,25.26,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-10-14,24.1,24.1,24.1,0.0,0.0,24.9,24.9,24.9,0.0,0.0,23.84,23.84,23.84,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-10-21,26.64,26.64,26.64,0.0,0.0,26.92,26.92,26.92,0.0,0.0,25.2,25.2,25.2,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2018-10-28,24.92,24.92,24.92,0.0,0.0,25.68,25.68,25.68,0.0,0.0,24.6,24.6,24.6,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2018-11-04,24.7,24.7,24.7,0.0,0.0,25.43,25.43,25.43,0.0,0.0,24.52,24.52,24.52,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2018-11-11,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2018-11-18,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.47,28.47,28.47,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2018-11-25,26.12,26.12,26.12,0.0,0.0,26.29,26.29,26.29,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2018-12-02,26.26,26.26,26.26,0.0,0.0,28.18,28.18,28.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2018-12-09,27.14,27.14,27.14,0.0,0.0,27.8,27.8,27.8,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2018-12-16,30.12,30.12,30.12,0.0,0.0,33.0,33.0,33.0,0.0,0.0,30.12,30.12,30.12,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2018-12-23,28.92,28.92,28.92,0.0,0.0,30.29,30.29,30.29,0.0,0.0,27.78,27.78,27.78,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2018-12-30,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2019-01-06,27.42,27.42,27.42,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-01-13,25.96,25.96,25.96,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-01-20,25.68,25.68,25.68,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-01-27,24.14,24.14,24.14,0.0,0.0,24.28,24.28,24.28,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2019-02-03,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2019-02-10,22.26,22.26,22.26,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2019-02-17,22.1,22.1,22.1,0.0,0.0,22.2,22.2,22.2,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-02-24,21.54,21.54,21.54,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2019-03-03,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2019-03-10,20.76,20.76,20.76,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2019-03-17,19.5,19.5,19.5,0.0,0.0,20.07,20.07,20.07,0.0,0.0,19.25,19.25,19.25,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2019-03-24,20.08,20.08,20.08,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2019-03-31,18.94,18.94,18.94,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2019-04-07,18.5,18.5,18.5,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2019-04-14,18.11,18.11,18.11,0.0,0.0,18.23,18.23,18.23,0.0,0.0,17.99,17.99,17.99,0.0,0.0,18.03,18.03,18.03,0.0,0.0
2019-04-21,17.36,17.36,17.36,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2019-04-28,17.64,17.64,17.64,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2019-05-05,19.08,19.08,19.08,0.0,0.0,19.53,19.53,19.53,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.78,18.78,18.78,0.0,0.0
2019-05-12,19.18,19.18,19.18,0.0,0.0,19.2,19.2,19.2,0.0,0.0,18.63,18.63,18.63,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2019-05-19,19.95,19.95,19.95,0.0,0.0,20.33,20.33,20.33,0.0,0.0,19.9,19.9,19.9,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2019-05-26,21.16,21.16,21.16,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.25,21.25,21.25,0.0,0.0
2019-06-02,20.08,20.08,20.08,0.0,0.0,20.16,20.16,20.16,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2019-06-09,19.36,19.36,19.36,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2019-06-16,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.93,17.93,17.93,0.0,0.0
2019-06-23,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2019-06-30,17.45,17.45,17.45,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.25,17.25,17.25,0.0,0.0
2019-07-07,16.86,16.86,16.86,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.63,16.63,16.63,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2019-07-14,16.55,16.55,16.55,0.0,0.0,16.94,16.94,16.94,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.94,16.94,16.94,0.0,0.0
2019-07-21,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.81,15.81,15.81,0.0,0.0
2019-07-28,17.14,17.14,17.14,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.39,17.39,17.39,0.0,0.0
2019-08-04,17.51,17.51,17.51,0.0,0.0,17.82,17.82,17.82,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2019-08-11,17.97,17.97,17.97,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2019-08-18,17.5,17.5,17.5,0.0,0.0,18.41,18.41,18.41,0.0,0.0,17.28,17.28,17.28,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2019-08-25,17.05,17.05,17.05,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2019-09-01,16.39,16.39,16.39,0.0,0.0,16.52,16.52,16.52,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.52,16.52,16.52,0.0,0.0
2019-09-08,16.27,16.27,16.27,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.18,16.18,16.18,0.0,0.0,16.33,16.33,16.33,0.0,0.0
2019-09-15,16.0,16.0,16.0,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2019-09-22,16.4,16.4,16.4,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.87,16.87,16.87,0.0,0.0
2019-09-29,16.86,16.86,16.86,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.47,16.47,16.47,0.0,0.0
2019-10-06,16.23,16.23,16.23,0.0,0.0,16.23,16.23,16.23,0.0,0.0,15.78,15.78,15.78,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2019-10-13,16.09,16.09,16.09,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.09,16.09,16.09,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2019-10-20,15.94,15.94,15.94,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.42,15.42,15.42,0.0,0.0,15.42,15.42,15.42,0.0,0.0
2019-10-27,15.01,15.01,15.01,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.85,14.85,14.85,0.0,0.0
2019-11-03,14.4,14.4,14.4,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2019-11-10,13.98,13.98,13.98,0.0,0.0,13.98,13.98,13.98,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.87,13.87,13.87,0.0,0.0
2019-11-17,13.98,13.98,13.98,0.0,0.0,14.08,14.08,14.08,0.0,0.0,13.9,13.9,13.9,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2019-11-24,13.69,13.69,13.69,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2019-12-01,13.77,13.77,13.77,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.68,13.68,13.68,0.0,0.0
2019-12-08,13.45,13.45,13.45,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.33,13.33,13.33,0.0,0.0
2019-12-15,12.82,12.82,12.82,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.74,12.74,12.74,0.0,0.0
2019-12-22,12.36,12.36,12.36,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2019-12-29,12.43,12.43,12.43,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.26,12.26,12.26,0.0,0.0
