Date,LIFE_Open_average,LIFE_Open_max,LIFE_Open_min,LIFE_Open_volatility,LIFE_Open_change,LIFE_High_average,LIFE_High_max,LIFE_High_min,LIFE_High_volatility,LIFE_High_change,LIFE_Low_average,LIFE_Low_max,LIFE_Low_min,LIFE_Low_volatility,LIFE_Low_change,LIFE_Close_average,LIFE_Close_max,LIFE_Close_min,LIFE_Close_volatility,LIFE_Close_change,LIFE_Volume_average,LIFE_Volume_max,LIFE_Volume_min,LIFE_Volume_volatility,LIFE_Volume_change
2018-01-14,56.36,58.8,54.6,4.199999999999996,0.0,57.966,59.13,56.7,2.4299999999999997,0.6999999999999957,55.322,56.94,54.6,2.3399999999999963,0.0,56.769999999999996,58.1,55.3,2.8000000000000043,1.0499999999999972,1921,2748,755,1993,-211
2018-01-21,54.53,57.05,52.5,4.549999999999997,-4.549999999999997,54.924,57.4,53.9,3.5,-3.5,52.762,56.0,51.1,4.899999999999999,-3.5,53.9,56.0,52.5,3.5,-2.799999999999997,1513,3164,726,2438,-318
2018-01-28,49.0,51.1,46.2,4.899999999999999,-3.5,49.84,52.5,47.6,4.899999999999999,-4.899999999999999,47.18,50.4,44.8,5.600000000000001,-5.600000000000001,48.02,51.1,45.5,5.600000000000001,-5.600000000000001,5134,18144,1367,16777,526
2018-02-04,47.19,49.75,44.1,5.649999999999999,4.899999999999999,49.15,50.4,46.2,4.199999999999996,4.199999999999996,45.36,47.6,43.4,4.200000000000003,3.5,47.6,49.0,46.2,2.799999999999997,1.3999999999999986,3924,11084,584,10500,-2045
2018-02-11,45.5,47.6,43.4,4.200000000000003,-4.200000000000003,47.05,49.0,45.4,3.6000000000000014,-3.6000000000000014,44.29,47.6,42.06,5.539999999999999,-5.539999999999999,45.5,49.0,43.4,5.600000000000001,-4.899999999999999,4180,9456,649,8807,1504
2018-02-18,43.33,44.8,42.0,2.799999999999997,-2.799999999999997,44.1,45.5,42.7,2.799999999999997,-2.799999999999997,41.596,43.4,39.2,4.199999999999996,-3.4200000000000017,42.42,44.1,41.3,2.8000000000000043,-2.1000000000000014,2962,5730,1319,4411,-1271
2018-02-25,40.949999999999996,42.0,39.55,2.450000000000003,1.3999999999999986,42.456,42.7,41.65,1.0500000000000043,0.1700000000000017,39.862,41.07,39.2,1.8699999999999974,1.8299999999999983,41.3,42.0,39.9,2.1000000000000014,2.1000000000000014,2710,3746,2156,1590,-132
2018-03-04,41.58,42.0,41.3,0.7000000000000028,0.7000000000000028,42.84,43.4,42.7,0.6999999999999957,0.6999999999999957,41.46,42.0,41.3,0.7000000000000028,0.7000000000000028,42.0,42.0,42.0,0.0,0.0,7102,15655,2200,13455,7312
2018-03-11,42.14,42.7,42.0,0.7000000000000028,0.0,42.980000000000004,43.4,42.7,0.6999999999999957,0.6999999999999957,41.37,41.65,41.3,0.3500000000000014,0.0,41.72,42.0,41.3,0.7000000000000028,0.7000000000000028,3379,5826,1274,4552,3239
2018-03-18,41.442,42.0,40.61,1.3900000000000006,0.0,42.28,42.7,42.0,0.7000000000000028,0.0,40.252,40.95,39.21,1.740000000000002,1.3900000000000006,41.3,42.0,40.6,1.3999999999999986,0.6999999999999957,2732,4161,1086,3075,-1459
