Date,PowerShares Russell 1000 Low Beta Equal Weight_Open_average,PowerShares Russell 1000 Low Beta Equal Weight_Open_max,PowerShares Russell 1000 Low Beta Equal Weight_Open_min,PowerShares Russell 1000 Low Beta Equal Weight_Open_volatility,PowerShares Russell 1000 Low Beta Equal Weight_Open_change,PowerShares Russell 1000 Low Beta Equal Weight_High_average,PowerShares Russell 1000 Low Beta Equal Weight_High_max,PowerShares Russell 1000 Low Beta Equal Weight_High_min,PowerShares Russell 1000 Low Beta Equal Weight_High_volatility,PowerShares Russell 1000 Low Beta Equal Weight_High_change,PowerShares Russell 1000 Low Beta Equal Weight_Low_average,PowerShares Russell 1000 Low Beta Equal Weight_Low_max,PowerShares Russell 1000 Low Beta Equal Weight_Low_min,PowerShares Russell 1000 Low Beta Equal Weight_Low_volatility,PowerShares Russell 1000 Low Beta Equal Weight_Low_change,PowerShares Russell 1000 Low Beta Equal Weight_Close_average,PowerShares Russell 1000 Low Beta Equal Weight_Close_max,PowerShares Russell 1000 Low Beta Equal Weight_Close_min,PowerShares Russell 1000 Low Beta Equal Weight_Close_volatility,PowerShares Russell 1000 Low Beta Equal Weight_Close_change
2018-07-01,32.36,32.36,32.36,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2018-07-08,32.29,32.29,32.29,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2018-07-15,32.26,32.26,32.26,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2018-07-22,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2018-07-29,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2018-08-05,32.45,32.45,32.45,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2018-08-12,32.94,32.94,32.94,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2018-08-19,33.21,33.21,33.21,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2018-08-26,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2018-09-02,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2018-09-09,33.28,33.28,33.28,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2018-09-16,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2018-09-23,33.91,33.91,33.91,0.0,0.0,33.91,33.91,33.91,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2018-09-30,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-10-07,31.25,31.25,31.25,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2018-10-14,31.09,31.09,31.09,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-10-21,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-10-28,31.14,31.14,31.14,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2018-11-04,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2018-11-11,31.12,31.12,31.12,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2018-11-18,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2018-11-25,32.08,32.08,32.08,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2018-12-02,30.38,30.38,30.38,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-12-09,29.64,29.64,29.64,0.0,0.0,29.77,29.77,29.77,0.0,0.0,28.94,28.94,28.94,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2018-12-16,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2018-12-23,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2018-12-30,28.68,28.68,28.68,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2019-01-06,29.4,29.4,29.4,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2019-01-13,30.28,30.28,30.28,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2019-01-20,30.28,30.28,30.28,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-01-27,30.93,30.93,30.93,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.92,30.92,30.92,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2019-02-03,31.05,31.05,31.05,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-02-10,31.64,31.64,31.64,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-02-17,31.93,31.93,31.93,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2019-02-24,31.75,31.75,31.75,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-03-03,31.45,31.45,31.45,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2019-03-10,31.81,31.81,31.81,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2019-03-17,31.25,31.25,31.25,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2019-03-24,31.98,31.98,31.98,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2019-03-31,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-04-07,32.57,32.57,32.57,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-04-14,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2019-04-21,32.82,32.82,32.82,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-04-28,32.64,32.64,32.64,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-05-05,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2019-05-12,32.12,32.12,32.12,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2019-05-19,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-05-26,31.47,31.47,31.47,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-06-02,32.65,32.65,32.65,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2019-06-09,32.7,32.7,32.7,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2019-06-16,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-06-23,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-06-30,33.3,33.3,33.3,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2019-07-07,33.61,33.61,33.61,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2019-07-14,33.16,33.16,33.16,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2019-07-21,33.51,33.51,33.51,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2019-07-28,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-08-04,32.9,32.9,32.9,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2019-08-11,33.02,33.02,33.02,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-08-18,33.08,33.08,33.08,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-08-25,33.07,33.07,33.07,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-09-01,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-09-08,33.61,33.61,33.61,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2019-09-15,33.62,33.62,33.62,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-09-22,33.57,33.57,33.57,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-09-29,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2019-10-06,33.36,33.36,33.36,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2019-10-13,33.57,33.57,33.57,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2019-10-20,33.66,33.66,33.66,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-10-27,33.8,33.8,33.8,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-11-03,33.69,33.69,33.69,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2019-11-10,34.06,34.06,34.06,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-11-17,34.2,34.2,34.2,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2019-11-24,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2019-12-01,34.28,34.28,34.28,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2019-12-08,34.56,34.56,34.56,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-12-15,34.6,34.6,34.6,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2019-12-22,34.59,34.59,34.59,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-12-29,34.53,34.53,34.53,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.66,34.66,34.66,0.0,0.0
