Date,BDR_stock_Open_average,BDR_stock_Open_max,BDR_stock_Open_min,BDR_stock_Open_volatility,BDR_stock_Open_change,BDR_stock_High_average,BDR_stock_High_max,BDR_stock_High_min,BDR_stock_High_volatility,BDR_stock_High_change,BDR_stock_Low_average,BDR_stock_Low_max,BDR_stock_Low_min,BDR_stock_Low_volatility,BDR_stock_Low_change,BDR_stock_Close_average,BDR_stock_Close_max,BDR_stock_Close_min,BDR_stock_Close_volatility,BDR_stock_Close_change,BDR_stock_Volume_average,BDR_stock_Volume_max,BDR_stock_Volume_min,BDR_stock_Volume_volatility,BDR_stock_Volume_change
2018-01-14,0.734,0.75,0.7070000000000001,0.04299999999999993,0.03200000000000003,0.78155,0.82,0.7412,0.07879999999999998,-0.07879999999999998,0.714,0.73,0.698,0.03200000000000003,-0.009000000000000119,0.7403,0.7701,0.7211,0.049000000000000044,-0.040100000000000025,53865,113261,23002,90259,-87340
2018-01-21,0.72072,0.7326,0.7086,0.02400000000000002,0.014100000000000001,0.73626,0.755,0.7227,0.032299999999999995,-0.007299999999999973,0.7009,0.7137,0.6801,0.03359999999999996,-0.019899999999999918,0.71136,0.745,0.6801,0.06489999999999996,-0.019899999999999918,8842,17207,2256,14951,6568
2018-01-28,0.6541,0.68,0.6238,0.05620000000000003,0.020000000000000018,0.68382,0.71,0.6691,0.040899999999999936,-0.039999999999999925,0.62182,0.6345,0.601,0.033499999999999974,-0.012700000000000045,0.64598,0.67,0.6212,0.048800000000000066,-0.033399999999999985,6768,12957,2922,10035,-2551
2018-02-04,0.57,0.6,0.5,0.09999999999999998,-0.010000000000000009,0.60002,0.66,0.57,0.09000000000000008,-0.07000000000000006,0.5400200000000001,0.56,0.5,0.06000000000000005,-0.010000000000000009,0.554,0.56,0.55,0.010000000000000009,-0.010000000000000009,13670,31954,1837,30117,-22235
2018-02-11,0.5599999999999999,0.59,0.52,0.06999999999999995,-0.020000000000000018,0.57422,0.59,0.57,0.020000000000000018,-0.018999999999999906,0.535,0.545,0.52,0.025000000000000022,0.015000000000000013,0.5542400000000001,0.57,0.5401,0.029899999999999927,0.009099999999999997,4122,11178,629,10549,9598
2018-02-18,0.5987,0.61,0.5886,0.021399999999999975,0.017800000000000038,0.6188750000000001,0.652,0.5985,0.05349999999999999,0.05349999999999999,0.5678,0.5809,0.5503,0.03059999999999996,0.01969999999999994,0.5877249999999999,0.62,0.57,0.050000000000000044,0.040000000000000036,2172,4085,815,3270,1313
2018-02-25,0.6396,0.65,0.63,0.020000000000000018,-0.007000000000000006,0.66364,0.7192,0.63,0.08919999999999995,-0.010000000000000009,0.60964,0.637,0.5512,0.08579999999999999,-0.08579999999999999,0.6318,0.649,0.61,0.039000000000000035,-0.030000000000000027,17599,51058,1360,49698,22448
2018-03-04,0.6156,0.63,0.595,0.03500000000000003,-0.0015000000000000568,0.63392,0.66,0.6115,0.04849999999999999,-0.01200000000000001,0.59624,0.601,0.5902,0.010800000000000032,0.0010000000000000009,0.60798,0.62,0.595,0.025000000000000022,0.010000000000000009,16895,49048,3336,45712,-38911
2018-03-11,0.62206,0.65,0.61,0.040000000000000036,-0.006299999999999972,0.62598,0.65,0.6115,0.03849999999999998,-0.010000000000000009,0.6018,0.6179,0.59,0.027900000000000036,-0.02100000000000002,0.6058,0.618,0.59,0.028000000000000025,-0.02100000000000002,5085,7457,1823,5634,5220
2018-03-18,0.68158,0.7159,0.66,0.05589999999999995,0.029999999999999916,0.74842,0.9,0.6802,0.2198,0.17500000000000004,0.66812,0.69,0.65,0.039999999999999925,0.039999999999999925,0.70864,0.79,0.6702,0.11980000000000002,0.10000000000000009,38123,71981,4056,67925,4608
2018-03-25,0.799,0.85,0.757,0.09299999999999997,-0.031000000000000028,0.8375,0.9,0.78,0.12,-0.12,0.736725,0.745,0.72,0.025000000000000022,0.025000000000000022,0.75775,0.78,0.742,0.038000000000000034,-0.010999999999999899,19108,42240,6414,35826,-35826
2018-04-01,0.846,1.09,0.6,0.4900000000000001,0.19000000000000006,1.0243,1.44,0.74,0.7,0.1915,0.76896,0.92,0.6,0.32000000000000006,0.24759999999999993,0.8650800000000001,1.09,0.6111,0.4789000000000001,0.2604000000000001,113486,318985,12924,306061,17045
2018-04-08,0.9077,0.99,0.83,0.16000000000000003,0.0050000000000000044,1.03152,1.38,0.9,0.47999999999999987,0.4149999999999999,0.86102,0.92,0.8,0.12,0.0050000000000000044,0.95004,1.23,0.83,0.4,0.2813,114951,470565,14146,456419,454576
2018-04-15,1.212,1.3,1.14,0.16000000000000014,-0.010000000000000009,1.25,1.34,1.2,0.14000000000000012,0.030000000000000027,1.128,1.16,1.08,0.07999999999999985,0.06999999999999984,1.18614,1.24,1.14,0.10000000000000009,0.020700000000000163,37803,62009,11742,50267,-44988
2018-04-22,1.098,1.2,1.04,0.15999999999999992,-0.07999999999999985,1.1300000000000001,1.2,1.05,0.1499999999999999,-0.07999999999999985,1.038,1.08,1.0,0.08000000000000007,0.08000000000000007,1.072,1.1,1.05,0.050000000000000044,0.050000000000000044,16489,26117,12705,13412,1343
2018-04-29,1.062,1.1,1.03,0.07000000000000006,-0.06000000000000005,1.07806,1.1,1.04,0.06000000000000005,-0.06000000000000005,1.026,1.04,1.0,0.040000000000000036,-0.030000000000000027,1.04218,1.0703,1.01,0.06030000000000002,-0.02059999999999995,8222,16586,3725,12861,-2136
2018-05-06,1.074,1.1,1.05,0.050000000000000044,-0.030000000000000027,1.086,1.11,1.06,0.050000000000000044,-0.030000000000000027,0.98606,1.05,0.8003,0.24970000000000003,-0.22970000000000002,1.0404,1.1,0.9429,0.15710000000000013,-0.08710000000000007,13635,25024,4973,20051,-6335
2018-05-13,0.8953,0.9765,0.84,0.13650000000000007,0.08650000000000002,0.9391200000000001,1.05,0.9,0.15000000000000002,0.14,0.87766,0.9301,0.84,0.09010000000000007,0.05290000000000006,0.90802,0.95,0.8701,0.07989999999999997,0.04999999999999993,9053,25395,2693,22702,-3308
2018-05-20,1.054,1.18,0.96,0.21999999999999997,0.21999999999999997,1.176,1.51,0.96,0.55,0.21999999999999997,1.0190000000000001,1.1,0.92,0.18000000000000005,0.18000000000000005,1.07902,1.18,0.9451,0.2348999999999999,0.2348999999999999,28547,108118,4367,103751,4008
2018-05-27,1.255,1.34,1.18,0.16000000000000014,0.07000000000000006,1.315,1.4,1.24,0.15999999999999992,0.15999999999999992,1.2225,1.25,1.15,0.10000000000000009,0.10000000000000009,1.275,1.36,1.24,0.1200000000000001,0.1200000000000001,16450,22025,7028,14997,-2412
2018-06-03,1.302,1.5,1.18,0.32000000000000006,-0.32000000000000006,1.484,2.19,1.2,0.99,-0.99,1.234,1.49,1.14,0.3500000000000001,-0.3500000000000001,1.30202,1.6301,1.14,0.4901000000000002,-0.4901000000000002,62682,202682,7885,194797,-194797
2018-06-10,1.086,1.13,1.05,0.07999999999999985,-0.07999999999999985,1.096,1.14,1.05,0.08999999999999986,-0.07999999999999985,1.048,1.07,1.0,0.07000000000000006,-0.07000000000000006,1.06098,1.08,1.0348,0.04520000000000013,-0.03520000000000012,14012,21081,8379,12702,-10886
2018-06-17,1.08,1.18,1.01,0.16999999999999993,0.07000000000000006,1.1340000000000001,1.23,1.02,0.20999999999999996,0.09000000000000008,1.052,1.1,1.01,0.09000000000000008,0.040000000000000036,1.078,1.15,1.01,0.1399999999999999,0.06000000000000005,13821,22410,3790,18620,13482
2018-06-24,1.084,1.14,1.04,0.09999999999999987,0.07999999999999985,1.1,1.14,1.07,0.06999999999999984,0.029999999999999805,1.048,1.06,1.03,0.030000000000000027,0.010000000000000009,1.07182,1.13,1.05,0.07999999999999985,0.06999999999999984,5645,12856,2108,10748,-7352
2018-07-01,1.0875000000000001,1.12,1.04,0.08000000000000007,-0.010000000000000009,1.1525,1.2,1.09,0.10999999999999988,0.07999999999999985,1.0375,1.06,1.0,0.06000000000000005,0.050000000000000044,1.0925,1.18,1.02,0.15999999999999992,0.15999999999999992,14086,25931,8498,17433,2553
2018-07-08,1.246,1.38,1.12,0.2599999999999998,0.19999999999999996,1.408,1.63,1.18,0.44999999999999996,0.44999999999999996,1.21,1.38,1.1,0.2799999999999998,0.2799999999999998,1.316,1.47,1.11,0.3599999999999999,0.3599999999999999,39023,69160,7359,61801,46657
2018-07-15,1.474,1.55,1.42,0.13000000000000012,-0.08000000000000007,1.52,1.63,1.42,0.20999999999999996,-0.20999999999999996,1.366,1.5,1.29,0.20999999999999996,-0.18999999999999995,1.436,1.55,1.36,0.18999999999999995,-0.17000000000000015,30392,53632,12295,41337,-41337
2018-07-22,1.242,1.38,1.15,0.22999999999999998,-0.22999999999999998,1.296,1.38,1.23,0.1499999999999999,-0.029999999999999805,1.182,1.22,1.15,0.07000000000000006,-0.07000000000000006,1.2412,1.32,1.15,0.17000000000000015,0.07400000000000007,12990,19922,2351,17571,3376
2018-07-29,1.36,1.45,1.3,0.1499999999999999,-0.1499999999999999,1.366,1.45,1.33,0.11999999999999988,-0.11999999999999988,1.228,1.25,1.2,0.050000000000000044,-0.030000000000000027,1.304,1.33,1.27,0.06000000000000005,0.020000000000000018,10750,17317,6097,11220,-11220
2018-08-05,1.3820000000000001,1.44,1.32,0.11999999999999988,0.040000000000000036,1.402,1.44,1.36,0.07999999999999985,-0.029999999999999805,1.32556,1.3578,1.26,0.09779999999999989,0.07000000000000006,1.35556,1.39,1.33,0.05999999999999983,-0.05999999999999983,7150,12989,477,12512,-10139
