Date,MTRX_Open_average,MTRX_Open_max,MTRX_Open_min,MTRX_Open_volatility,MTRX_Open_change,MTRX_High_average,MTRX_High_max,MTRX_High_min,MTRX_High_volatility,MTRX_High_change,MTRX_Low_average,MTRX_Low_max,MTRX_Low_min,MTRX_Low_volatility,MTRX_Low_change,MTRX_Close_average,MTRX_Close_max,MTRX_Close_min,MTRX_Close_volatility,MTRX_Close_change,MTRX_Volume_average,MTRX_Volume_max,MTRX_Volume_min,MTRX_Volume_volatility,MTRX_Volume_change
2018-01-14,19.61,20.0,19.35,0.6499999999999986,-0.6499999999999986,19.75,20.25,19.4,0.8500000000000014,-0.8500000000000014,19.21,19.5,18.93,0.5700000000000003,-0.46999999999999886,19.48,19.75,19.2,0.5500000000000007,-0.40000000000000213,197324,267557,114782,152775,-71655
2018-01-21,18.76,19.2,18.25,0.9499999999999993,-0.9499999999999993,18.85,19.2,18.4,0.8000000000000007,-0.8000000000000007,18.244,18.6,17.55,1.0500000000000007,-1.0500000000000007,18.46,18.95,17.75,1.1999999999999993,-1.1999999999999993,143337,205457,98417,107040,73713
2018-01-28,17.75,17.95,17.6,0.34999999999999787,-0.09999999999999787,17.996000000000002,18.23,17.6,0.629999999999999,-0.25,17.34,17.7,16.7,1.0,-0.6000000000000014,17.689999999999998,18.15,16.9,1.25,-0.75,171847,236931,139216,97715,-4580
2018-02-04,15.75,16.95,14.5,2.4499999999999993,-1.5000000000000018,16.16,17.25,15.1,2.1500000000000004,-1.9000000000000004,15.3,16.7,14.05,2.6499999999999986,-1.8500000000000014,15.613999999999999,16.95,14.45,2.5,-2.0999999999999996,309377,523032,177067,345965,121342
2018-02-11,15.15,15.75,14.65,1.0999999999999996,0.5999999999999996,15.5875,15.85,15.0,0.8499999999999996,0.75,14.925,15.3,14.4,0.9000000000000004,0.6000000000000014,15.3625,15.7,14.75,0.9499999999999993,0.75,218385,323290,167270,156020,-24638
2018-02-18,15.42,15.6,15.3,0.29999999999999893,0.0,15.64,15.85,15.35,0.5,-0.25,15.206,15.43,14.95,0.4800000000000004,-0.3500000000000014,15.34,15.55,15.15,0.40000000000000036,-0.1999999999999993,163380,214862,123366,91496,-30248
2018-02-25,14.73,15.3,14.35,0.9500000000000011,-0.7000000000000011,15.172,15.55,14.91,0.6400000000000006,-0.20000000000000107,14.44,14.85,14.2,0.6500000000000004,-0.25,14.746,15.25,14.3,0.9499999999999993,0.3200000000000003,190548,289413,113034,176379,84519
2018-03-04,15.31,15.45,15.1,0.34999999999999964,0.14999999999999858,15.56,15.75,15.35,0.40000000000000036,0.09999999999999964,14.99,15.3,14.65,0.6500000000000004,0.5499999999999989,15.290000000000001,15.55,15.0,0.5500000000000007,-0.20000000000000107,186364,332540,121142,211398,-112217
2018-03-11,15.469999999999999,15.7,15.2,0.5,0.25,15.734,15.85,15.45,0.40000000000000036,-0.3500000000000014,15.040000000000001,15.3,14.55,0.75,-0.6499999999999986,15.41,15.55,15.15,0.40000000000000036,-0.40000000000000036,201010,399317,140021,259296,-17174
2018-03-18,15.07,15.4,14.65,0.75,-0.5499999999999989,15.39,15.75,14.95,0.8000000000000007,-0.40000000000000036,14.57,14.95,13.75,1.1999999999999993,-1.1999999999999993,14.87,15.7,14.2,1.5,-0.9500000000000011,155174,175084,127499,47585,38043
2018-03-25,13.7,14.2,13.3,0.8999999999999986,-0.5999999999999996,14.1,14.4,13.9,0.5,-0.45000000000000107,13.275,13.65,13.0,0.6500000000000004,-0.5,13.6375,13.9,13.25,0.6500000000000004,0.20000000000000107,280550,391822,147477,244345,58870
2018-04-01,14.31,14.6,13.95,0.6500000000000004,0.5499999999999989,14.6,14.85,14.3,0.5499999999999989,0.5499999999999989,13.966000000000001,14.3,13.8,0.5,0.5,14.43,14.65,14.2,0.45000000000000107,0.3000000000000007,122315,140151,111155,28996,13286
2018-04-08,15.2,15.5,14.75,0.75,0.75,15.49,15.65,15.4,0.25,0.15000000000000036,14.97,15.25,14.75,0.5,0.5,15.32,15.45,15.15,0.29999999999999893,0.29999999999999893,129279,153338,104644,48694,-4199
2018-04-15,15.95,16.2,15.5,0.6999999999999993,0.40000000000000036,16.28,16.6,16.05,0.5500000000000007,0.09999999999999787,15.8,16.05,15.5,0.5500000000000007,0.1999999999999993,16.09,16.25,15.85,0.40000000000000036,0.14999999999999858,101128,123863,87406,36457,-26894
2018-04-22,16.09,16.25,16.0,0.25,-0.25,16.256,16.4,16.1,0.29999999999999716,-0.29999999999999716,15.762,16.0,15.31,0.6899999999999995,-0.5399999999999991,15.92,16.15,15.4,0.7499999999999982,-0.5999999999999996,120543,150928,90365,60563,-16131
2018-04-29,15.76,16.05,15.4,0.6500000000000004,0.6500000000000004,16.16,16.7,15.7,1.0,1.0,15.58,16.05,15.2,0.8500000000000014,0.8500000000000014,15.96,16.3,15.65,0.6500000000000004,0.6500000000000004,114741,136221,91959,44262,-26301
2018-05-06,16.86,18.0,16.2,1.8000000000000007,1.6999999999999993,17.41,18.05,16.85,1.1999999999999993,1.1999999999999993,16.13,17.2,13.75,3.4499999999999993,1.0999999999999979,17.13,18.0,16.75,1.25,0.4499999999999993,175301,341846,107047,234799,58033
2018-05-13,17.92,18.55,17.15,1.4000000000000021,1.4000000000000021,18.444,18.85,17.65,1.2000000000000028,1.2000000000000028,17.75,18.3,16.95,1.3500000000000014,1.3500000000000014,18.233999999999998,18.65,17.3,1.3499999999999979,1.3499999999999979,167160,207696,119640,88056,-23704
2018-05-20,18.35,18.7,18.05,0.6499999999999986,-0.4499999999999993,18.6625,18.8,18.5,0.3000000000000007,-0.25,17.9875,18.15,17.75,0.3999999999999986,-0.3500000000000014,18.35,18.5,18.15,0.3500000000000014,0.3500000000000014,172581,202365,134714,67651,-12546
