Date,SPDR S&P 600 Small Cap Growth_Open_average,SPDR S&P 600 Small Cap Growth_Open_max,SPDR S&P 600 Small Cap Growth_Open_min,SPDR S&P 600 Small Cap Growth_Open_volatility,SPDR S&P 600 Small Cap Growth_Open_change,SPDR S&P 600 Small Cap Growth_High_average,SPDR S&P 600 Small Cap Growth_High_max,SPDR S&P 600 Small Cap Growth_High_min,SPDR S&P 600 Small Cap Growth_High_volatility,SPDR S&P 600 Small Cap Growth_High_change,SPDR S&P 600 Small Cap Growth_Low_average,SPDR S&P 600 Small Cap Growth_Low_max,SPDR S&P 600 Small Cap Growth_Low_min,SPDR S&P 600 Small Cap Growth_Low_volatility,SPDR S&P 600 Small Cap Growth_Low_change,SPDR S&P 600 Small Cap Growth_Close_average,SPDR S&P 600 Small Cap Growth_Close_max,SPDR S&P 600 Small Cap Growth_Close_min,SPDR S&P 600 Small Cap Growth_Close_volatility,SPDR S&P 600 Small Cap Growth_Close_change
2019-04-14,60.27,60.27,60.27,0.0,0.0,60.45,60.45,60.45,0.0,0.0,59.96,59.96,59.96,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2019-04-21,61.61,61.61,61.61,0.0,0.0,61.96,61.96,61.96,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.77,61.77,61.77,0.0,0.0
2019-04-28,61.75,61.75,61.75,0.0,0.0,62.88,62.88,62.88,0.0,0.0,61.45,61.45,61.45,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2019-05-05,60.0,60.0,60.0,0.0,0.0,60.14,60.14,60.14,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.32,59.32,59.32,0.0,0.0
2019-05-12,59.11,59.11,59.11,0.0,0.0,59.43,59.43,59.43,0.0,0.0,58.93,58.93,58.93,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-05-19,58.32,58.32,58.32,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.2,58.2,58.2,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2019-05-26,57.14,57.14,57.14,0.0,0.0,57.58,57.58,57.58,0.0,0.0,56.92,56.92,56.92,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2019-06-02,59.36,59.36,59.36,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.47,59.47,59.47,0.0,0.0
2019-06-09,59.39,59.39,59.39,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.35,59.35,59.35,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2019-06-16,60.41,60.41,60.41,0.0,0.0,60.44,60.44,60.44,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2019-06-23,61.77,61.77,61.77,0.0,0.0,61.89,61.89,61.89,0.0,0.0,60.85,60.85,60.85,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2019-06-30,61.12,61.12,61.12,0.0,0.0,61.21,61.21,61.21,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2019-07-07,61.27,61.27,61.27,0.0,0.0,61.27,61.27,61.27,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.79,60.79,60.79,0.0,0.0
2019-07-14,60.63,60.63,60.63,0.0,0.0,60.86,60.86,60.86,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2019-07-21,61.72,61.72,61.72,0.0,0.0,61.79,61.79,61.79,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.46,61.46,61.46,0.0,0.0
2019-07-28,59.34,59.34,59.34,0.0,0.0,59.34,59.34,59.34,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2019-08-04,59.62,59.62,59.62,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.13,59.13,59.13,0.0,0.0,59.24,59.24,59.24,0.0,0.0
2019-08-11,60.04,60.04,60.04,0.0,0.0,60.34,60.34,60.34,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2019-08-18,58.51,58.51,58.51,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2019-08-25,59.72,59.72,59.72,0.0,0.0,59.75,59.75,59.75,0.0,0.0,58.95,58.95,58.95,0.0,0.0,59.24,59.24,59.24,0.0,0.0
2019-09-01,59.9,59.9,59.9,0.0,0.0,60.25,60.25,60.25,0.0,0.0,59.53,59.53,59.53,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-09-08,61.81,61.81,61.81,0.0,0.0,62.35,62.35,62.35,0.0,0.0,61.71,61.71,61.71,0.0,0.0,62.08,62.08,62.08,0.0,0.0
2019-09-15,60.76,60.76,60.76,0.0,0.0,61.13,61.13,61.13,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2019-09-22,59.61,59.61,59.61,0.0,0.0,59.96,59.96,59.96,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2019-09-29,58.6,58.6,58.6,0.0,0.0,59.11,59.11,59.11,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.71,58.71,58.71,0.0,0.0
2019-10-06,59.01,59.01,59.01,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2019-10-13,60.71,60.71,60.71,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.59,60.59,60.59,0.0,0.0
2019-10-20,61.16,61.16,61.16,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2019-10-27,62.12,62.12,62.12,0.0,0.0,62.23,62.23,62.23,0.0,0.0,61.87,61.87,61.87,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2019-11-03,61.48,61.48,61.48,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.67,61.67,61.67,0.0,0.0
2019-11-10,61.59,61.59,61.59,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.38,61.38,61.38,0.0,0.0
2019-11-17,61.64,61.64,61.64,0.0,0.0,62.96,62.96,62.96,0.0,0.0,61.64,61.64,61.64,0.0,0.0,62.85,62.85,62.85,0.0,0.0
2019-11-24,63.02,63.02,63.02,0.0,0.0,63.02,63.02,63.02,0.0,0.0,62.01,62.01,62.01,0.0,0.0,62.11,62.11,62.11,0.0,0.0
2019-12-01,63.28,63.28,63.28,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2019-12-08,63.83,63.83,63.83,0.0,0.0,64.21,64.21,64.21,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2019-12-15,64.74,64.74,64.74,0.0,0.0,64.8,64.8,64.8,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.75,64.75,64.75,0.0,0.0
2019-12-22,64.55,64.55,64.55,0.0,0.0,64.71,64.71,64.71,0.0,0.0,64.11,64.11,64.11,0.0,0.0,64.41,64.41,64.41,0.0,0.0
2019-12-29,63.92,63.92,63.92,0.0,0.0,64.74,64.74,64.74,0.0,0.0,63.92,63.92,63.92,0.0,0.0,64.7,64.7,64.7,0.0,0.0
