Date,SPDR S&P 600 Small Cap Growth_Open_average,SPDR S&P 600 Small Cap Growth_Open_max,SPDR S&P 600 Small Cap Growth_Open_min,SPDR S&P 600 Small Cap Growth_Open_volatility,SPDR S&P 600 Small Cap Growth_Open_change,SPDR S&P 600 Small Cap Growth_High_average,SPDR S&P 600 Small Cap Growth_High_max,SPDR S&P 600 Small Cap Growth_High_min,SPDR S&P 600 Small Cap Growth_High_volatility,SPDR S&P 600 Small Cap Growth_High_change,SPDR S&P 600 Small Cap Growth_Low_average,SPDR S&P 600 Small Cap Growth_Low_max,SPDR S&P 600 Small Cap Growth_Low_min,SPDR S&P 600 Small Cap Growth_Low_volatility,SPDR S&P 600 Small Cap Growth_Low_change,SPDR S&P 600 Small Cap Growth_Close_average,SPDR S&P 600 Small Cap Growth_Close_max,SPDR S&P 600 Small Cap Growth_Close_min,SPDR S&P 600 Small Cap Growth_Close_volatility,SPDR S&P 600 Small Cap Growth_Close_change
2018-01-14,59.49,59.49,59.49,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.67,59.67,59.67,0.0,0.0
2018-01-21,59.87,59.87,59.87,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.69,59.69,59.69,0.0,0.0,59.75,59.75,59.75,0.0,0.0
2018-01-28,57.55,57.55,57.55,0.0,0.0,58.04,58.04,58.04,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.89,55.89,55.89,0.0,0.0
2018-02-04,55.31,55.31,55.31,0.0,0.0,56.17,56.17,56.17,0.0,0.0,54.79,54.79,54.79,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2018-02-11,57.53,57.53,57.53,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2018-02-18,58.39,58.39,58.39,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2018-02-25,57.42,57.42,57.42,0.0,0.0,58.15,58.15,58.15,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2018-03-04,60.38,60.38,60.38,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2018-03-11,59.84,59.84,59.84,0.0,0.0,59.84,59.84,59.84,0.0,0.0,58.84,58.84,58.84,0.0,0.0,59.35,59.35,59.35,0.0,0.0
2018-03-18,57.98,57.98,57.98,0.0,0.0,58.55,58.55,58.55,0.0,0.0,57.46,57.46,57.46,0.0,0.0,58.55,58.55,58.55,0.0,0.0
2018-03-25,58.23,58.23,58.23,0.0,0.0,58.23,58.23,58.23,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2018-04-01,58.13,58.13,58.13,0.0,0.0,58.38,58.38,58.38,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2018-04-08,59.13,59.13,59.13,0.0,0.0,59.7,59.7,59.7,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.68,59.68,59.68,0.0,0.0
2018-04-15,59.72,59.72,59.72,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2018-04-22,58.95,58.95,58.95,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2018-04-29,59.43,59.43,59.43,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.79,59.79,59.79,0.0,0.0
2018-05-06,61.2,61.2,61.2,0.0,0.0,61.37,61.37,61.37,0.0,0.0,60.65,60.65,60.65,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2018-05-13,62.14,62.14,62.14,0.0,0.0,62.46,62.46,62.46,0.0,0.0,62.14,62.14,62.14,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2018-05-20,62.02,62.02,62.02,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.01,62.01,62.01,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2018-05-27,63.27,63.27,63.27,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.12,63.12,63.12,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2018-06-03,64.5,64.5,64.5,0.0,0.0,64.7,64.7,64.7,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2018-06-10,64.57,64.57,64.57,0.0,0.0,65.09,65.09,65.09,0.0,0.0,64.37,64.37,64.37,0.0,0.0,65.09,65.09,65.09,0.0,0.0
2018-06-17,64.41,64.41,64.41,0.0,0.0,64.41,64.41,64.41,0.0,0.0,63.08,63.08,63.08,0.0,0.0,63.44,63.44,63.44,0.0,0.0
2018-06-24,62.89,62.89,62.89,0.0,0.0,63.93,63.93,63.93,0.0,0.0,62.73,62.73,62.73,0.0,0.0,63.93,63.93,63.93,0.0,0.0
2018-07-01,65.59,65.59,65.59,0.0,0.0,65.74,65.74,65.74,0.0,0.0,65.37,65.37,65.37,0.0,0.0,65.74,65.74,65.74,0.0,0.0
2018-07-08,65.41,65.41,65.41,0.0,0.0,65.5,65.5,65.5,0.0,0.0,64.91,64.91,64.91,0.0,0.0,65.16,65.16,65.16,0.0,0.0
2018-07-15,66.1,66.1,66.1,0.0,0.0,66.42,66.42,66.42,0.0,0.0,65.86,65.86,65.86,0.0,0.0,66.28,66.28,66.28,0.0,0.0
2018-07-22,65.24,65.24,65.24,0.0,0.0,65.39,65.39,65.39,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.62,64.62,64.62,0.0,0.0
2018-07-29,66.3,66.3,66.3,0.0,0.0,66.88,66.88,66.88,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.88,66.88,66.88,0.0,0.0
2018-08-05,66.96,66.96,66.96,0.0,0.0,67.2,67.2,67.2,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2018-08-12,67.79,67.79,67.79,0.0,0.0,67.89,67.89,67.89,0.0,0.0,67.34,67.34,67.34,0.0,0.0,67.69,67.69,67.69,0.0,0.0
2018-08-19,69.22,69.22,69.22,0.0,0.0,69.67,69.67,69.67,0.0,0.0,69.21,69.21,69.21,0.0,0.0,69.29,69.29,69.29,0.0,0.0
2018-08-26,69.25,69.25,69.25,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.93,69.93,69.93,0.0,0.0
2018-09-02,69.14,69.14,69.14,0.0,0.0,69.37,69.37,69.37,0.0,0.0,68.97,68.97,68.97,0.0,0.0,69.11,69.11,69.11,0.0,0.0
2018-09-09,69.46,69.46,69.46,0.0,0.0,69.51,69.51,69.51,0.0,0.0,68.49,68.49,68.49,0.0,0.0,68.55,68.55,68.55,0.0,0.0
2018-09-16,67.98,67.98,67.98,0.0,0.0,68.0,68.0,68.0,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.74,67.74,67.74,0.0,0.0
2018-09-23,67.69,67.69,67.69,0.0,0.0,67.96,67.96,67.96,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.43,66.43,66.43,0.0,0.0
2018-09-30,64.19,64.19,64.19,0.0,0.0,64.35,64.35,64.35,0.0,0.0,63.45,63.45,63.45,0.0,0.0,63.99,63.99,63.99,0.0,0.0
2018-10-07,60.41,60.41,60.41,0.0,0.0,61.19,61.19,61.19,0.0,0.0,60.26,60.26,60.26,0.0,0.0,60.77,60.77,60.77,0.0,0.0
2018-10-14,60.7,60.7,60.7,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.39,60.39,60.39,0.0,0.0
2018-10-21,59.19,59.19,59.19,0.0,0.0,59.78,59.78,59.78,0.0,0.0,57.61,57.61,57.61,0.0,0.0,58.23,58.23,58.23,0.0,0.0
2018-10-28,61.71,61.71,61.71,0.0,0.0,61.86,61.86,61.86,0.0,0.0,60.92,60.92,60.92,0.0,0.0,61.49,61.49,61.49,0.0,0.0
2018-11-04,61.47,61.47,61.47,0.0,0.0,61.47,61.47,61.47,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2018-11-11,60.83,60.83,60.83,0.0,0.0,60.86,60.86,60.86,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.63,59.63,59.63,0.0,0.0
2018-11-18,59.88,59.88,59.88,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.98,59.98,59.98,0.0,0.0
2018-11-25,62.21,62.21,62.21,0.0,0.0,62.21,62.21,62.21,0.0,0.0,61.02,61.02,61.02,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2018-12-02,57.76,57.76,57.76,0.0,0.0,58.0,58.0,58.0,0.0,0.0,56.83,56.83,56.83,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2018-12-09,56.06,56.06,56.06,0.0,0.0,56.47,56.47,56.47,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.9,54.9,54.9,0.0,0.0
2018-12-16,51.31,51.31,51.31,0.0,0.0,51.66,51.66,51.66,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2018-12-23,53.91,53.91,53.91,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2018-12-30,54.55,54.55,54.55,0.0,0.0,55.59,55.59,55.59,0.0,0.0,54.45,54.45,54.45,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2019-01-06,56.77,56.77,56.77,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2019-01-13,58.25,58.25,58.25,0.0,0.0,58.65,58.65,58.65,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2019-01-20,57.73,57.73,57.73,0.0,0.0,58.03,58.03,58.03,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2019-01-27,58.8,58.8,58.8,0.0,0.0,59.53,59.53,59.53,0.0,0.0,58.59,58.59,58.59,0.0,0.0,59.51,59.51,59.51,0.0,0.0
2019-02-03,59.17,59.17,59.17,0.0,0.0,59.56,59.56,59.56,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.48,59.48,59.48,0.0,0.0
2019-02-10,60.96,60.96,60.96,0.0,0.0,61.54,61.54,61.54,0.0,0.0,60.86,60.86,60.86,0.0,0.0,61.54,61.54,61.54,0.0,0.0
2019-02-17,62.49,62.49,62.49,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.03,62.03,62.03,0.0,0.0,62.06,62.06,62.06,0.0,0.0
2019-02-24,62.0,62.0,62.0,0.0,0.0,62.01,62.01,62.01,0.0,0.0,60.72,60.72,60.72,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2019-03-03,59.32,59.32,59.32,0.0,0.0,60.11,60.11,60.11,0.0,0.0,59.25,59.25,59.25,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-03-10,60.11,60.11,60.11,0.0,0.0,60.6,60.6,60.6,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2019-03-17,58.31,58.31,58.31,0.0,0.0,58.99,58.99,58.99,0.0,0.0,57.9,57.9,57.9,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2019-03-24,60.07,60.07,60.07,0.0,0.0,60.31,60.31,60.31,0.0,0.0,59.87,59.87,59.87,0.0,0.0,60.23,60.23,60.23,0.0,0.0
2019-03-31,61.01,61.01,61.01,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.67,60.67,60.67,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2019-04-07,61.4,61.4,61.4,0.0,0.0,61.48,61.48,61.48,0.0,0.0,60.88,60.88,60.88,0.0,0.0,61.1,61.1,61.1,0.0,0.0
