Date,SPDR MSCI World StrategicFactors_Open_average,SPDR MSCI World StrategicFactors_Open_max,SPDR MSCI World StrategicFactors_Open_min,SPDR MSCI World StrategicFactors_Open_volatility,SPDR MSCI World StrategicFactors_Open_change,SPDR MSCI World StrategicFactors_High_average,SPDR MSCI World StrategicFactors_High_max,SPDR MSCI World StrategicFactors_High_min,SPDR MSCI World StrategicFactors_High_volatility,SPDR MSCI World StrategicFactors_High_change,SPDR MSCI World StrategicFactors_Low_average,SPDR MSCI World StrategicFactors_Low_max,SPDR MSCI World StrategicFactors_Low_min,SPDR MSCI World StrategicFactors_Low_volatility,SPDR MSCI World StrategicFactors_Low_change,SPDR MSCI World StrategicFactors_Close_average,SPDR MSCI World StrategicFactors_Close_max,SPDR MSCI World StrategicFactors_Close_min,SPDR MSCI World StrategicFactors_Close_volatility,SPDR MSCI World StrategicFactors_Close_change
2018-04-01,74.36,74.36,74.36,0.0,0.0,75.09,75.09,75.09,0.0,0.0,74.36,74.36,74.36,0.0,0.0,75.09,75.09,75.09,0.0,0.0
2018-04-08,75.47,75.47,75.47,0.0,0.0,75.77,75.77,75.77,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.77,75.77,75.77,0.0,0.0
2018-04-15,75.62,75.62,75.62,0.0,0.0,75.62,75.62,75.62,0.0,0.0,75.62,75.62,75.62,0.0,0.0,75.62,75.62,75.62,0.0,0.0
2018-04-22,75.14,75.14,75.14,0.0,0.0,75.14,75.14,75.14,0.0,0.0,75.14,75.14,75.14,0.0,0.0,75.14,75.14,75.14,0.0,0.0
2018-04-29,75.14,75.14,75.14,0.0,0.0,75.14,75.14,75.14,0.0,0.0,75.14,75.14,75.14,0.0,0.0,75.14,75.14,75.14,0.0,0.0
2018-05-06,76.63,76.63,76.63,0.0,0.0,76.63,76.63,76.63,0.0,0.0,76.49,76.49,76.49,0.0,0.0,76.49,76.49,76.49,0.0,0.0
2018-05-13,76.55,76.55,76.55,0.0,0.0,76.55,76.55,76.55,0.0,0.0,76.41,76.41,76.41,0.0,0.0,76.47,76.47,76.47,0.0,0.0
2018-05-20,75.95,75.95,75.95,0.0,0.0,75.95,75.95,75.95,0.0,0.0,75.95,75.95,75.95,0.0,0.0,75.95,75.95,75.95,0.0,0.0
2018-05-27,75.78,75.78,75.78,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.72,75.72,75.72,0.0,0.0,75.72,75.72,75.72,0.0,0.0
2018-06-03,76.5,76.5,76.5,0.0,0.0,76.52,76.52,76.52,0.0,0.0,76.46,76.46,76.46,0.0,0.0,76.46,76.46,76.46,0.0,0.0
2018-06-10,76.2,76.2,76.2,0.0,0.0,76.2,76.2,76.2,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.18,76.18,76.18,0.0,0.0
2018-06-17,74.97,74.97,74.97,0.0,0.0,74.97,74.97,74.97,0.0,0.0,73.95,73.95,73.95,0.0,0.0,74.17,74.17,74.17,0.0,0.0
2018-06-24,74.78,74.78,74.78,0.0,0.0,74.78,74.78,74.78,0.0,0.0,74.78,74.78,74.78,0.0,0.0,74.78,74.78,74.78,0.0,0.0
2018-07-01,75.37,75.37,75.37,0.0,0.0,75.37,75.37,75.37,0.0,0.0,75.29,75.29,75.29,0.0,0.0,75.29,75.29,75.29,0.0,0.0
2018-07-08,76.04,76.04,76.04,0.0,0.0,76.14,76.14,76.14,0.0,0.0,75.86,75.86,75.86,0.0,0.0,75.96,75.96,75.96,0.0,0.0
2018-07-15,76.5,76.5,76.5,0.0,0.0,76.5,76.5,76.5,0.0,0.0,76.5,76.5,76.5,0.0,0.0,76.5,76.5,76.5,0.0,0.0
2018-07-22,77.08,77.08,77.08,0.0,0.0,77.08,77.08,77.08,0.0,0.0,77.08,77.08,77.08,0.0,0.0,77.08,77.08,77.08,0.0,0.0
2018-07-29,76.64,76.64,76.64,0.0,0.0,76.64,76.64,76.64,0.0,0.0,76.64,76.64,76.64,0.0,0.0,76.64,76.64,76.64,0.0,0.0
2018-08-05,76.66,76.66,76.66,0.0,0.0,76.66,76.66,76.66,0.0,0.0,76.6,76.6,76.6,0.0,0.0,76.6,76.6,76.6,0.0,0.0
2018-08-12,76.61,76.61,76.61,0.0,0.0,76.67,76.67,76.67,0.0,0.0,76.61,76.61,76.61,0.0,0.0,76.67,76.67,76.67,0.0,0.0
2018-08-19,78.21,78.21,78.21,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.21,78.21,78.21,0.0,0.0
2018-08-26,77.73,77.73,77.73,0.0,0.0,77.81,77.81,77.81,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.78,77.78,77.78,0.0,0.0
2018-09-02,77.46,77.46,77.46,0.0,0.0,77.46,77.46,77.46,0.0,0.0,77.13,77.13,77.13,0.0,0.0,77.21,77.21,77.21,0.0,0.0
2018-09-09,77.83,77.83,77.83,0.0,0.0,77.83,77.83,77.83,0.0,0.0,77.83,77.83,77.83,0.0,0.0,77.83,77.83,77.83,0.0,0.0
2018-09-16,78.72,78.72,78.72,0.0,0.0,78.72,78.72,78.72,0.0,0.0,78.52,78.52,78.52,0.0,0.0,78.53,78.53,78.53,0.0,0.0
2018-09-23,78.82,78.82,78.82,0.0,0.0,78.82,78.82,78.82,0.0,0.0,78.82,78.82,78.82,0.0,0.0,78.82,78.82,78.82,0.0,0.0
2018-09-30,79.55,79.55,79.55,0.0,0.0,79.55,79.55,79.55,0.0,0.0,79.55,79.55,79.55,0.0,0.0,79.55,79.55,79.55,0.0,0.0
2018-10-07,74.53,74.53,74.53,0.0,0.0,74.56,74.56,74.56,0.0,0.0,74.53,74.53,74.53,0.0,0.0,74.56,74.56,74.56,0.0,0.0
2018-10-14,74.62,74.62,74.62,0.0,0.0,74.66,74.66,74.66,0.0,0.0,74.62,74.62,74.62,0.0,0.0,74.66,74.66,74.66,0.0,0.0
2018-10-21,72.77,72.77,72.77,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.77,72.77,72.77,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2018-10-28,74.67,74.67,74.67,0.0,0.0,74.67,74.67,74.67,0.0,0.0,73.9,73.9,73.9,0.0,0.0,74.16,74.16,74.16,0.0,0.0
2018-11-04,75.03,75.03,75.03,0.0,0.0,75.03,75.03,75.03,0.0,0.0,74.88,74.88,74.88,0.0,0.0,74.88,74.88,74.88,0.0,0.0
2018-11-11,73.5,73.5,73.5,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.5,73.5,73.5,0.0,0.0
2018-11-18,73.19,73.19,73.19,0.0,0.0,73.19,73.19,73.19,0.0,0.0,73.04,73.04,73.04,0.0,0.0,73.16,73.16,73.16,0.0,0.0
2018-11-25,75.12,75.12,75.12,0.0,0.0,75.39,75.39,75.39,0.0,0.0,74.94,74.94,74.94,0.0,0.0,75.36,75.36,75.36,0.0,0.0
2018-12-02,71.54,71.54,71.54,0.0,0.0,72.24,72.24,72.24,0.0,0.0,71.41,71.41,71.41,0.0,0.0,72.24,72.24,72.24,0.0,0.0
2018-12-09,70.38,70.38,70.38,0.0,0.0,70.38,70.38,70.38,0.0,0.0,70.38,70.38,70.38,0.0,0.0,70.38,70.38,70.38,0.0,0.0
2018-12-16,66.05,66.05,66.05,0.0,0.0,66.05,66.05,66.05,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2018-12-23,69.33,69.33,69.33,0.0,0.0,69.33,69.33,69.33,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.57,68.57,68.57,0.0,0.0
2018-12-30,69.8,69.8,69.8,0.0,0.0,69.8,69.8,69.8,0.0,0.0,69.8,69.8,69.8,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2019-01-06,70.56,70.56,70.56,0.0,0.0,70.75,70.75,70.75,0.0,0.0,70.54,70.54,70.54,0.0,0.0,70.54,70.54,70.54,0.0,0.0
2019-01-13,72.02,72.02,72.02,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.02,72.02,72.02,0.0,0.0,72.39,72.39,72.39,0.0,0.0
2019-01-20,71.99,71.99,71.99,0.0,0.0,71.99,71.99,71.99,0.0,0.0,71.99,71.99,71.99,0.0,0.0,71.99,71.99,71.99,0.0,0.0
2019-01-27,73.48,73.48,73.48,0.0,0.0,73.98,73.98,73.98,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.98,73.98,73.98,0.0,0.0
2019-02-03,73.54,73.54,73.54,0.0,0.0,73.59,73.59,73.59,0.0,0.0,73.54,73.54,73.54,0.0,0.0,73.59,73.59,73.59,0.0,0.0
2019-02-10,74.93,74.93,74.93,0.0,0.0,75.22,75.22,75.22,0.0,0.0,74.93,74.93,74.93,0.0,0.0,75.22,75.22,75.22,0.0,0.0
2019-02-17,76.1,76.1,76.1,0.0,0.0,76.11,76.11,76.11,0.0,0.0,75.92,75.92,75.92,0.0,0.0,75.92,75.92,75.92,0.0,0.0
2019-02-24,76.26,76.26,76.26,0.0,0.0,76.26,76.26,76.26,0.0,0.0,75.91,75.91,75.91,0.0,0.0,75.91,75.91,75.91,0.0,0.0
2019-03-03,75.79,75.79,75.79,0.0,0.0,75.88,75.88,75.88,0.0,0.0,75.79,75.79,75.79,0.0,0.0,75.88,75.88,75.88,0.0,0.0
2019-03-10,77.15,77.15,77.15,0.0,0.0,77.15,77.15,77.15,0.0,0.0,76.68,76.68,76.68,0.0,0.0,76.91,76.91,76.91,0.0,0.0
2019-03-17,76.19,76.19,76.19,0.0,0.0,76.19,76.19,76.19,0.0,0.0,76.19,76.19,76.19,0.0,0.0,76.19,76.19,76.19,0.0,0.0
2019-03-24,77.81,77.81,77.81,0.0,0.0,77.85,77.85,77.85,0.0,0.0,77.81,77.81,77.81,0.0,0.0,77.85,77.85,77.85,0.0,0.0
2019-03-31,78.24,78.24,78.24,0.0,0.0,78.37,78.37,78.37,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.37,78.37,78.37,0.0,0.0
2019-04-07,78.94,78.94,78.94,0.0,0.0,78.94,78.94,78.94,0.0,0.0,78.63,78.63,78.63,0.0,0.0,78.76,78.76,78.76,0.0,0.0
2019-04-14,78.66,78.66,78.66,0.0,0.0,78.66,78.66,78.66,0.0,0.0,78.65,78.65,78.65,0.0,0.0,78.65,78.65,78.65,0.0,0.0
2019-04-21,79.33,79.33,79.33,0.0,0.0,79.33,79.33,79.33,0.0,0.0,79.19,79.19,79.19,0.0,0.0,79.19,79.19,79.19,0.0,0.0
2019-04-28,78.62,78.62,78.62,0.0,0.0,79.01,79.01,79.01,0.0,0.0,78.62,78.62,78.62,0.0,0.0,78.89,78.89,78.89,0.0,0.0
2019-05-05,76.64,76.64,76.64,0.0,0.0,76.64,76.64,76.64,0.0,0.0,76.44,76.44,76.44,0.0,0.0,76.55,76.55,76.55,0.0,0.0
2019-05-12,77.54,77.54,77.54,0.0,0.0,77.62,77.62,77.62,0.0,0.0,77.39,77.39,77.39,0.0,0.0,77.5,77.5,77.5,0.0,0.0
2019-05-19,77.8,77.8,77.8,0.0,0.0,77.8,77.8,77.8,0.0,0.0,77.51,77.51,77.51,0.0,0.0,77.51,77.51,77.51,0.0,0.0
2019-05-26,75.34,75.34,75.34,0.0,0.0,75.34,75.34,75.34,0.0,0.0,75.19,75.19,75.19,0.0,0.0,75.19,75.19,75.19,0.0,0.0
2019-06-02,78.35,78.35,78.35,0.0,0.0,78.38,78.38,78.38,0.0,0.0,78.2,78.2,78.2,0.0,0.0,78.2,78.2,78.2,0.0,0.0
2019-06-09,78.09,78.09,78.09,0.0,0.0,78.16,78.16,78.16,0.0,0.0,78.06,78.06,78.06,0.0,0.0,78.06,78.06,78.06,0.0,0.0
2019-06-16,79.68,79.68,79.68,0.0,0.0,79.68,79.68,79.68,0.0,0.0,79.68,79.68,79.68,0.0,0.0,79.68,79.68,79.68,0.0,0.0
2019-06-23,79.83,79.83,79.83,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.83,79.83,79.83,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2019-06-30,80.54,80.54,80.54,0.0,0.0,80.54,80.54,80.54,0.0,0.0,80.28,80.28,80.28,0.0,0.0,80.28,80.28,80.28,0.0,0.0
2019-07-07,81.08,81.08,81.08,0.0,0.0,81.08,81.08,81.08,0.0,0.0,80.7,80.7,80.7,0.0,0.0,80.85,80.85,80.85,0.0,0.0
2019-07-14,80.67,80.67,80.67,0.0,0.0,80.67,80.67,80.67,0.0,0.0,80.19,80.19,80.19,0.0,0.0,80.19,80.19,80.19,0.0,0.0
2019-07-21,81.2,81.2,81.2,0.0,0.0,81.2,81.2,81.2,0.0,0.0,81.0,81.0,81.0,0.0,0.0,81.0,81.0,81.0,0.0,0.0
2019-07-28,77.97,77.97,77.97,0.0,0.0,77.97,77.97,77.97,0.0,0.0,76.81,76.81,76.81,0.0,0.0,76.92,76.92,76.92,0.0,0.0
2019-08-04,78.29,78.29,78.29,0.0,0.0,78.29,78.29,78.29,0.0,0.0,77.98,77.98,77.98,0.0,0.0,77.98,77.98,77.98,0.0,0.0
2019-08-11,79.05,79.05,79.05,0.0,0.0,79.05,79.05,79.05,0.0,0.0,78.84,78.84,78.84,0.0,0.0,78.84,78.84,78.84,0.0,0.0
2019-08-18,77.93,77.93,77.93,0.0,0.0,78.04,78.04,78.04,0.0,0.0,77.93,77.93,77.93,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2019-08-25,79.26,79.26,79.26,0.0,0.0,79.26,79.26,79.26,0.0,0.0,78.96,78.96,78.96,0.0,0.0,79.11,79.11,79.11,0.0,0.0
2019-09-01,80.95,80.95,80.95,0.0,0.0,80.95,80.95,80.95,0.0,0.0,80.4,80.4,80.4,0.0,0.0,80.4,80.4,80.4,0.0,0.0
2019-09-08,80.7,80.7,80.7,0.0,0.0,80.7,80.7,80.7,0.0,0.0,80.63,80.63,80.63,0.0,0.0,80.66,80.66,80.66,0.0,0.0
2019-09-15,80.86,80.86,80.86,0.0,0.0,80.95,80.95,80.95,0.0,0.0,80.83,80.83,80.83,0.0,0.0,80.95,80.95,80.95,0.0,0.0
2019-09-22,80.79,80.79,80.79,0.0,0.0,80.79,80.79,80.79,0.0,0.0,80.79,80.79,80.79,0.0,0.0,80.79,80.79,80.79,0.0,0.0
2019-09-29,80.22,80.22,80.22,0.0,0.0,80.22,80.22,80.22,0.0,0.0,80.09,80.09,80.09,0.0,0.0,80.09,80.09,80.09,0.0,0.0
2019-10-06,80.85,80.85,80.85,0.0,0.0,80.86,80.86,80.86,0.0,0.0,80.78,80.78,80.78,0.0,0.0,80.82,80.82,80.82,0.0,0.0
2019-10-13,81.8,81.8,81.8,0.0,0.0,82.0,82.0,82.0,0.0,0.0,81.79,81.79,81.79,0.0,0.0,81.91,81.91,81.91,0.0,0.0
2019-10-20,82.53,82.53,82.53,0.0,0.0,82.59,82.59,82.59,0.0,0.0,82.43,82.43,82.43,0.0,0.0,82.59,82.59,82.59,0.0,0.0
2019-10-27,83.55,83.55,83.55,0.0,0.0,83.56,83.56,83.56,0.0,0.0,83.36,83.36,83.36,0.0,0.0,83.36,83.36,83.36,0.0,0.0
2019-11-03,83.56,83.56,83.56,0.0,0.0,83.56,83.56,83.56,0.0,0.0,83.47,83.47,83.47,0.0,0.0,83.47,83.47,83.47,0.0,0.0
2019-11-10,84.28,84.28,84.28,0.0,0.0,84.28,84.28,84.28,0.0,0.0,84.23,84.23,84.23,0.0,0.0,84.23,84.23,84.23,0.0,0.0
2019-11-17,84.32,84.32,84.32,0.0,0.0,84.44,84.44,84.44,0.0,0.0,84.32,84.32,84.32,0.0,0.0,84.43,84.43,84.43,0.0,0.0
2019-11-24,84.44,84.44,84.44,0.0,0.0,84.44,84.44,84.44,0.0,0.0,83.97,83.97,83.97,0.0,0.0,83.97,83.97,83.97,0.0,0.0
2019-12-01,85.3,85.3,85.3,0.0,0.0,85.3,85.3,85.3,0.0,0.0,84.6,84.6,84.6,0.0,0.0,84.6,84.6,84.6,0.0,0.0
2019-12-08,86.15,86.15,86.15,0.0,0.0,86.15,86.15,86.15,0.0,0.0,86.0,86.0,86.0,0.0,0.0,86.01,86.01,86.01,0.0,0.0
2019-12-15,85.39,85.39,85.39,0.0,0.0,85.39,85.39,85.39,0.0,0.0,85.28,85.28,85.28,0.0,0.0,85.28,85.28,85.28,0.0,0.0
2019-12-22,85.93,85.93,85.93,0.0,0.0,85.93,85.93,85.93,0.0,0.0,85.3,85.3,85.3,0.0,0.0,85.3,85.3,85.3,0.0,0.0
2019-12-29,85.85,85.85,85.85,0.0,0.0,85.85,85.85,85.85,0.0,0.0,85.56,85.56,85.56,0.0,0.0,85.56,85.56,85.56,0.0,0.0
