Date,Victory CEMP US Large Cap High Div Volatility Weig_Open_average,Victory CEMP US Large Cap High Div Volatility Weig_Open_max,Victory CEMP US Large Cap High Div Volatility Weig_Open_min,Victory CEMP US Large Cap High Div Volatility Weig_Open_volatility,Victory CEMP US Large Cap High Div Volatility Weig_Open_change,Victory CEMP US Large Cap High Div Volatility Weig_High_average,Victory CEMP US Large Cap High Div Volatility Weig_High_max,Victory CEMP US Large Cap High Div Volatility Weig_High_min,Victory CEMP US Large Cap High Div Volatility Weig_High_volatility,Victory CEMP US Large Cap High Div Volatility Weig_High_change,Victory CEMP US Large Cap High Div Volatility Weig_Low_average,Victory CEMP US Large Cap High Div Volatility Weig_Low_max,Victory CEMP US Large Cap High Div Volatility Weig_Low_min,Victory CEMP US Large Cap High Div Volatility Weig_Low_volatility,Victory CEMP US Large Cap High Div Volatility Weig_Low_change,Victory CEMP US Large Cap High Div Volatility Weig_Close_average,Victory CEMP US Large Cap High Div Volatility Weig_Close_max,Victory CEMP US Large Cap High Div Volatility Weig_Close_min,Victory CEMP US Large Cap High Div Volatility Weig_Close_volatility,Victory CEMP US Large Cap High Div Volatility Weig_Close_change
2018-03-25,44.18,44.18,44.18,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2018-04-01,44.11,44.11,44.11,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2018-04-08,44.41,44.41,44.41,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2018-04-15,44.32,44.32,44.32,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2018-04-22,44.8,44.8,44.8,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2018-04-29,44.36,44.36,44.36,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2018-05-06,44.67,44.67,44.67,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2018-05-13,44.61,44.61,44.61,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.67,44.67,44.67,0.0,0.0
2018-05-20,44.66,44.66,44.66,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2018-05-27,44.67,44.67,44.67,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.76,44.76,44.76,0.0,0.0
2018-06-03,44.98,44.98,44.98,0.0,0.0,45.18,45.18,45.18,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2018-06-10,44.9,44.9,44.9,0.0,0.0,45.01,45.01,45.01,0.0,0.0,44.9,44.9,44.9,0.0,0.0,44.96,44.96,44.96,0.0,0.0
2018-06-17,45.12,45.12,45.12,0.0,0.0,45.12,45.12,45.12,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2018-06-24,44.81,44.81,44.81,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2018-07-01,45.65,45.65,45.65,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2018-07-08,45.64,45.64,45.64,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2018-07-15,45.17,45.17,45.17,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2018-07-22,45.78,45.78,45.78,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2018-07-29,46.22,46.22,46.22,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.22,46.22,46.22,0.0,0.0
2018-08-05,46.17,46.17,46.17,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2018-08-12,46.79,46.79,46.79,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2018-08-19,46.97,46.97,46.97,0.0,0.0,47.0,47.0,47.0,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2018-08-26,46.73,46.73,46.73,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2018-09-02,46.97,46.97,46.97,0.0,0.0,47.12,47.12,47.12,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.99,46.99,46.99,0.0,0.0
2018-09-09,47.12,47.12,47.12,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2018-09-16,46.91,46.91,46.91,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2018-09-23,46.17,46.17,46.17,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.11,46.11,46.11,0.0,0.0,46.12,46.12,46.12,0.0,0.0
2018-09-30,46.25,46.25,46.25,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2018-10-07,44.22,44.22,44.22,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2018-10-14,44.72,44.72,44.72,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2018-10-21,43.49,43.49,43.49,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2018-10-28,44.19,44.19,44.19,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2018-11-04,45.27,45.27,45.27,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2018-11-11,45.06,45.06,45.06,0.0,0.0,45.25,45.25,45.25,0.0,0.0,44.87,44.87,44.87,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2018-11-18,44.57,44.57,44.57,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2018-11-25,46.12,46.12,46.12,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.86,45.86,45.86,0.0,0.0
2018-12-02,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2018-12-09,43.62,43.62,43.62,0.0,0.0,43.62,43.62,43.62,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2018-12-16,40.84,40.84,40.84,0.0,0.0,40.84,40.84,40.84,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2018-12-23,41.35,41.35,41.35,0.0,0.0,41.36,41.36,41.36,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2018-12-30,41.98,41.98,41.98,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.76,41.76,41.76,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2019-01-06,42.79,42.79,42.79,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2019-01-13,43.5,43.5,43.5,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-01-20,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2019-01-27,44.71,44.71,44.71,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-02-03,44.71,44.71,44.71,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-02-10,45.26,45.26,45.26,0.0,0.0,45.39,45.39,45.39,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2019-02-17,46.25,46.25,46.25,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.97,45.97,45.97,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2019-02-24,46.28,46.28,46.28,0.0,0.0,46.28,46.28,46.28,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2019-03-03,45.28,45.28,45.28,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.66,45.66,45.66,0.0,0.0
2019-03-10,46.21,46.21,46.21,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2019-03-17,45.24,45.24,45.24,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.38,45.38,45.38,0.0,0.0
2019-03-24,46.32,46.32,46.32,0.0,0.0,46.44,46.44,46.44,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-03-31,46.89,46.89,46.89,0.0,0.0,47.04,47.04,47.04,0.0,0.0,46.89,46.89,46.89,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2019-04-07,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2019-04-14,46.97,46.97,46.97,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.78,46.78,46.78,0.0,0.0
2019-04-21,47.07,47.07,47.07,0.0,0.0,47.15,47.15,47.15,0.0,0.0,46.97,46.97,46.97,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2019-04-28,46.53,46.53,46.53,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2019-05-05,45.6,45.6,45.6,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2019-05-12,45.85,45.85,45.85,0.0,0.0,45.97,45.97,45.97,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-05-19,45.83,45.83,45.83,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.63,45.63,45.63,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2019-05-26,44.43,44.43,44.43,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2019-06-02,46.59,46.59,46.59,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-06-09,46.56,46.56,46.56,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2019-06-16,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2019-06-23,47.37,47.37,47.37,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2019-06-30,47.78,47.78,47.78,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2019-07-07,47.75,47.75,47.75,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.74,47.74,47.74,0.0,0.0
2019-07-14,47.27,47.27,47.27,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2019-07-21,47.82,47.82,47.82,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2019-07-28,46.24,46.24,46.24,0.0,0.0,46.24,46.24,46.24,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2019-08-04,46.06,46.06,46.06,0.0,0.0,46.06,46.06,46.06,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.68,45.68,45.68,0.0,0.0
2019-08-11,46.04,46.04,46.04,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.94,45.94,45.94,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-08-18,45.44,45.44,45.44,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-08-25,46.27,46.27,46.27,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.18,46.18,46.18,0.0,0.0
2019-09-01,47.13,47.13,47.13,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2019-09-08,48.15,48.15,48.15,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.93,47.93,47.93,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2019-09-15,47.84,47.84,47.84,0.0,0.0,48.01,48.01,48.01,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2019-09-22,48.11,48.11,48.11,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2019-09-29,46.91,46.91,46.91,0.0,0.0,47.21,47.21,47.21,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2019-10-06,47.39,47.39,47.39,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2019-10-13,47.64,47.64,47.64,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2019-10-20,48.56,48.56,48.56,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2019-10-27,49.07,49.07,49.07,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2019-11-03,49.64,49.64,49.64,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2019-11-10,49.59,49.59,49.59,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-11-17,49.45,49.45,49.45,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2019-11-24,49.48,49.48,49.48,0.0,0.0,49.53,49.53,49.53,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2019-12-01,49.73,49.73,49.73,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2019-12-08,50.32,50.32,50.32,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-12-15,50.77,50.77,50.77,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-12-22,50.52,50.52,50.52,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2019-12-29,50.05,50.05,50.05,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.19,50.19,50.19,0.0,0.0
