Date,Vanguard FTSE All World ex US_Open_average,Vanguard FTSE All World ex US_Open_max,Vanguard FTSE All World ex US_Open_min,Vanguard FTSE All World ex US_Open_volatility,Vanguard FTSE All World ex US_Open_change,Vanguard FTSE All World ex US_High_average,Vanguard FTSE All World ex US_High_max,Vanguard FTSE All World ex US_High_min,Vanguard FTSE All World ex US_High_volatility,Vanguard FTSE All World ex US_High_change,Vanguard FTSE All World ex US_Low_average,Vanguard FTSE All World ex US_Low_max,Vanguard FTSE All World ex US_Low_min,Vanguard FTSE All World ex US_Low_volatility,Vanguard FTSE All World ex US_Low_change,Vanguard FTSE All World ex US_Close_average,Vanguard FTSE All World ex US_Close_max,Vanguard FTSE All World ex US_Close_min,Vanguard FTSE All World ex US_Close_volatility,Vanguard FTSE All World ex US_Close_change
2018-05-27,54.45,54.45,54.45,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.34,54.34,54.34,0.0,0.0
2018-06-03,54.49,54.49,54.49,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2018-06-10,53.18,53.18,53.18,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2018-06-17,52.06,52.06,52.06,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.72,51.72,51.72,0.0,0.0
2018-06-24,51.11,51.11,51.11,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2018-07-01,52.62,52.62,52.62,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-07-08,52.41,52.41,52.41,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2018-07-15,52.55,52.55,52.55,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2018-07-22,53.48,53.48,53.48,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2018-07-29,52.49,52.49,52.49,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.57,52.57,52.57,0.0,0.0
2018-08-05,51.57,51.57,51.57,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.25,51.25,51.25,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2018-08-12,51.41,51.41,51.41,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2018-08-19,52.53,52.53,52.53,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2018-08-26,52.06,52.06,52.06,0.0,0.0,52.29,52.29,52.29,0.0,0.0,51.82,51.82,51.82,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2018-09-02,50.8,50.8,50.8,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2018-09-09,51.45,51.45,51.45,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2018-09-16,52.66,52.66,52.66,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2018-09-23,52.29,52.29,52.29,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2018-09-30,50.2,50.2,50.2,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2018-10-07,48.77,48.77,48.77,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2018-10-14,48.89,48.89,48.89,0.0,0.0,48.93,48.93,48.93,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2018-10-21,47.5,47.5,47.5,0.0,0.0,47.53,47.53,47.53,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2018-10-28,48.66,48.66,48.66,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-11-04,48.19,48.19,48.19,0.0,0.0,48.19,48.19,48.19,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2018-11-11,48.35,48.35,48.35,0.0,0.0,48.39,48.39,48.39,0.0,0.0,47.88,47.88,47.88,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2018-11-18,48.05,48.05,48.05,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2018-11-25,49.29,49.29,49.29,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2018-12-02,46.7,46.7,46.7,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.55,46.55,46.55,0.0,0.0
2018-12-09,46.7,46.7,46.7,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2018-12-16,44.66,44.66,44.66,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2018-12-23,45.8,45.8,45.8,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-12-30,46.47,46.47,46.47,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2019-01-06,47.04,47.04,47.04,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2019-01-13,48.25,48.25,48.25,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2019-01-20,48.06,48.06,48.06,0.0,0.0,48.22,48.22,48.22,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2019-01-27,48.86,48.86,48.86,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.78,48.78,48.78,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2019-02-03,48.42,48.42,48.42,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2019-02-10,49.16,49.16,49.16,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2019-02-17,50.26,50.26,50.26,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-02-24,50.18,50.18,50.18,0.0,0.0,50.19,50.19,50.19,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.96,49.96,49.96,0.0,0.0
2019-03-03,49.3,49.3,49.3,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2019-03-10,50.69,50.69,50.69,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.85,50.85,50.85,0.0,0.0
2019-03-17,49.63,49.63,49.63,0.0,0.0,49.82,49.82,49.82,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2019-03-24,50.66,50.66,50.66,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-03-31,51.34,51.34,51.34,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2019-04-07,51.56,51.56,51.56,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2019-04-14,51.51,51.51,51.51,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2019-04-21,51.46,51.46,51.46,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2019-04-28,50.58,50.58,50.58,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.53,50.53,50.53,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2019-05-05,49.13,49.13,49.13,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2019-05-12,49.25,49.25,49.25,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2019-05-19,49.37,49.37,49.37,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.32,49.32,49.32,0.0,0.0
2019-05-26,48.95,48.95,48.95,0.0,0.0,49.17,49.17,49.17,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2019-06-02,50.37,50.37,50.37,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2019-06-09,49.37,49.37,49.37,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-06-16,50.85,50.85,50.85,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-06-23,51.61,51.61,51.61,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-06-30,51.02,51.02,51.02,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2019-07-07,51.22,51.22,51.22,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2019-07-14,51.03,51.03,51.03,0.0,0.0,51.06,51.06,51.06,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2019-07-21,50.97,50.97,50.97,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.92,50.92,50.92,0.0,0.0
2019-07-28,48.38,48.38,48.38,0.0,0.0,48.4,48.4,48.4,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2019-08-04,48.36,48.36,48.36,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.23,48.23,48.23,0.0,0.0
2019-08-11,48.54,48.54,48.54,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.33,48.33,48.33,0.0,0.0
2019-08-18,48.21,48.21,48.21,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.17,48.17,48.17,0.0,0.0
2019-08-25,48.95,48.95,48.95,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2019-09-01,50.04,50.04,50.04,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-09-08,50.71,50.71,50.71,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-09-15,50.4,50.4,50.4,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.55,50.55,50.55,0.0,0.0
2019-09-22,49.83,49.83,49.83,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-09-29,49.25,49.25,49.25,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2019-10-06,50.15,50.15,50.15,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2019-10-13,51.08,51.08,51.08,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-10-20,51.56,51.56,51.56,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2019-10-27,52.52,52.52,52.52,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2019-11-03,52.18,52.18,52.18,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2019-11-10,52.34,52.34,52.34,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-11-17,52.36,52.36,52.36,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.54,52.54,52.54,0.0,0.0
2019-11-24,52.19,52.19,52.19,0.0,0.0,52.2,52.2,52.2,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-12-01,52.56,52.56,52.56,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2019-12-08,54.03,54.03,54.03,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2019-12-15,53.5,53.5,53.5,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2019-12-22,54.03,54.03,54.03,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2019-12-29,53.73,53.73,53.73,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.75,53.75,53.75,0.0,0.0
