Date,WisdomTree International Equity_Open_average,WisdomTree International Equity_Open_max,WisdomTree International Equity_Open_min,WisdomTree International Equity_Open_volatility,WisdomTree International Equity_Open_change,WisdomTree International Equity_High_average,WisdomTree International Equity_High_max,WisdomTree International Equity_High_min,WisdomTree International Equity_High_volatility,WisdomTree International Equity_High_change,WisdomTree International Equity_Low_average,WisdomTree International Equity_Low_max,WisdomTree International Equity_Low_min,WisdomTree International Equity_Low_volatility,WisdomTree International Equity_Low_change,WisdomTree International Equity_Close_average,WisdomTree International Equity_Close_max,WisdomTree International Equity_Close_min,WisdomTree International Equity_Close_volatility,WisdomTree International Equity_Close_change
2018-07-15,53.25,53.25,53.25,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2018-07-22,54.13,54.13,54.13,0.0,0.0,54.27,54.27,54.27,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2018-07-29,53.33,53.33,53.33,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2018-08-05,52.69,52.69,52.69,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2018-08-12,51.93,51.93,51.93,0.0,0.0,52.39,52.39,52.39,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2018-08-19,52.93,52.93,52.93,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.96,52.96,52.96,0.0,0.0
2018-08-26,52.98,52.98,52.98,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2018-09-02,51.5,51.5,51.5,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2018-09-09,52.63,52.63,52.63,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2018-09-16,54.07,54.07,54.07,0.0,0.0,54.18,54.18,54.18,0.0,0.0,53.98,53.98,53.98,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2018-09-23,53.2,53.2,53.2,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.08,53.08,53.08,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2018-09-30,52.3,52.3,52.3,0.0,0.0,52.37,52.37,52.37,0.0,0.0,51.93,51.93,51.93,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2018-10-07,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0,49.83,49.83,49.83,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2018-10-14,50.24,50.24,50.24,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2018-10-21,48.19,48.19,48.19,0.0,0.0,48.75,48.75,48.75,0.0,0.0,47.94,47.94,47.94,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2018-10-28,50.17,50.17,50.17,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.5,49.5,49.5,0.0,0.0,49.82,49.82,49.82,0.0,0.0
2018-11-04,49.93,49.93,49.93,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.73,49.73,49.73,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-11-11,49.28,49.28,49.28,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.27,49.27,49.27,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2018-11-18,48.62,48.62,48.62,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.64,48.64,48.64,0.0,0.0
2018-11-25,49.39,49.39,49.39,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2018-12-02,48.5,48.5,48.5,0.0,0.0,48.71,48.71,48.71,0.0,0.0,47.89,47.89,47.89,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2018-12-09,47.76,47.76,47.76,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2018-12-16,46.49,46.49,46.49,0.0,0.0,46.71,46.71,46.71,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.97,45.97,45.97,0.0,0.0
2018-12-23,46.67,46.67,46.67,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2018-12-30,47.14,47.14,47.14,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2019-01-06,48.36,48.36,48.36,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2019-01-13,49.08,49.08,49.08,0.0,0.0,49.18,49.18,49.18,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2019-01-20,49.06,49.06,49.06,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2019-01-27,49.44,49.44,49.44,0.0,0.0,49.62,49.62,49.62,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2019-02-03,48.96,48.96,48.96,0.0,0.0,49.03,49.03,49.03,0.0,0.0,48.76,48.76,48.76,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2019-02-10,49.87,49.87,49.87,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.8,49.8,49.8,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-02-17,50.46,50.46,50.46,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2019-02-24,50.88,50.88,50.88,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-03-03,49.68,49.68,49.68,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-03-10,51.13,51.13,51.13,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.25,51.25,51.25,0.0,0.0
2019-03-17,50.93,50.93,50.93,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-03-24,50.61,50.61,50.61,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-03-31,51.52,51.52,51.52,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2019-04-07,51.73,51.73,51.73,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.75,51.75,51.75,0.0,0.0
2019-04-14,51.88,51.88,51.88,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.77,51.77,51.77,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2019-04-21,51.42,51.42,51.42,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-04-28,51.53,51.53,51.53,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2019-05-05,50.21,50.21,50.21,0.0,0.0,50.53,50.53,50.53,0.0,0.0,49.96,49.96,49.96,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-05-12,50.12,50.12,50.12,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-05-19,50.16,50.16,50.16,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-05-26,49.01,49.01,49.01,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2019-06-02,50.72,50.72,50.72,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-06-09,50.52,50.52,50.52,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2019-06-16,51.65,51.65,51.65,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2019-06-23,50.98,50.98,50.98,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.89,50.89,50.89,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-06-30,51.33,51.33,51.33,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2019-07-07,51.02,51.02,51.02,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.95,50.95,50.95,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-07-14,50.75,50.75,50.75,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-07-21,50.65,50.65,50.65,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2019-07-28,49.22,49.22,49.22,0.0,0.0,49.22,49.22,49.22,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2019-08-04,48.39,48.39,48.39,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2019-08-11,47.36,47.36,47.36,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2019-08-18,47.91,47.91,47.91,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2019-08-25,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2019-09-01,49.28,49.28,49.28,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2019-09-08,50.71,50.71,50.71,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2019-09-15,50.64,50.64,50.64,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.44,50.44,50.44,0.0,0.0
2019-09-22,49.78,49.78,49.78,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2019-09-29,48.56,48.56,48.56,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2019-10-06,49.99,49.99,49.99,0.0,0.0,50.27,50.27,50.27,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-10-13,50.65,50.65,50.65,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2019-10-20,51.11,51.11,51.11,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-10-27,51.68,51.68,51.68,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.65,51.65,51.65,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2019-11-03,52.13,52.13,52.13,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2019-11-10,51.91,51.91,51.91,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.91,51.91,51.91,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2019-11-17,51.86,51.86,51.86,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.72,51.72,51.72,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-11-24,51.89,51.89,51.89,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.88,51.88,51.88,0.0,0.0
2019-12-01,52.25,52.25,52.25,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-12-08,53.15,53.15,53.15,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2019-12-15,53.55,53.55,53.55,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.52,53.52,53.52,0.0,0.0
2019-12-22,53.69,53.69,53.69,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2019-12-29,53.33,53.33,53.33,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.31,53.31,53.31,0.0,0.0
