Date,MSCI Frontier 100_Open_average,MSCI Frontier 100_Open_max,MSCI Frontier 100_Open_min,MSCI Frontier 100_Open_volatility,MSCI Frontier 100_Open_change,MSCI Frontier 100_High_average,MSCI Frontier 100_High_max,MSCI Frontier 100_High_min,MSCI Frontier 100_High_volatility,MSCI Frontier 100_High_change,MSCI Frontier 100_Low_average,MSCI Frontier 100_Low_max,MSCI Frontier 100_Low_min,MSCI Frontier 100_Low_volatility,MSCI Frontier 100_Low_change,MSCI Frontier 100_Close_average,MSCI Frontier 100_Close_max,MSCI Frontier 100_Close_min,MSCI Frontier 100_Close_volatility,MSCI Frontier 100_Close_change
2018-01-14,36.05,36.05,36.05,0.0,0.0,36.18,36.18,36.18,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2018-01-21,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2018-01-28,34.12,34.12,34.12,0.0,0.0,34.17,34.17,34.17,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2018-02-04,33.3,33.3,33.3,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.47,33.47,33.47,0.0,0.0
2018-02-11,34.49,34.49,34.49,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2018-02-18,35.23,35.23,35.23,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2018-02-25,34.57,34.57,34.57,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2018-03-04,35.28,35.28,35.28,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2018-03-11,35.14,35.14,35.14,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2018-03-18,34.5,34.5,34.5,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2018-03-25,35.12,35.12,35.12,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-04-01,35.02,35.02,35.02,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2018-04-08,34.9,34.9,34.9,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2018-04-15,34.18,34.18,34.18,0.0,0.0,34.18,34.18,34.18,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2018-04-22,33.3,33.3,33.3,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2018-04-29,32.66,32.66,32.66,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2018-05-06,31.93,31.93,31.93,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2018-05-13,31.43,31.43,31.43,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2018-05-20,30.44,30.44,30.44,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-05-27,30.68,30.68,30.68,0.0,0.0,31.27,31.27,31.27,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-06-03,31.78,31.78,31.78,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2018-06-10,30.52,30.52,30.52,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2018-06-17,29.97,29.97,29.97,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2018-06-24,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2018-07-01,29.1,29.1,29.1,0.0,0.0,29.23,29.23,29.23,0.0,0.0,28.92,28.92,28.92,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2018-07-08,29.14,29.14,29.14,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2018-07-15,29.34,29.34,29.34,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2018-07-22,29.64,29.64,29.64,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2018-07-29,29.55,29.55,29.55,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2018-08-05,28.64,28.64,28.64,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2018-08-12,28.66,28.66,28.66,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.78,28.78,28.78,0.0,0.0
