Date,American Century STOXX U.S. Quality Value_Open_average,American Century STOXX U.S. Quality Value_Open_max,American Century STOXX U.S. Quality Value_Open_min,American Century STOXX U.S. Quality Value_Open_volatility,American Century STOXX U.S. Quality Value_Open_change,American Century STOXX U.S. Quality Value_High_average,American Century STOXX U.S. Quality Value_High_max,American Century STOXX U.S. Quality Value_High_min,American Century STOXX U.S. Quality Value_High_volatility,American Century STOXX U.S. Quality Value_High_change,American Century STOXX U.S. Quality Value_Low_average,American Century STOXX U.S. Quality Value_Low_max,American Century STOXX U.S. Quality Value_Low_min,American Century STOXX U.S. Quality Value_Low_volatility,American Century STOXX U.S. Quality Value_Low_change,American Century STOXX U.S. Quality Value_Close_average,American Century STOXX U.S. Quality Value_Close_max,American Century STOXX U.S. Quality Value_Close_min,American Century STOXX U.S. Quality Value_Close_volatility,American Century STOXX U.S. Quality Value_Close_change
2018-06-24,39.39,39.39,39.39,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2018-07-01,39.92,39.92,39.92,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-07-08,40.03,40.03,40.03,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2018-07-15,40.17,40.17,40.17,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2018-07-22,40.36,40.36,40.36,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2018-07-29,40.8,40.8,40.8,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2018-08-05,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2018-08-12,41.42,41.42,41.42,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2018-08-19,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2018-08-26,41.69,41.69,41.69,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2018-09-02,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2018-09-09,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2018-09-16,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2018-09-23,41.17,41.17,41.17,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2018-09-30,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-10-07,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2018-10-14,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2018-10-21,38.54,38.54,38.54,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.54,38.54,38.54,0.0,0.0
2018-10-28,39.14,39.14,39.14,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2018-11-04,39.57,39.57,39.57,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.57,39.57,39.57,0.0,0.0,39.57,39.57,39.57,0.0,0.0
2018-11-11,39.21,39.21,39.21,0.0,0.0,39.21,39.21,39.21,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2018-11-18,38.71,38.71,38.71,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2018-11-25,39.72,39.72,39.72,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2018-12-02,37.27,37.27,37.27,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2018-12-09,37.21,37.21,37.21,0.0,0.0,37.38,37.38,37.38,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.59,36.59,36.59,0.0,0.0
2018-12-16,34.36,34.36,34.36,0.0,0.0,34.4,34.4,34.4,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2018-12-23,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2018-12-30,36.45,36.45,36.45,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2019-01-06,36.79,36.79,36.79,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-01-13,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2019-01-20,37.5,37.5,37.5,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2019-01-27,38.43,38.43,38.43,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2019-02-03,38.45,38.45,38.45,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-02-10,39.32,39.32,39.32,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2019-02-17,39.91,39.91,39.91,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.77,39.77,39.77,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-02-24,39.72,39.72,39.72,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2019-03-03,39.17,39.17,39.17,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2019-03-10,39.82,39.82,39.82,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2019-03-17,39.29,39.29,39.29,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.23,39.23,39.23,0.0,0.0
2019-03-24,39.85,39.85,39.85,0.0,0.0,40.03,40.03,40.03,0.0,0.0,39.85,39.85,39.85,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2019-03-31,40.35,40.35,40.35,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2019-04-07,40.33,40.33,40.33,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-04-14,39.98,39.98,39.98,0.0,0.0,39.98,39.98,39.98,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2019-04-21,40.29,40.29,40.29,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2019-04-28,40.07,40.07,40.07,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-05-05,38.9,38.9,38.9,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-05-12,39.28,39.28,39.28,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2019-05-19,39.06,39.06,39.06,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2019-05-26,37.76,37.76,37.76,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.76,37.76,37.76,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2019-06-02,39.36,39.36,39.36,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2019-06-09,39.63,39.63,39.63,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-06-16,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2019-06-23,39.92,39.92,39.92,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2019-06-30,40.35,40.35,40.35,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-07-07,40.46,40.46,40.46,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2019-07-14,40.03,40.03,40.03,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2019-07-21,40.48,40.48,40.48,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2019-07-28,38.82,38.82,38.82,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2019-08-04,38.82,38.82,38.82,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2019-08-11,39.14,39.14,39.14,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2019-08-18,38.63,38.63,38.63,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2019-08-25,39.29,39.29,39.29,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2019-09-01,40.15,40.15,40.15,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2019-09-08,41.03,41.03,41.03,0.0,0.0,41.03,41.03,41.03,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.96,40.96,40.96,0.0,0.0
2019-09-15,40.56,40.56,40.56,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2019-09-22,40.75,40.75,40.75,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.71,40.71,40.71,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2019-09-29,40.11,40.11,40.11,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0
2019-10-06,40.28,40.28,40.28,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2019-10-13,40.93,40.93,40.93,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.97,40.97,40.97,0.0,0.0
2019-10-20,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2019-10-27,42.02,42.02,42.02,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2019-11-03,42.17,42.17,42.17,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2019-11-10,42.44,42.44,42.44,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2019-11-17,42.44,42.44,42.44,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2019-11-24,42.41,42.41,42.41,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2019-12-01,42.54,42.54,42.54,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2019-12-08,42.96,42.96,42.96,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2019-12-15,43.19,43.19,43.19,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.14,43.14,43.14,0.0,0.0
2019-12-22,43.05,43.05,43.05,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2019-12-29,42.82,42.82,42.82,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.87,42.87,42.87,0.0,0.0
