Date,MSCI Frontier 100Etf_Open_average,MSCI Frontier 100Etf_Open_max,MSCI Frontier 100Etf_Open_min,MSCI Frontier 100Etf_Open_volatility,MSCI Frontier 100Etf_Open_change,MSCI Frontier 100Etf_High_average,MSCI Frontier 100Etf_High_max,MSCI Frontier 100Etf_High_min,MSCI Frontier 100Etf_High_volatility,MSCI Frontier 100Etf_High_change,MSCI Frontier 100Etf_Low_average,MSCI Frontier 100Etf_Low_max,MSCI Frontier 100Etf_Low_min,MSCI Frontier 100Etf_Low_volatility,MSCI Frontier 100Etf_Low_change,MSCI Frontier 100Etf_Close_average,MSCI Frontier 100Etf_Close_max,MSCI Frontier 100Etf_Close_min,MSCI Frontier 100Etf_Close_volatility,MSCI Frontier 100Etf_Close_change
2018-01-14,36.05,36.05,36.05,0.0,0.0,36.19,36.19,36.19,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2018-01-21,36.09,36.09,36.09,0.0,0.0,36.15,36.15,36.15,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2018-01-28,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2018-02-04,33.05,33.05,33.05,0.0,0.0,33.37,33.37,33.37,0.0,0.0,32.66,32.66,32.66,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2018-02-11,34.49,34.49,34.49,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2018-02-18,35.22,35.22,35.22,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2018-02-25,34.39,34.39,34.39,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2018-03-04,35.05,35.05,35.05,0.0,0.0,35.55,35.55,35.55,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2018-03-11,35.05,35.05,35.05,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2018-03-18,34.58,34.58,34.58,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2018-03-25,34.99,34.99,34.99,0.0,0.0,35.35,35.35,35.35,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2018-04-01,35.26,35.26,35.26,0.0,0.0,35.32,35.32,35.32,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2018-04-08,35.15,35.15,35.15,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2018-04-15,34.26,34.26,34.26,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2018-04-22,33.3,33.3,33.3,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2018-04-29,32.59,32.59,32.59,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2018-05-06,32.33,32.33,32.33,0.0,0.0,32.49,32.49,32.49,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2018-05-13,31.5,31.5,31.5,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2018-05-20,30.44,30.44,30.44,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-05-27,30.31,30.31,30.31,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2018-06-03,31.56,31.56,31.56,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2018-06-10,30.94,30.94,30.94,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-06-17,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2018-06-24,28.95,28.95,28.95,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2018-07-01,28.93,28.93,28.93,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2018-07-08,29.02,29.02,29.02,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.99,28.99,28.99,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2018-07-15,29.11,29.11,29.11,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.28,29.28,29.28,0.0,0.0
