Date,WisdomTree Total Dividend_Open_average,WisdomTree Total Dividend_Open_max,WisdomTree Total Dividend_Open_min,WisdomTree Total Dividend_Open_volatility,WisdomTree Total Dividend_Open_change,WisdomTree Total Dividend_High_average,WisdomTree Total Dividend_High_max,WisdomTree Total Dividend_High_min,WisdomTree Total Dividend_High_volatility,WisdomTree Total Dividend_High_change,WisdomTree Total Dividend_Low_average,WisdomTree Total Dividend_Low_max,WisdomTree Total Dividend_Low_min,WisdomTree Total Dividend_Low_volatility,WisdomTree Total Dividend_Low_change,WisdomTree Total Dividend_Close_average,WisdomTree Total Dividend_Close_max,WisdomTree Total Dividend_Close_min,WisdomTree Total Dividend_Close_volatility,WisdomTree Total Dividend_Close_change
2018-01-14,95.83,95.83,95.83,0.0,0.0,96.56,96.56,96.56,0.0,0.0,95.83,95.83,95.83,0.0,0.0,96.56,96.56,96.56,0.0,0.0
2018-01-21,97.3,97.3,97.3,0.0,0.0,97.32,97.32,97.32,0.0,0.0,96.77,96.77,96.77,0.0,0.0,96.79,96.79,96.79,0.0,0.0
2018-01-28,92.99,92.99,92.99,0.0,0.0,93.48,93.48,93.48,0.0,0.0,89.4,89.4,89.4,0.0,0.0,89.81,89.81,89.81,0.0,0.0
2018-02-04,89.82,89.82,89.82,0.0,0.0,90.55,90.55,90.55,0.0,0.0,89.23,89.23,89.23,0.0,0.0,90.37,90.37,90.37,0.0,0.0
2018-02-11,92.25,92.25,92.25,0.0,0.0,93.25,93.25,93.25,0.0,0.0,92.25,92.25,92.25,0.0,0.0,92.86,92.86,92.86,0.0,0.0
2018-02-18,92.78,92.78,92.78,0.0,0.0,93.45,93.45,93.45,0.0,0.0,92.65,92.65,92.65,0.0,0.0,93.45,93.45,93.45,0.0,0.0
2018-02-25,90.12,90.12,90.12,0.0,0.0,91.68,91.68,91.68,0.0,0.0,90.12,90.12,90.12,0.0,0.0,91.66,91.66,91.66,0.0,0.0
2018-03-04,93.18,93.18,93.18,0.0,0.0,93.5,93.5,93.5,0.0,0.0,93.02,93.02,93.02,0.0,0.0,93.19,93.19,93.19,0.0,0.0
2018-03-11,92.0,92.0,92.0,0.0,0.0,92.0,92.0,92.0,0.0,0.0,90.66,90.66,90.66,0.0,0.0,91.2,91.2,91.2,0.0,0.0
2018-03-18,88.13,88.13,88.13,0.0,0.0,88.84,88.84,88.84,0.0,0.0,87.67,87.67,87.67,0.0,0.0,88.84,88.84,88.84,0.0,0.0
2018-03-25,88.89,88.89,88.89,0.0,0.0,88.94,88.94,88.94,0.0,0.0,86.55,86.55,86.55,0.0,0.0,87.3,87.3,87.3,0.0,0.0
2018-04-01,88.85,88.85,88.85,0.0,0.0,89.68,89.68,89.68,0.0,0.0,88.81,88.81,88.81,0.0,0.0,88.82,88.82,88.82,0.0,0.0
2018-04-08,90.13,90.13,90.13,0.0,0.0,90.73,90.73,90.73,0.0,0.0,90.13,90.13,90.13,0.0,0.0,90.6,90.6,90.6,0.0,0.0
2018-04-15,89.73,89.73,89.73,0.0,0.0,89.97,89.97,89.97,0.0,0.0,89.39,89.39,89.39,0.0,0.0,89.59,89.59,89.59,0.0,0.0
2018-04-22,90.18,90.18,90.18,0.0,0.0,90.32,90.32,90.32,0.0,0.0,89.4,89.4,89.4,0.0,0.0,89.4,89.4,89.4,0.0,0.0
2018-04-29,89.75,89.75,89.75,0.0,0.0,89.81,89.81,89.81,0.0,0.0,89.48,89.48,89.48,0.0,0.0,89.48,89.48,89.48,0.0,0.0
2018-05-06,91.56,91.56,91.56,0.0,0.0,91.58,91.58,91.58,0.0,0.0,91.22,91.22,91.22,0.0,0.0,91.22,91.22,91.22,0.0,0.0
2018-05-13,91.33,91.33,91.33,0.0,0.0,91.68,91.68,91.68,0.0,0.0,91.33,91.33,91.33,0.0,0.0,91.58,91.58,91.58,0.0,0.0
2018-05-20,91.22,91.22,91.22,0.0,0.0,91.22,91.22,91.22,0.0,0.0,90.87,90.87,90.87,0.0,0.0,91.08,91.08,91.08,0.0,0.0
2018-05-27,91.78,91.78,91.78,0.0,0.0,91.97,91.97,91.97,0.0,0.0,91.65,91.65,91.65,0.0,0.0,91.82,91.82,91.82,0.0,0.0
2018-06-03,93.01,93.01,93.01,0.0,0.0,93.3,93.3,93.3,0.0,0.0,93.01,93.01,93.01,0.0,0.0,93.07,93.07,93.07,0.0,0.0
2018-06-10,92.18,92.18,92.18,0.0,0.0,92.43,92.43,92.43,0.0,0.0,92.05,92.05,92.05,0.0,0.0,92.36,92.36,92.36,0.0,0.0
2018-06-17,91.58,91.58,91.58,0.0,0.0,91.58,91.58,91.58,0.0,0.0,90.61,90.61,90.61,0.0,0.0,90.99,90.99,90.99,0.0,0.0
2018-06-24,90.72,90.72,90.72,0.0,0.0,91.02,91.02,91.02,0.0,0.0,90.48,90.48,90.48,0.0,0.0,91.02,91.02,91.02,0.0,0.0
2018-07-01,92.62,92.62,92.62,0.0,0.0,93.04,93.04,93.04,0.0,0.0,92.62,92.62,92.62,0.0,0.0,92.77,92.77,92.77,0.0,0.0
2018-07-08,93.22,93.22,93.22,0.0,0.0,93.22,93.22,93.22,0.0,0.0,92.9,92.9,92.9,0.0,0.0,93.04,93.04,93.04,0.0,0.0
2018-07-15,92.97,92.97,92.97,0.0,0.0,93.15,93.15,93.15,0.0,0.0,92.82,92.82,92.82,0.0,0.0,93.14,93.14,93.14,0.0,0.0
2018-07-22,93.68,93.68,93.68,0.0,0.0,93.77,93.77,93.77,0.0,0.0,93.48,93.48,93.48,0.0,0.0,93.54,93.54,93.54,0.0,0.0
2018-07-29,94.68,94.68,94.68,0.0,0.0,94.99,94.99,94.99,0.0,0.0,94.44,94.44,94.44,0.0,0.0,94.89,94.89,94.89,0.0,0.0
2018-08-05,94.29,94.29,94.29,0.0,0.0,94.29,94.29,94.29,0.0,0.0,93.77,93.77,93.77,0.0,0.0,93.93,93.93,93.93,0.0,0.0
2018-08-12,95.94,95.94,95.94,0.0,0.0,96.0,96.0,96.0,0.0,0.0,95.8,95.8,95.8,0.0,0.0,95.91,95.91,95.91,0.0,0.0
2018-08-19,95.95,95.95,95.95,0.0,0.0,96.26,96.26,96.26,0.0,0.0,95.95,95.95,95.95,0.0,0.0,96.16,96.16,96.16,0.0,0.0
2018-08-26,95.82,95.82,95.82,0.0,0.0,96.02,96.02,96.02,0.0,0.0,95.76,95.76,95.76,0.0,0.0,96.01,96.01,96.01,0.0,0.0
2018-09-02,95.95,95.95,95.95,0.0,0.0,96.23,96.23,96.23,0.0,0.0,95.92,95.92,95.92,0.0,0.0,95.93,95.93,95.93,0.0,0.0
2018-09-09,96.58,96.58,96.58,0.0,0.0,96.72,96.72,96.72,0.0,0.0,96.4,96.4,96.4,0.0,0.0,96.41,96.41,96.41,0.0,0.0
2018-09-16,97.43,97.43,97.43,0.0,0.0,97.43,97.43,97.43,0.0,0.0,96.86,96.86,96.86,0.0,0.0,96.98,96.98,96.98,0.0,0.0
2018-09-23,96.41,96.41,96.41,0.0,0.0,96.58,96.58,96.58,0.0,0.0,96.22,96.22,96.22,0.0,0.0,96.22,96.22,96.22,0.0,0.0
2018-09-30,95.72,95.72,95.72,0.0,0.0,96.2,96.2,96.2,0.0,0.0,95.51,95.51,95.51,0.0,0.0,96.2,96.2,96.2,0.0,0.0
2018-10-07,91.95,91.95,91.95,0.0,0.0,92.61,92.61,92.61,0.0,0.0,91.83,91.83,91.83,0.0,0.0,91.89,91.89,91.89,0.0,0.0
2018-10-14,93.03,93.03,93.03,0.0,0.0,93.03,93.03,93.03,0.0,0.0,92.05,92.05,92.05,0.0,0.0,92.16,92.16,92.16,0.0,0.0
2018-10-21,90.35,90.35,90.35,0.0,0.0,90.96,90.96,90.96,0.0,0.0,88.85,88.85,88.85,0.0,0.0,89.59,89.59,89.59,0.0,0.0
2018-10-28,91.72,91.72,91.72,0.0,0.0,92.43,92.43,92.43,0.0,0.0,91.72,91.72,91.72,0.0,0.0,92.43,92.43,92.43,0.0,0.0
2018-11-04,93.63,93.63,93.63,0.0,0.0,93.63,93.63,93.63,0.0,0.0,92.51,92.51,92.51,0.0,0.0,92.51,92.51,92.51,0.0,0.0
2018-11-11,92.69,92.69,92.69,0.0,0.0,92.69,92.69,92.69,0.0,0.0,91.79,91.79,91.79,0.0,0.0,92.11,92.11,92.11,0.0,0.0
2018-11-18,90.43,90.43,90.43,0.0,0.0,90.85,90.85,90.85,0.0,0.0,90.37,90.37,90.37,0.0,0.0,90.56,90.56,90.56,0.0,0.0
2018-11-25,94.39,94.39,94.39,0.0,0.0,94.39,94.39,94.39,0.0,0.0,93.63,93.63,93.63,0.0,0.0,93.88,93.88,93.88,0.0,0.0
2018-12-02,89.7,89.7,89.7,0.0,0.0,89.7,89.7,89.7,0.0,0.0,87.95,87.95,87.95,0.0,0.0,89.53,89.53,89.53,0.0,0.0
2018-12-09,88.2,88.2,88.2,0.0,0.0,88.21,88.21,88.21,0.0,0.0,86.23,86.23,86.23,0.0,0.0,86.59,86.59,86.59,0.0,0.0
2018-12-16,81.84,81.84,81.84,0.0,0.0,81.84,81.84,81.84,0.0,0.0,79.6,79.6,79.6,0.0,0.0,79.6,79.6,79.6,0.0,0.0
2018-12-23,84.44,84.44,84.44,0.0,0.0,84.62,84.62,84.62,0.0,0.0,83.68,83.68,83.68,0.0,0.0,84.62,84.62,84.62,0.0,0.0
2018-12-30,85.82,85.82,85.82,0.0,0.0,86.75,86.75,86.75,0.0,0.0,85.68,85.68,85.68,0.0,0.0,86.26,86.26,86.26,0.0,0.0
2019-01-06,87.18,87.18,87.18,0.0,0.0,87.6,87.6,87.6,0.0,0.0,87.18,87.18,87.18,0.0,0.0,87.46,87.46,87.46,0.0,0.0
