Date,First Trust Emerging Markets Local Currency Bond_Open_average,First Trust Emerging Markets Local Currency Bond_Open_max,First Trust Emerging Markets Local Currency Bond_Open_min,First Trust Emerging Markets Local Currency Bond_Open_volatility,First Trust Emerging Markets Local Currency Bond_Open_change,First Trust Emerging Markets Local Currency Bond_High_average,First Trust Emerging Markets Local Currency Bond_High_max,First Trust Emerging Markets Local Currency Bond_High_min,First Trust Emerging Markets Local Currency Bond_High_volatility,First Trust Emerging Markets Local Currency Bond_High_change,First Trust Emerging Markets Local Currency Bond_Low_average,First Trust Emerging Markets Local Currency Bond_Low_max,First Trust Emerging Markets Local Currency Bond_Low_min,First Trust Emerging Markets Local Currency Bond_Low_volatility,First Trust Emerging Markets Local Currency Bond_Low_change,First Trust Emerging Markets Local Currency Bond_Close_average,First Trust Emerging Markets Local Currency Bond_Close_max,First Trust Emerging Markets Local Currency Bond_Close_min,First Trust Emerging Markets Local Currency Bond_Close_volatility,First Trust Emerging Markets Local Currency Bond_Close_change
2018-04-22,41.51,41.51,41.51,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2018-04-29,40.76,40.76,40.76,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2018-05-06,40.9,40.9,40.9,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2018-05-13,39.64,39.64,39.64,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2018-05-20,39.1,39.1,39.1,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2018-05-27,39.06,39.06,39.06,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2018-06-03,38.6,38.6,38.6,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2018-06-10,38.19,38.19,38.19,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2018-06-17,37.67,37.67,37.67,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2018-06-24,37.53,37.53,37.53,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2018-07-01,38.24,38.24,38.24,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2018-07-08,38.17,38.17,38.17,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2018-07-15,38.09,38.09,38.09,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2018-07-22,38.4,38.4,38.4,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2018-07-29,38.16,38.16,38.16,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-08-05,37.15,37.15,37.15,0.0,0.0,37.15,37.15,37.15,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2018-08-12,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2018-08-19,36.76,36.76,36.76,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2018-08-26,36.21,36.21,36.21,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2018-09-02,35.98,35.98,35.98,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2018-09-09,36.15,36.15,36.15,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-09-16,36.79,36.79,36.79,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-09-23,36.88,36.88,36.88,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2018-09-30,36.41,36.41,36.41,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2018-10-07,36.59,36.59,36.59,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2018-10-14,36.69,36.69,36.69,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2018-10-21,36.24,36.24,36.24,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2018-10-28,36.46,36.46,36.46,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2018-11-04,36.26,36.26,36.26,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-11-11,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2018-11-18,36.57,36.57,36.57,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2018-11-25,37.0,37.0,37.0,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2018-12-02,36.53,36.53,36.53,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2018-12-09,36.6,36.6,36.6,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2018-12-16,36.68,36.68,36.68,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2018-12-23,36.87,36.87,36.87,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.83,36.83,36.83,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2018-12-30,37.7,37.7,37.7,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2019-01-06,37.86,37.86,37.86,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2019-01-13,37.72,37.72,37.72,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-01-20,37.75,37.75,37.75,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2019-01-27,38.48,38.48,38.48,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-02-03,38.27,38.27,38.27,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2019-02-10,38.06,38.06,38.06,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2019-02-17,38.36,38.36,38.36,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2019-02-24,38.04,38.04,38.04,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2019-03-03,37.76,37.76,37.76,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-03-10,38.09,38.09,38.09,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-03-17,38.0,38.0,38.0,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.83,37.83,37.83,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-03-24,37.81,37.81,37.81,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2019-03-31,38.04,38.04,38.04,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2019-04-07,38.07,38.07,38.07,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.07,38.07,38.07,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2019-04-14,38.13,38.13,38.13,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2019-04-21,37.44,37.44,37.44,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-04-28,37.3,37.3,37.3,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2019-05-05,37.17,37.17,37.17,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2019-05-12,37.04,37.04,37.04,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-05-19,37.16,37.16,37.16,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-05-26,37.66,37.66,37.66,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2019-06-02,38.08,38.08,38.08,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-06-09,38.0,38.0,38.0,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-06-16,38.83,38.83,38.83,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2019-06-23,39.31,39.31,39.31,0.0,0.0,39.31,39.31,39.31,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-06-30,39.25,39.25,39.25,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-07-07,39.71,39.71,39.71,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2019-07-14,39.84,39.84,39.84,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2019-07-21,39.21,39.21,39.21,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-07-28,38.33,38.33,38.33,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.14,38.14,38.14,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2019-08-04,38.41,38.41,38.41,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-08-11,38.18,38.18,38.18,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-08-18,37.85,37.85,37.85,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-08-25,37.6,37.6,37.6,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2019-09-01,38.17,38.17,38.17,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2019-09-08,38.57,38.57,38.57,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.55,38.55,38.55,0.0,0.0
2019-09-15,38.22,38.22,38.22,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-09-22,37.92,37.92,37.92,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2019-09-29,38.31,38.31,38.31,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.31,38.31,38.31,0.0,0.0
2019-10-06,38.43,38.43,38.43,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2019-10-13,38.77,38.77,38.77,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2019-10-20,38.98,38.98,38.98,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-10-27,38.69,38.69,38.69,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.74,38.74,38.74,0.0,0.0
2019-11-03,38.39,38.39,38.39,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-11-10,38.1,38.1,38.1,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2019-11-17,38.13,38.13,38.13,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2019-11-24,37.88,37.88,37.88,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2019-12-01,38.2,38.2,38.2,0.0,0.0,38.23,38.23,38.23,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-12-08,38.25,38.25,38.25,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2019-12-15,38.68,38.68,38.68,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-12-22,38.77,38.77,38.77,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2019-12-29,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.14,39.14,39.14,0.0,0.0
