Date,SAM_Open_average,SAM_Open_max,SAM_Open_min,SAM_Open_volatility,SAM_Open_change,SAM_High_average,SAM_High_max,SAM_High_min,SAM_High_volatility,SAM_High_change,SAM_Low_average,SAM_Low_max,SAM_Low_min,SAM_Low_volatility,SAM_Low_change,SAM_Close_average,SAM_Close_max,SAM_Close_min,SAM_Close_volatility,SAM_Close_change,SAM_Volume_average,SAM_Volume_max,SAM_Volume_min,SAM_Volume_volatility,SAM_Volume_change
2018-01-14,189.7,191.0,188.0,3.0,-3.0,191.44,193.35,189.1,4.25,-4.25,188.33,190.0,187.0,3.0,-3.0,189.43,191.1,188.1,3.0,-2.0999999999999943,106435,139163,71439,67724,-23246
2018-01-21,188.52,190.8,186.3,4.5,2.1500000000000057,190.96,192.85,188.8,4.049999999999983,-0.6999999999999886,186.69,189.05,185.05,4.0,3.4000000000000057,189.21,191.45,186.0,5.449999999999989,0.8999999999999773,140392,170459,93705,76754,-31547
2018-01-28,189.39,191.25,184.95,6.300000000000011,-6.25,190.344,192.65,186.15,6.5,-6.5,185.99,190.3,179.05,11.25,-11.25,187.42000000000002,190.9,180.75,10.150000000000006,-9.550000000000011,112864,167914,68300,99614,82222
2018-02-04,182.03,184.8,179.4,5.400000000000006,2.6500000000000057,185.018,189.55,182.8,6.75,5.300000000000011,178.69,181.55,175.3,6.25,6.25,182.0,188.5,177.95,10.550000000000011,6.050000000000011,149350,168489,120675,47814,-25356
2018-02-11,192.0,200.2,187.25,12.949999999999989,12.949999999999989,196.6375,202.35,189.8,12.549999999999983,12.549999999999983,190.7825,199.35,184.6,14.75,14.75,195.0625,200.7,187.75,12.949999999999989,12.949999999999989,157012,245586,109510,136076,50021
2018-02-18,182.87,199.45,167.0,32.44999999999999,-29.349999999999994,186.52,199.85,171.65,28.19999999999999,-27.69999999999999,177.35,192.9,166.4,26.5,-25.150000000000006,178.55,193.25,166.9,26.349999999999994,-23.94999999999999,264556,635391,136596,498795,-36804
2018-02-25,165.76,168.95,163.6,5.349999999999994,-4.949999999999989,167.14,169.75,164.4,5.349999999999994,-2.5500000000000114,162.73,165.2,160.4,4.799999999999983,-1.25,165.32,168.0,163.05,4.949999999999989,-1.1500000000000057,162967,220927,123724,97203,-46034
2018-03-04,173.69,181.75,167.35,14.400000000000006,14.400000000000006,177.05,183.3,170.45,12.850000000000023,12.850000000000023,171.944,178.25,167.3,10.949999999999989,10.900000000000006,176.19,181.7,169.9,11.799999999999983,10.75,152725,212709,99888,112821,-44575
2018-03-11,180.57999999999998,181.95,179.0,2.9499999999999886,-1.25,182.15,183.15,181.25,1.9000000000000057,-1.9000000000000057,178.93,179.85,178.35,1.5,-1.4000000000000057,180.01,181.8,178.75,3.0500000000000114,-1.25,122162,137341,105365,31976,-7337
2018-03-18,183.73000000000002,187.9,179.4,8.5,8.5,187.64,190.45,183.95,6.5,6.5,182.55,185.55,179.4,6.150000000000006,6.150000000000006,184.96,186.8,182.85,3.950000000000017,3.1000000000000227,163123,200003,115369,84634,-36342
