Date,Vanguard S&P Small Cap 600_Open_average,Vanguard S&P Small Cap 600_Open_max,Vanguard S&P Small Cap 600_Open_min,Vanguard S&P Small Cap 600_Open_volatility,Vanguard S&P Small Cap 600_Open_change,Vanguard S&P Small Cap 600_High_average,Vanguard S&P Small Cap 600_High_max,Vanguard S&P Small Cap 600_High_min,Vanguard S&P Small Cap 600_High_volatility,Vanguard S&P Small Cap 600_High_change,Vanguard S&P Small Cap 600_Low_average,Vanguard S&P Small Cap 600_Low_max,Vanguard S&P Small Cap 600_Low_min,Vanguard S&P Small Cap 600_Low_volatility,Vanguard S&P Small Cap 600_Low_change,Vanguard S&P Small Cap 600_Close_average,Vanguard S&P Small Cap 600_Close_max,Vanguard S&P Small Cap 600_Close_min,Vanguard S&P Small Cap 600_Close_volatility,Vanguard S&P Small Cap 600_Close_change
2018-01-14,143.28,143.28,143.28,0.0,0.0,145.32,145.32,145.32,0.0,0.0,143.28,143.28,143.28,0.0,0.0,145.24,145.24,145.24,0.0,0.0
2018-01-21,146.03,146.03,146.03,0.0,0.0,146.03,146.03,146.03,0.0,0.0,145.0,145.0,145.0,0.0,0.0,145.82,145.82,145.82,0.0,0.0
2018-01-28,142.77,142.77,142.77,0.0,0.0,142.77,142.77,142.77,0.0,0.0,140.31,140.31,140.31,0.0,0.0,140.43,140.43,140.43,0.0,0.0
2018-02-04,134.17,134.17,134.17,0.0,0.0,135.4,135.4,135.4,0.0,0.0,130.88,130.88,130.88,0.0,0.0,134.41,134.41,134.41,0.0,0.0
2018-02-11,139.54,139.54,139.54,0.0,0.0,141.12,141.12,141.12,0.0,0.0,139.54,139.54,139.54,0.0,0.0,140.41,140.41,140.41,0.0,0.0
2018-02-18,140.06,140.06,140.06,0.0,0.0,140.96,140.96,140.96,0.0,0.0,139.68,139.68,139.68,0.0,0.0,140.89,140.89,140.89,0.0,0.0
2018-02-25,135.6,135.6,135.6,0.0,0.0,139.26,139.26,139.26,0.0,0.0,135.6,135.6,135.6,0.0,0.0,138.95,138.95,138.95,0.0,0.0
2018-03-04,143.41,143.41,143.41,0.0,0.0,144.73,144.73,144.73,0.0,0.0,142.67,142.67,142.67,0.0,0.0,144.67,144.67,144.67,0.0,0.0
2018-03-11,143.6,143.6,143.6,0.0,0.0,144.75,144.75,144.75,0.0,0.0,143.25,143.25,143.25,0.0,0.0,144.48,144.48,144.48,0.0,0.0
2018-03-18,141.05,141.05,141.05,0.0,0.0,141.62,141.62,141.62,0.0,0.0,137.78,137.78,137.78,0.0,0.0,137.85,137.85,137.85,0.0,0.0
2018-03-25,139.33,139.33,139.33,0.0,0.0,140.97,140.97,140.97,0.0,0.0,139.26,139.26,139.26,0.0,0.0,140.12,140.12,140.12,0.0,0.0
2018-04-01,141.26,141.26,141.26,0.0,0.0,142.11,142.11,142.11,0.0,0.0,138.4,138.4,138.4,0.0,0.0,139.49,139.49,139.49,0.0,0.0
2018-04-08,143.6,143.6,143.6,0.0,0.0,143.6,143.6,143.6,0.0,0.0,141.93,141.93,141.93,0.0,0.0,142.27,142.27,142.27,0.0,0.0
2018-04-15,144.16,144.16,144.16,0.0,0.0,144.46,144.46,144.46,0.0,0.0,143.35,143.35,143.35,0.0,0.0,143.66,143.66,143.66,0.0,0.0
2018-04-22,143.44,143.44,143.44,0.0,0.0,143.54,143.54,143.54,0.0,0.0,142.37,142.37,142.37,0.0,0.0,142.83,142.83,142.83,0.0,0.0
2018-04-29,141.02,141.02,141.02,0.0,0.0,143.99,143.99,143.99,0.0,0.0,140.86,140.86,140.86,0.0,0.0,143.28,143.28,143.28,0.0,0.0
2018-05-06,147.36,147.36,147.36,0.0,0.0,147.9,147.9,147.9,0.0,0.0,147.15,147.15,147.15,0.0,0.0,147.46,147.46,147.46,0.0,0.0
2018-05-13,149.81,149.81,149.81,0.0,0.0,150.1,150.1,150.1,0.0,0.0,149.56,149.56,149.56,0.0,0.0,149.94,149.94,149.94,0.0,0.0
2018-05-20,149.78,149.78,149.78,0.0,0.0,150.44,150.44,150.44,0.0,0.0,149.78,149.78,149.78,0.0,0.0,150.13,150.13,150.13,0.0,0.0
2018-05-27,151.68,151.68,151.68,0.0,0.0,152.27,152.27,152.27,0.0,0.0,151.34,151.34,151.34,0.0,0.0,151.76,151.76,151.76,0.0,0.0
2018-06-03,154.92,154.92,154.92,0.0,0.0,155.51,155.51,155.51,0.0,0.0,154.85,154.85,154.85,0.0,0.0,155.38,155.38,155.38,0.0,0.0
2018-06-10,154.91,154.91,154.91,0.0,0.0,155.59,155.59,155.59,0.0,0.0,154.46,154.46,154.46,0.0,0.0,155.51,155.51,155.51,0.0,0.0
2018-06-17,156.93,156.93,156.93,0.0,0.0,156.93,156.93,156.93,0.0,0.0,155.32,155.32,155.32,0.0,0.0,155.95,155.95,155.95,0.0,0.0
2018-06-24,153.29,153.29,153.29,0.0,0.0,153.64,153.64,153.64,0.0,0.0,152.35,152.35,152.35,0.0,0.0,152.35,152.35,152.35,0.0,0.0
2018-07-01,156.14,156.14,156.14,0.0,0.0,157.49,157.49,157.49,0.0,0.0,156.14,156.14,156.14,0.0,0.0,157.29,157.29,157.29,0.0,0.0
2018-07-08,156.92,156.92,156.92,0.0,0.0,157.69,157.69,157.69,0.0,0.0,156.64,156.64,156.64,0.0,0.0,156.66,156.66,156.66,0.0,0.0
2018-07-15,158.5,158.5,158.5,0.0,0.0,158.94,158.94,158.94,0.0,0.0,158.08,158.08,158.08,0.0,0.0,158.18,158.18,158.18,0.0,0.0
2018-07-22,159.06,159.06,159.06,0.0,0.0,159.18,159.18,159.18,0.0,0.0,155.72,155.72,155.72,0.0,0.0,156.08,156.08,156.08,0.0,0.0
2018-07-29,158.69,158.69,158.69,0.0,0.0,159.1,159.1,159.1,0.0,0.0,157.1,157.1,157.1,0.0,0.0,157.94,157.94,157.94,0.0,0.0
2018-08-05,158.57,158.57,158.57,0.0,0.0,159.96,159.96,159.96,0.0,0.0,158.38,158.38,158.38,0.0,0.0,159.22,159.22,159.22,0.0,0.0
2018-08-12,159.65,159.65,159.65,0.0,0.0,160.89,160.89,160.89,0.0,0.0,159.2,159.2,159.2,0.0,0.0,160.88,160.88,160.88,0.0,0.0
2018-08-19,163.45,163.45,163.45,0.0,0.0,163.84,163.84,163.84,0.0,0.0,163.24,163.24,163.24,0.0,0.0,163.61,163.61,163.61,0.0,0.0
2018-08-26,163.26,163.26,163.26,0.0,0.0,164.8,164.8,164.8,0.0,0.0,163.26,163.26,163.26,0.0,0.0,164.63,164.63,164.63,0.0,0.0
2018-09-02,162.34,162.34,162.34,0.0,0.0,163.01,163.01,163.01,0.0,0.0,161.68,161.68,161.68,0.0,0.0,161.9,161.9,161.9,0.0,0.0
2018-09-09,162.14,162.14,162.14,0.0,0.0,163.23,163.23,163.23,0.0,0.0,161.84,161.84,161.84,0.0,0.0,163.04,163.04,163.04,0.0,0.0
2018-09-16,162.36,162.36,162.36,0.0,0.0,162.86,162.86,162.86,0.0,0.0,161.17,161.17,161.17,0.0,0.0,161.21,161.21,161.21,0.0,0.0
2018-09-23,158.55,158.55,158.55,0.0,0.0,159.86,159.86,159.86,0.0,0.0,158.55,158.55,158.55,0.0,0.0,159.52,159.52,159.52,0.0,0.0
2018-09-30,154.96,154.96,154.96,0.0,0.0,155.31,155.31,155.31,0.0,0.0,152.11,152.11,152.11,0.0,0.0,153.34,153.34,153.34,0.0,0.0
2018-10-07,147.35,147.35,147.35,0.0,0.0,147.35,147.35,147.35,0.0,0.0,143.55,143.55,143.55,0.0,0.0,144.88,144.88,144.88,0.0,0.0
2018-10-14,146.08,146.08,146.08,0.0,0.0,147.12,147.12,147.12,0.0,0.0,144.17,144.17,144.17,0.0,0.0,144.64,144.64,144.64,0.0,0.0
2018-10-21,140.17,140.17,140.17,0.0,0.0,141.76,141.76,141.76,0.0,0.0,137.41,137.41,137.41,0.0,0.0,140.01,140.01,140.01,0.0,0.0
2018-10-28,146.13,146.13,146.13,0.0,0.0,146.96,146.96,146.96,0.0,0.0,145.05,145.05,145.05,0.0,0.0,146.27,146.27,146.27,0.0,0.0
2018-11-04,147.71,147.71,147.71,0.0,0.0,147.93,147.93,147.93,0.0,0.0,145.32,145.32,145.32,0.0,0.0,146.25,146.25,146.25,0.0,0.0
2018-11-11,143.08,143.08,143.08,0.0,0.0,144.79,144.79,144.79,0.0,0.0,142.73,142.73,142.73,0.0,0.0,144.57,144.57,144.57,0.0,0.0
2018-11-18,139.91,139.91,139.91,0.0,0.0,141.92,141.92,141.92,0.0,0.0,139.91,139.91,139.91,0.0,0.0,140.86,140.86,140.86,0.0,0.0
2018-11-25,143.59,143.59,143.59,0.0,0.0,145.06,145.06,145.06,0.0,0.0,143.5,143.5,143.5,0.0,0.0,144.94,144.94,144.94,0.0,0.0
2018-12-02,138.82,138.82,138.82,0.0,0.0,139.88,139.88,139.88,0.0,0.0,135.58,135.58,135.58,0.0,0.0,136.27,136.27,136.27,0.0,0.0
2018-12-09,132.03,132.03,132.03,0.0,0.0,133.18,133.18,133.18,0.0,0.0,130.3,130.3,130.3,0.0,0.0,130.7,130.7,130.7,0.0,0.0
