Date,ALE_Open_average,ALE_Open_max,ALE_Open_min,ALE_Open_volatility,ALE_Open_change,ALE_High_average,ALE_High_max,ALE_High_min,ALE_High_volatility,ALE_High_change,ALE_Low_average,ALE_Low_max,ALE_Low_min,ALE_Low_volatility,ALE_Low_change,ALE_Close_average,ALE_Close_max,ALE_Close_min,ALE_Close_volatility,ALE_Close_change,ALE_Volume_average,ALE_Volume_max,ALE_Volume_min,ALE_Volume_volatility,ALE_Volume_change
2018-01-14,73.184,73.5,72.3,1.2000000000000028,-1.0400000000000063,73.646,74.04,72.88,1.1600000000000108,-1.0100000000000051,72.56,73.06,71.8,1.2600000000000051,-1.1500000000000057,72.93,73.85,71.98,1.8699999999999903,-1.3599999999999994,368678,515193,262553,252640,-83886
2018-01-21,72.788,73.51,72.17,1.3400000000000034,0.45999999999999375,73.404,73.97,72.63,1.3400000000000034,-0.8299999999999983,72.076,72.39,71.62,0.769999999999996,-0.22999999999998977,72.67,73.41,71.62,1.789999999999992,-1.4399999999999977,261452,387989,166856,221133,-221133
2018-01-28,71.378,72.18,70.07,2.1100000000000136,-1.5700000000000074,71.826,72.57,70.64,1.9299999999999926,-1.6099999999999994,70.416,71.51,68.68,2.8299999999999983,-2.8299999999999983,70.794,72.44,68.7,3.739999999999995,-3.1499999999999915,238381,301096,156658,144438,103083
2018-02-04,68.7,69.87,68.05,1.8200000000000074,1.6600000000000108,69.516,70.4,68.53,1.8700000000000045,1.4399999999999977,67.92399999999999,68.75,66.64,2.1099999999999994,1.9599999999999937,69.052,69.89,68.37,1.519999999999996,1.3399999999999892,419819,638267,279667,358600,-358600
2018-02-11,68.74000000000001,69.23,68.17,1.0600000000000023,-1.0600000000000023,69.285,69.82,68.71,1.1099999999999994,-0.3499999999999943,67.75,68.5,67.2,1.2999999999999972,-0.9899999999999949,68.83,69.45,68.05,1.4000000000000057,-0.10999999999999943,442784,648355,267487,380868,380868
2018-02-18,68.818,70.0,67.93,2.069999999999993,1.0799999999999983,69.446,70.03,68.87,1.1599999999999966,0.8200000000000074,68.232,69.18,67.56,1.6200000000000045,0.9200000000000017,68.83,69.98,67.8,2.180000000000007,0.7000000000000028,294211,438293,177230,261063,-170726
2018-02-25,68.686,69.67,68.22,1.4500000000000028,-1.3900000000000006,69.278,70.06,68.72,1.3400000000000034,-1.3400000000000034,68.05799999999999,68.22,67.88,0.3400000000000034,-0.3100000000000023,68.422,68.6,68.15,0.44999999999998863,0.28000000000000114,339953,616315,191814,424501,424501
2018-03-04,67.916,68.49,67.2,1.289999999999992,-0.39000000000000057,68.558,68.9,68.26,0.6400000000000006,0.3500000000000085,67.514,68.06,67.07,0.9900000000000091,0.9900000000000091,67.908,68.71,67.19,1.519999999999996,1.519999999999996,2015033,8425452,223041,8202411,-8032876
2018-03-11,69.556,71.18,68.85,2.3300000000000125,2.3300000000000125,70.26,71.54,69.3,2.240000000000009,2.240000000000009,69.07,70.34,68.2,2.1400000000000006,2.1400000000000006,69.928,71.22,68.68,2.539999999999992,2.539999999999992,381414,570405,199154,371251,28905
2018-03-18,71.016,71.24,70.41,0.8299999999999983,-0.6300000000000097,71.864,72.61,71.08,1.5300000000000011,-0.6800000000000068,70.568,71.0,70.06,0.9399999999999977,-0.6200000000000045,70.894,71.26,70.12,1.1400000000000006,-0.20000000000000284,255825,296148,184405,111743,-11753
2018-03-25,71.8225,72.36,71.17,1.1899999999999977,1.1899999999999977,72.60499999999999,72.8,72.46,0.3400000000000034,0.20000000000000284,71.0925,71.95,70.4,1.5499999999999972,-0.1599999999999966,71.675,72.25,70.9,1.3499999999999943,-0.8199999999999932,278865,306552,247552,59000,19658
2018-04-01,71.382,71.86,70.76,1.0999999999999943,1.0999999999999943,71.956,72.3,71.69,0.6099999999999994,0.6099999999999994,70.882,71.4,70.41,0.9900000000000091,0.9100000000000108,71.608,71.86,71.32,0.5400000000000063,0.5400000000000063,264300,383813,142417,241396,-106195
2018-04-08,72.064,72.65,71.63,1.0200000000000102,-0.710000000000008,72.506,73.15,72.02,1.1300000000000097,0.5,71.578,71.88,71.04,0.8399999999999892,0.0799999999999983,72.09,73.14,71.49,1.6500000000000057,1.0999999999999943,313962,483223,195560,287663,-143009
