Date,LOOP_Open_average,LOOP_Open_max,LOOP_Open_min,LOOP_Open_volatility,LOOP_Open_change,LOOP_High_average,LOOP_High_max,LOOP_High_min,LOOP_High_volatility,LOOP_High_change,LOOP_Low_average,LOOP_Low_max,LOOP_Low_min,LOOP_Low_volatility,LOOP_Low_change,LOOP_Close_average,LOOP_Close_max,LOOP_Close_min,LOOP_Close_volatility,LOOP_Close_change,LOOP_Volume_average,LOOP_Volume_max,LOOP_Volume_min,LOOP_Volume_volatility,LOOP_Volume_change
2018-01-14,16.59,17.14,16.25,0.8900000000000006,-0.39000000000000057,16.878,17.14,16.5,0.6400000000000006,-0.39000000000000057,16.144,16.5,15.29,1.2100000000000009,-0.019999999999999574,16.478,16.6,16.3,0.3000000000000007,0.010000000000001563,14746,20307,11457,8850,1023
2018-01-21,16.68,16.85,16.5,0.3500000000000014,0.2700000000000031,16.746,16.85,16.66,0.19000000000000128,0.19000000000000128,16.306,16.5,16.22,0.28000000000000114,0.05000000000000071,16.596,16.75,16.47,0.28000000000000114,0.019999999999999574,9048,18385,3875,14510,6386
2018-01-28,16.490000000000002,16.87,16.28,0.5899999999999999,-0.5199999999999996,16.672,16.87,16.48,0.39000000000000057,-0.39000000000000057,16.016,16.26,15.5,0.7600000000000016,-0.7600000000000016,16.334,16.5,15.99,0.5099999999999998,-0.5099999999999998,17683,29502,3930,25572,10268
2018-02-04,15.724,15.91,15.51,0.40000000000000036,-0.40000000000000036,15.758,16.0,15.51,0.4900000000000002,-0.40000000000000036,15.162,15.3,14.97,0.33000000000000007,-0.10999999999999943,15.492,15.64,15.3,0.33999999999999986,0.09999999999999964,6795,10662,2448,8214,-4925
2018-02-11,14.7925,15.4,14.4,1.0,-1.0,15.05,15.5,14.5,1.0,-0.9499999999999993,14.5275,15.0,14.15,0.8499999999999996,-0.8000000000000007,14.7225,15.0,14.49,0.5099999999999998,-0.5,9537,12435,6312,6123,2245
2018-02-18,14.549999999999999,14.94,13.85,1.0899999999999999,-0.75,14.722,14.99,13.99,1.0,-1.0,14.112,14.66,13.42,1.2400000000000002,-0.9499999999999993,14.422,14.99,13.7,1.290000000000001,-1.2700000000000014,7243,14039,4170,9869,2295
2018-02-25,12.886,13.69,12.35,1.3399999999999999,-1.0899999999999999,13.074,13.7,12.73,0.9699999999999989,-0.7199999999999989,12.362,12.65,12.05,0.5999999999999996,-0.16000000000000014,12.634,12.99,12.26,0.7300000000000004,-0.4900000000000002,16492,28263,7907,20356,-15128
2018-03-04,13.034,13.33,12.79,0.5400000000000009,0.5099999999999998,14.046,16.95,12.98,3.969999999999999,3.969999999999999,12.838,13.2,12.5,0.6999999999999993,0.6999999999999993,13.564,16.5,12.72,3.7799999999999994,3.7799999999999994,40858,138446,5557,132889,132889
2018-03-11,16.558,17.49,15.65,1.839999999999998,0.10000000000000142,16.996,17.49,16.5,0.9899999999999984,0.25,15.682,16.59,15.01,1.58,0.6899999999999995,16.434,17.45,15.47,1.9799999999999986,0.5899999999999981,95095,165721,33587,132134,-50480
2018-03-18,15.536,15.72,15.27,0.45000000000000107,-0.39000000000000057,15.906,16.22,15.5,0.7199999999999989,-0.27999999999999936,15.322000000000001,15.63,15.1,0.5300000000000011,-0.20000000000000107,15.758,16.22,15.45,0.7699999999999996,-0.6799999999999997,15966,24364,10639,13725,9463
