Date,U.S. 6M_Open_average,U.S. 6M_Open_max,U.S. 6M_Open_volatility,U.S. 6M_Open_change,U.S. 6M_High_average,U.S. 6M_High_max,U.S. 6M_High_volatility,U.S. 6M_High_change,U.S. 6M_Low_average,U.S. 6M_Low_max,U.S. 6M_Low_volatility,U.S. 6M_Low_change,U.S. 6M_Close_average,U.S. 6M_Close_max,U.S. 6M_Close_volatility,U.S. 6M_Close_change
2016-01-03,0.44799999999999995,0.44799999999999995,0.0,0.0,0.466,0.466,0.0,0.0,0.428,0.428,0.0,0.0,0.436,0.436,0.0,0.0
2016-01-10,0.35600000000000004,0.35600000000000004,0.0,0.0,0.35600000000000004,0.35600000000000004,0.0,0.0,0.35600000000000004,0.35600000000000004,0.0,0.0,0.35600000000000004,0.35600000000000004,0.0,0.0
2016-01-17,0.4,0.4,0.0,0.0,0.41,0.41,0.0,0.0,0.382,0.382,0.0,0.0,0.405,0.405,0.0,0.0
2016-01-24,0.43,0.43,0.0,0.0,0.45299999999999996,0.45299999999999996,0.0,0.0,0.428,0.428,0.0,0.0,0.441,0.441,0.0,0.0
2016-01-31,0.44799999999999995,0.44799999999999995,0.0,0.0,0.44799999999999995,0.44799999999999995,0.0,0.0,0.41,0.41,0.0,0.0,0.413,0.413,0.0,0.0
2016-02-07,0.387,0.387,0.0,0.0,0.387,0.387,0.0,0.0,0.387,0.387,0.0,0.0,0.387,0.387,0.0,0.0
2016-02-14,0.451,0.451,0.0,0.0,0.466,0.466,0.0,0.0,0.44799999999999995,0.44799999999999995,0.0,0.0,0.45299999999999996,0.45299999999999996,0.0,0.0
2016-02-21,0.461,0.461,0.0,0.0,0.47600000000000003,0.47600000000000003,0.0,0.0,0.45799999999999996,0.45799999999999996,0.0,0.0,0.47600000000000003,0.47600000000000003,0.0,0.0
2016-02-28,0.46,0.46,0.0,0.0,0.467,0.467,0.0,0.0,0.457,0.457,0.0,0.0,0.465,0.465,0.0,0.0
2016-03-06,0.529,0.529,0.0,0.0,0.529,0.529,0.0,0.0,0.493,0.493,0.0,0.0,0.511,0.511,0.0,0.0
2016-03-13,0.435,0.435,0.0,0.0,0.441,0.441,0.0,0.0,0.428,0.428,0.0,0.0,0.43700000000000006,0.43700000000000006,0.0,0.0
