,Beta / Alpha,Lasso Profit,Control Profit
0,0.1_alpha12_beta,117.85000000000082,90.8599999999999
1,0.1_alpha20_beta,-17.019999999999982,90.8599999999999
2,0.1_alpha6_beta,115.46000000000117,90.8599999999999
3,0.2_alpha4_beta,124.07999999999925,90.8599999999999
4,0.2_alpha8_beta,85.28000000000065,90.8599999999999
