,Beta / Alpha,Lasso Profit,Control Profit
0,0.05_alpha6_beta,-74.68999999999971,-140.63999999999987
1,0.15_alpha8_beta,60.75999999999863,-140.63999999999987
2,0.1_alpha12_beta,3.4700000000010505,-140.63999999999987
3,0.1_alpha20_beta,-7.639999999999418,-140.63999999999987
4,0.35_alpha4_beta,-20.969999999999686,-140.63999999999987
