,Beta / Alpha,Lasso Profit,Control Profit
0,0.1_alpha20_beta,39.7599999999984,-55.72000000000003
1,0.1_alpha4_beta,7.959999999998786,-55.72000000000003
2,0.1_alpha6_beta,-104.54000000000019,-55.72000000000003
3,0.2_alpha12_beta,-126.41000000000042,-55.72000000000003
4,0.3_alpha8_beta,-118.92000000000064,-55.72000000000003
