,Beta / Alpha,Lasso Profit,Control Profit
0,0.1_alpha12_beta,150.49000000000115,179.44000000000005
1,0.1_alpha20_beta,291.1000000000008,179.44000000000005
2,0.1_alpha6_beta,209.33000000000038,179.44000000000005
3,0.1_alpha8_beta,281.430000000001,179.44000000000005
4,0.2_alpha4_beta,283.5500000000013,179.44000000000005
