,Beta / Alpha,Lasso Profit,Control Profit
0,0.1_alpha12_beta,227.6899999999996,52.5300000000002
1,0.1_alpha20_beta,280.5600000000004,52.5300000000002
2,0.1_alpha6_beta,192.11999999999944,52.5300000000002
3,0.2_alpha4_beta,392.6699999999994,52.5300000000002
4,0.2_alpha8_beta,27.00999999999999,52.5300000000002
