,Beta / Alpha,Lasso Profit,Control Profit
0,0.1_alpha12_beta,107.80000000000041,467.4000000000001
1,0.1_alpha20_beta,205.6400000000001,467.4000000000001
2,0.1_alpha4_beta,172.36000000000104,467.4000000000001
3,0.2_alpha8_beta,98.93000000000029,467.4000000000001
4,0.3_alpha6_beta,134.66000000000054,467.4000000000001
