,Beta / Alpha,Lasso Profit,Control Profit
0,0.1_alpha20_beta,23.459999999998786,-38.10000000000002
1,0.1_alpha4_beta,-27.939999999999372,-38.10000000000002
2,0.1_alpha6_beta,160.66000000000008,-38.10000000000002
3,0.1_alpha8_beta,-42.63000000000034,-38.10000000000002
4,0.2_alpha12_beta,22.75999999999965,-38.10000000000002
