Date,SPDR S&P Emerging Asia PacificEtf_Open_average,SPDR S&P Emerging Asia PacificEtf_Open_max,SPDR S&P Emerging Asia PacificEtf_Open_min,SPDR S&P Emerging Asia PacificEtf_Open_volatility,SPDR S&P Emerging Asia PacificEtf_Open_change,SPDR S&P Emerging Asia PacificEtf_High_average,SPDR S&P Emerging Asia PacificEtf_High_max,SPDR S&P Emerging Asia PacificEtf_High_min,SPDR S&P Emerging Asia PacificEtf_High_volatility,SPDR S&P Emerging Asia PacificEtf_High_change,SPDR S&P Emerging Asia PacificEtf_Low_average,SPDR S&P Emerging Asia PacificEtf_Low_max,SPDR S&P Emerging Asia PacificEtf_Low_min,SPDR S&P Emerging Asia PacificEtf_Low_volatility,SPDR S&P Emerging Asia PacificEtf_Low_change,SPDR S&P Emerging Asia PacificEtf_Close_average,SPDR S&P Emerging Asia PacificEtf_Close_max,SPDR S&P Emerging Asia PacificEtf_Close_min,SPDR S&P Emerging Asia PacificEtf_Close_volatility,SPDR S&P Emerging Asia PacificEtf_Close_change
2018-01-14,112.23,112.23,112.23,0.0,0.0,112.61,112.61,112.61,0.0,0.0,111.94,111.94,111.94,0.0,0.0,112.61,112.61,112.61,0.0,0.0
2018-01-21,115.23,115.23,115.23,0.0,0.0,116.07,116.07,116.07,0.0,0.0,115.17,115.17,115.17,0.0,0.0,116.07,116.07,116.07,0.0,0.0
2018-01-28,111.54,111.54,111.54,0.0,0.0,111.54,111.54,111.54,0.0,0.0,109.66,109.66,109.66,0.0,0.0,109.66,109.66,109.66,0.0,0.0
2018-02-04,103.4,103.4,103.4,0.0,0.0,104.02,104.02,104.02,0.0,0.0,101.0,101.0,101.0,0.0,0.0,104.0,104.0,104.0,0.0,0.0
2018-02-11,109.02,109.02,109.02,0.0,0.0,110.39,110.39,110.39,0.0,0.0,109.02,109.02,109.02,0.0,0.0,109.69,109.69,109.69,0.0,0.0
2018-02-18,109.48,109.48,109.48,0.0,0.0,110.29,110.29,110.29,0.0,0.0,109.18,109.18,109.18,0.0,0.0,110.29,110.29,110.29,0.0,0.0
2018-02-25,105.44,105.44,105.44,0.0,0.0,106.86,106.86,106.86,0.0,0.0,105.0,105.0,105.0,0.0,0.0,106.86,106.86,106.86,0.0,0.0
2018-03-04,108.45,108.45,108.45,0.0,0.0,109.68,109.68,109.68,0.0,0.0,108.45,108.45,108.45,0.0,0.0,109.68,109.68,109.68,0.0,0.0
2018-03-11,109.76,109.76,109.76,0.0,0.0,109.84,109.84,109.84,0.0,0.0,109.59,109.59,109.59,0.0,0.0,109.71,109.71,109.71,0.0,0.0
2018-03-18,106.08,106.08,106.08,0.0,0.0,106.08,106.08,106.08,0.0,0.0,104.03,104.03,104.03,0.0,0.0,104.03,104.03,104.03,0.0,0.0
2018-03-25,105.44,105.44,105.44,0.0,0.0,106.93,106.93,106.93,0.0,0.0,105.33,105.33,105.33,0.0,0.0,106.64,106.64,106.64,0.0,0.0
2018-04-01,105.28,105.28,105.28,0.0,0.0,105.86,105.86,105.86,0.0,0.0,104.08,104.08,104.08,0.0,0.0,104.38,104.38,104.38,0.0,0.0
2018-04-08,106.36,106.36,106.36,0.0,0.0,106.5,106.5,106.5,0.0,0.0,105.99,105.99,105.99,0.0,0.0,106.32,106.32,106.32,0.0,0.0
2018-04-15,105.3,105.3,105.3,0.0,0.0,105.3,105.3,105.3,0.0,0.0,104.37,104.37,104.37,0.0,0.0,104.51,104.51,104.51,0.0,0.0
2018-04-22,104.18,104.18,104.18,0.0,0.0,104.48,104.48,104.48,0.0,0.0,103.81,103.81,103.81,0.0,0.0,104.48,104.48,104.48,0.0,0.0
2018-04-29,102.78,102.78,102.78,0.0,0.0,104.44,104.44,104.44,0.0,0.0,102.78,102.78,102.78,0.0,0.0,104.3,104.3,104.3,0.0,0.0
2018-05-06,106.26,106.26,106.26,0.0,0.0,106.33,106.33,106.33,0.0,0.0,105.63,105.63,105.63,0.0,0.0,105.79,105.79,105.79,0.0,0.0
2018-05-13,104.79,104.79,104.79,0.0,0.0,104.79,104.79,104.79,0.0,0.0,104.5,104.5,104.5,0.0,0.0,104.5,104.5,104.5,0.0,0.0
2018-05-20,104.64,104.64,104.64,0.0,0.0,105.18,105.18,105.18,0.0,0.0,104.64,104.64,104.64,0.0,0.0,105.02,105.02,105.02,0.0,0.0
2018-05-27,105.33,105.33,105.33,0.0,0.0,106.08,106.08,106.08,0.0,0.0,105.33,105.33,105.33,0.0,0.0,106.0,106.0,106.0,0.0,0.0
2018-06-03,106.82,106.82,106.82,0.0,0.0,107.4,107.4,107.4,0.0,0.0,106.64,106.64,106.64,0.0,0.0,107.2,107.2,107.2,0.0,0.0
2018-06-10,104.8,104.8,104.8,0.0,0.0,105.15,105.15,105.15,0.0,0.0,104.44,104.44,104.44,0.0,0.0,104.97,104.97,104.97,0.0,0.0
2018-06-17,102.44,102.44,102.44,0.0,0.0,102.44,102.44,102.44,0.0,0.0,101.97,101.97,101.97,0.0,0.0,102.12,102.12,102.12,0.0,0.0
2018-06-24,99.35,99.35,99.35,0.0,0.0,99.78,99.78,99.78,0.0,0.0,99.35,99.35,99.35,0.0,0.0,99.51,99.51,99.51,0.0,0.0
