Date,NATHStock_Open_average,NATHStock_Open_max,NATHStock_Open_min,NATHStock_Open_volatility,NATHStock_Open_change,NATHStock_High_average,NATHStock_High_max,NATHStock_High_min,NATHStock_High_volatility,NATHStock_High_change,NATHStock_Low_average,NATHStock_Low_max,NATHStock_Low_min,NATHStock_Low_volatility,NATHStock_Low_change,NATHStock_Close_average,NATHStock_Close_max,NATHStock_Close_min,NATHStock_Close_volatility,NATHStock_Close_change,NATHStock_Volume_average,NATHStock_Volume_max,NATHStock_Volume_min,NATHStock_Volume_volatility,NATHStock_Volume_change
2018-01-14,75.075,75.5,74.65,0.8499999999999943,-0.6500000000000057,76.21,77.0,75.55,1.4500000000000028,-1.4000000000000057,74.4125,74.75,74.05,0.7000000000000028,0.7000000000000028,75.07499999999999,75.6,74.6,1.0,0.5,8624,13728,6194,7534,-7534
2018-01-21,74.18,74.75,73.9,0.8499999999999943,-0.8499999999999943,74.95,75.5,74.25,1.25,-1.2000000000000028,73.7,74.05,73.3,0.75,-0.14999999999999147,74.19,75.05,73.75,1.2999999999999972,-1.0499999999999972,6905,10556,4143,6413,245
2018-01-28,72.266,73.95,71.15,2.799999999999997,-2.799999999999997,72.52199999999999,74.0,71.35,2.6500000000000057,-2.6500000000000057,70.52,72.5,69.35,3.1500000000000057,-2.549999999999997,71.52,72.5,70.1,2.4000000000000057,-2.4000000000000057,9863,19142,6260,12882,2525
2018-02-04,68.46,69.5,68.05,1.4500000000000028,-1.4000000000000057,70.22,72.45,68.1,4.3500000000000085,-4.3500000000000085,66.176,67.35,64.15,3.1999999999999886,-3.1999999999999886,67.83,68.65,66.7,1.9500000000000028,-1.4500000000000028,13407,26556,6301,20255,2876
2018-02-11,67.35000000000001,67.9,66.75,1.1500000000000057,0.15000000000000568,68.43599999999999,69.75,67.88,1.8700000000000045,0.6700000000000017,66.14,66.55,65.85,0.7000000000000028,-0.6499999999999915,67.46,68.0,66.8,1.2000000000000028,1.0,8963,15100,4897,10203,-1147
2018-02-18,66.8175,67.85,65.62,2.2299999999999898,-0.5,68.0625,68.6,67.8,0.7999999999999972,0.75,65.875,66.35,64.95,1.3999999999999915,0.29999999999999716,66.4625,67.4,65.95,1.4500000000000028,1.3000000000000114,9474,10571,8314,2257,-2003
2018-02-25,67.04,68.0,65.2,2.799999999999997,0.75,67.88000000000001,69.2,67.4,1.7999999999999972,0.5999999999999943,66.08,67.1,65.0,2.0999999999999943,-1.0,66.97,68.55,65.05,3.5,-0.5999999999999943,7577,12038,3455,8583,-2664
2018-03-04,66.92999999999999,67.3,66.35,0.9500000000000028,0.9500000000000028,68.22,69.8,67.55,2.25,0.8000000000000114,66.27,66.7,65.8,0.9000000000000057,0.15000000000000568,67.00999999999999,67.1,66.85,0.25,0.09999999999999432,15761,23913,6039,17874,-616
2018-03-11,63.99,66.95,60.35,6.600000000000001,-6.600000000000001,65.33,68.0,63.6,4.399999999999999,-3.0999999999999943,62.52,65.45,60.35,5.100000000000001,-5.100000000000001,63.09,65.95,61.15,4.800000000000004,-4.100000000000001,24354,60636,9416,51220,42156
2018-03-18,66.89,72.25,61.85,10.399999999999999,10.399999999999999,70.24,74.75,64.5,10.25,10.25,66.09,70.5,61.0,9.5,9.5,69.05,72.5,63.6,8.899999999999999,8.499999999999993,30362,47098,23760,23338,602
2018-03-25,71.8,72.6,71.0,1.5999999999999943,-1.5999999999999943,73.22,74.15,72.45,1.7000000000000028,0.6200000000000045,70.875,71.6,70.6,1.0,0.05000000000001137,72.2,73.9,70.9,3.0,1.7000000000000028,18192,30699,9861,20838,-10456
2018-04-01,72.948,74.2,70.69,3.510000000000005,0.4000000000000057,74.416,75.3,72.95,2.3499999999999943,1.4000000000000057,71.65,74.15,69.75,4.400000000000006,4.400000000000006,73.1,74.45,70.75,3.700000000000003,3.700000000000003,19447,30916,6499,24417,-22161
2018-04-08,74.41,74.8,73.95,0.8499999999999943,-0.8499999999999943,75.01,76.1,73.95,2.1499999999999915,-2.1499999999999915,73.534,74.12,72.95,1.1700000000000017,-0.45000000000000284,74.05,74.65,73.4,1.25,-0.5999999999999943,10644,16365,4698,11667,-7239
2018-04-15,77.73,80.2,74.5,5.700000000000003,5.25,79.69,81.0,75.8,5.200000000000003,4.900000000000006,77.206,79.35,74.0,5.349999999999994,5.349999999999994,78.85,80.4,74.5,5.900000000000006,5.200000000000003,8533,15141,4175,10966,-8302
2018-04-22,81.69,84.25,80.1,4.150000000000006,3.200000000000003,83.06,85.55,81.05,4.5,4.5,80.36,81.55,78.85,2.700000000000003,2.6000000000000085,81.81,84.4,79.85,4.550000000000011,2.3000000000000114,15450,26084,5340,20744,20744
2018-04-29,80.46000000000001,82.4,79.2,3.200000000000003,-2.0,81.92999999999999,83.1,80.7,2.3999999999999915,-0.04999999999999716,79.26,81.05,77.9,3.1499999999999915,-0.8499999999999943,80.53,81.95,78.9,3.049999999999997,-0.20000000000000284,24952,41994,14438,27556,7377
2018-05-06,80.54,81.8,79.25,2.549999999999997,-2.049999999999997,80.99,82.55,80.0,2.549999999999997,-2.549999999999997,78.83,80.15,77.7,2.450000000000003,-1.7000000000000028,79.75,81.95,78.45,3.5,-3.5,11768,18508,8877,9631,-1007
