Date,PowerShares Dynamic Building & ConstructionEtf_Open_average,PowerShares Dynamic Building & ConstructionEtf_Open_max,PowerShares Dynamic Building & ConstructionEtf_Open_min,PowerShares Dynamic Building & ConstructionEtf_Open_volatility,PowerShares Dynamic Building & ConstructionEtf_Open_change,PowerShares Dynamic Building & ConstructionEtf_High_average,PowerShares Dynamic Building & ConstructionEtf_High_max,PowerShares Dynamic Building & ConstructionEtf_High_min,PowerShares Dynamic Building & ConstructionEtf_High_volatility,PowerShares Dynamic Building & ConstructionEtf_High_change,PowerShares Dynamic Building & ConstructionEtf_Low_average,PowerShares Dynamic Building & ConstructionEtf_Low_max,PowerShares Dynamic Building & ConstructionEtf_Low_min,PowerShares Dynamic Building & ConstructionEtf_Low_volatility,PowerShares Dynamic Building & ConstructionEtf_Low_change,PowerShares Dynamic Building & ConstructionEtf_Close_average,PowerShares Dynamic Building & ConstructionEtf_Close_max,PowerShares Dynamic Building & ConstructionEtf_Close_min,PowerShares Dynamic Building & ConstructionEtf_Close_volatility,PowerShares Dynamic Building & ConstructionEtf_Close_change
2018-03-25,30.85,30.85,30.85,0.0,0.0,31.44,31.44,31.44,0.0,0.0,30.85,30.85,30.85,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-04-01,31.52,31.52,31.52,0.0,0.0,31.72,31.72,31.72,0.0,0.0,30.74,30.74,30.74,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2018-04-08,31.02,31.02,31.02,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-04-15,31.02,31.02,31.02,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-04-22,30.87,30.87,30.87,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2018-04-29,30.23,30.23,30.23,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2018-05-06,30.76,30.76,30.76,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2018-05-13,30.62,30.62,30.62,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-05-20,30.75,30.75,30.75,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.74,30.74,30.74,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2018-05-27,31.24,31.24,31.24,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2018-06-03,31.88,31.88,31.88,0.0,0.0,32.3,32.3,32.3,0.0,0.0,31.87,31.87,31.87,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2018-06-10,31.69,31.69,31.69,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2018-06-17,31.17,31.17,31.17,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2018-06-24,30.43,30.43,30.43,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2018-07-01,30.84,30.84,30.84,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-07-08,30.96,30.96,30.96,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2018-07-15,31.39,31.39,31.39,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2018-07-22,30.53,30.53,30.53,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2018-07-29,30.42,30.42,30.42,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-08-05,30.8,30.8,30.8,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2018-08-12,30.56,30.56,30.56,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2018-08-19,30.97,30.97,30.97,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2018-08-26,30.86,30.86,30.86,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-09-02,30.93,30.93,30.93,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-09-09,30.88,30.88,30.88,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.81,30.81,30.81,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2018-09-16,30.94,30.94,30.94,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2018-09-23,29.9,29.9,29.9,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2018-09-30,29.22,29.22,29.22,0.0,0.0,29.35,29.35,29.35,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2018-10-07,27.63,27.63,27.63,0.0,0.0,27.63,27.63,27.63,0.0,0.0,26.87,26.87,26.87,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2018-10-14,26.6,26.6,26.6,0.0,0.0,26.62,26.62,26.62,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2018-10-21,25.29,25.29,25.29,0.0,0.0,25.55,25.55,25.55,0.0,0.0,24.75,24.75,24.75,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-10-28,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-11-04,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2018-11-11,26.21,26.21,26.21,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2018-11-18,25.78,25.78,25.78,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.78,25.78,25.78,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2018-11-25,26.56,26.56,26.56,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-12-02,25.63,25.63,25.63,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2018-12-09,24.33,24.33,24.33,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2018-12-16,23.35,23.35,23.35,0.0,0.0,23.52,23.52,23.52,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2018-12-23,23.64,23.64,23.64,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2018-12-30,23.84,23.84,23.84,0.0,0.0,24.52,24.52,24.52,0.0,0.0,23.79,23.79,23.79,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-01-06,25.13,25.13,25.13,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2019-01-13,25.44,25.44,25.44,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-01-20,25.56,25.56,25.56,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2019-01-27,26.32,26.32,26.32,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-02-03,26.24,26.24,26.24,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-02-10,27.22,27.22,27.22,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-02-17,28.0,28.0,28.0,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.97,27.97,27.97,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2019-02-24,27.8,27.8,27.8,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-03-03,27.02,27.02,27.02,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-03-10,27.0,27.0,27.0,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2019-03-17,27.4,27.4,27.4,0.0,0.0,27.41,27.41,27.41,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-03-24,27.67,27.67,27.67,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2019-03-31,28.63,28.63,28.63,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-04-07,29.06,29.06,29.06,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2019-04-14,29.28,29.28,29.28,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-04-21,29.38,29.38,29.38,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-04-28,30.15,30.15,30.15,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2019-05-05,29.58,29.58,29.58,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-05-12,29.64,29.64,29.64,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2019-05-19,29.0,29.0,29.0,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-05-26,28.42,28.42,28.42,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-06-02,29.91,29.91,29.91,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2019-06-09,30.09,30.09,30.09,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-06-16,30.35,30.35,30.35,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-06-23,30.51,30.51,30.51,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-06-30,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.84,30.84,30.84,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2019-07-07,31.04,31.04,31.04,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-07-14,31.31,31.31,31.31,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-07-21,31.08,31.08,31.08,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2019-07-28,30.78,30.78,30.78,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-08-04,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-08-11,30.65,30.65,30.65,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2019-08-18,31.15,31.15,31.15,0.0,0.0,31.34,31.34,31.34,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-08-25,31.45,31.45,31.45,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2019-09-01,31.71,31.71,31.71,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-09-08,32.5,32.5,32.5,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-09-15,32.62,32.62,32.62,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2019-09-22,32.68,32.68,32.68,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-09-29,31.89,31.89,31.89,0.0,0.0,32.38,32.38,32.38,0.0,0.0,31.89,31.89,31.89,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-10-06,32.44,32.44,32.44,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-10-13,33.34,33.34,33.34,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.64,33.64,33.64,0.0,0.0
2019-10-20,34.07,34.07,34.07,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-10-27,33.74,33.74,33.74,0.0,0.0,34.37,34.37,34.37,0.0,0.0,33.74,33.74,33.74,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-11-03,33.08,33.08,33.08,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2019-11-10,34.13,34.13,34.13,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2019-11-17,33.7,33.7,33.7,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-11-24,34.4,34.4,34.4,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-12-01,34.27,34.27,34.27,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2019-12-08,33.68,33.68,33.68,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-12-15,33.31,33.31,33.31,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-12-22,33.44,33.44,33.44,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2019-12-29,33.29,33.29,33.29,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2020-01-05,33.88,33.88,33.88,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2020-01-12,35.14,35.14,35.14,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2020-01-19,36.24,36.24,36.24,0.0,0.0,36.34,36.34,36.34,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2020-01-26,35.63,35.63,35.63,0.0,0.0,35.78,35.78,35.78,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2020-02-02,35.52,35.52,35.52,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.67,35.67,35.67,0.0,0.0
2020-02-09,36.56,36.56,36.56,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2020-02-16,36.81,36.81,36.81,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2020-02-23,31.59,31.59,31.59,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2020-03-01,32.28,32.28,32.28,0.0,0.0,32.44,32.44,32.44,0.0,0.0,31.45,31.45,31.45,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2020-03-08,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2020-03-15,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2020-03-22,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2020-03-29,19.96,19.96,19.96,0.0,0.0,20.08,20.08,20.08,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2020-04-05,24.2,24.2,24.2,0.0,0.0,25.71,25.71,25.71,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2020-04-12,23.5,23.5,23.5,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2020-04-19,22.6,22.6,22.6,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2020-04-26,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2020-05-03,25.72,25.72,25.72,0.0,0.0,26.44,26.44,26.44,0.0,0.0,25.72,25.72,25.72,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2020-05-10,24.15,24.15,24.15,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2020-05-17,27.75,27.75,27.75,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2020-05-24,29.08,29.08,29.08,0.0,0.0,29.41,29.41,29.41,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2020-05-31,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2020-06-07,29.08,29.08,29.08,0.0,0.0,29.57,29.57,29.57,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2020-06-14,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,29.71,29.71,29.71,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2020-06-21,29.13,29.13,29.13,0.0,0.0,29.24,29.24,29.24,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2020-06-28,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2020-07-05,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0
