Date,BIOLStock_Open_average,BIOLStock_Open_max,BIOLStock_Open_min,BIOLStock_Open_volatility,BIOLStock_Open_change,BIOLStock_High_average,BIOLStock_High_max,BIOLStock_High_min,BIOLStock_High_volatility,BIOLStock_High_change,BIOLStock_Low_average,BIOLStock_Low_max,BIOLStock_Low_min,BIOLStock_Low_volatility,BIOLStock_Low_change,BIOLStock_Close_average,BIOLStock_Close_max,BIOLStock_Close_min,BIOLStock_Close_volatility,BIOLStock_Close_change,BIOLStock_Volume_average,BIOLStock_Volume_max,BIOLStock_Volume_min,BIOLStock_Volume_volatility,BIOLStock_Volume_change
2018-01-14,2.62625,2.7,2.555,0.14500000000000002,-0.09499999999999975,2.6625,2.7,2.65,0.050000000000000266,0.0,2.51275,2.55,2.5,0.04999999999999982,-0.000500000000000167,2.6001250000000002,2.625,2.585,0.040000000000000036,-0.009500000000000064,40912,88093,20662,67431,5713
2018-01-21,2.3902,2.625,1.95,0.675,-0.4434999999999998,2.4399,2.625,2.1495,0.4754999999999998,-0.4249999999999998,2.0957,2.421,1.85,0.5709999999999997,-0.5699999999999998,2.2540999999999998,2.5915,1.9955,0.5959999999999999,-0.5914999999999999,70964,183280,12288,170992,29565
2018-01-28,2.093,2.25,2.0,0.25,0.23499999999999988,2.173,2.35,2.015,0.33499999999999996,0.23499999999999988,1.98602,2.024,1.95,0.07400000000000007,0.07400000000000007,2.122,2.25,2.0,0.25,0.1915,36296,50469,27369,23100,23100
2018-02-04,2.1716,2.25,2.0,0.25,0.25,2.2779,2.34,2.1915,0.14849999999999985,0.10849999999999982,2.1023,2.1535,2.0,0.1535000000000002,0.15050000000000008,2.2063,2.25,2.175,0.07500000000000018,0.04900000000000038,11869,18238,4865,13373,-11186
2018-02-11,2.1615,2.2505,2.1,0.15050000000000008,0.007000000000000117,2.345,2.4,2.3,0.10000000000000009,-0.10000000000000009,2.09,2.15,2.0,0.1499999999999999,0.1499999999999999,2.2101,2.2505,2.15,0.10050000000000026,-0.000500000000000167,22207,34454,10280,24174,-13016
2018-02-18,2.1909,2.2575,2.1301,0.12739999999999974,-0.12739999999999974,2.2748749999999998,2.35,2.2,0.1499999999999999,-0.1499999999999999,2.1125,2.15,2.05,0.10000000000000009,-0.10000000000000009,2.1494999999999997,2.198,2.1,0.09799999999999986,-0.04999999999999982,12439,16114,5233,10881,1974
2018-02-25,2.082,2.175,2.05,0.125,0.11499999999999977,2.1733,2.2,2.1415,0.058499999999999996,0.03349999999999964,2.0621,2.0755,2.05,0.025500000000000078,0.015499999999999847,2.103,2.165,2.075,0.08999999999999986,0.0,9072,15208,3933,11275,8466
2018-03-04,2.3572,2.5,2.15,0.3500000000000001,0.3500000000000001,2.465,2.5980000000000003,2.295,0.3030000000000004,0.3030000000000004,2.2161,2.3,2.0935,0.20649999999999968,0.20649999999999968,2.3295,2.45,2.2195,0.23050000000000015,0.1499999999999999,44124,79178,13424,65754,60579
2018-03-11,2.367,2.45,2.25,0.20000000000000018,0.10000000000000009,2.479,2.55,2.3945,0.15549999999999997,0.05550000000000033,2.3171,2.385,2.25,0.1349999999999998,0.10000000000000009,2.367,2.45,2.3,0.15000000000000036,-0.0349999999999997,29099,44224,17906,26318,516
2018-03-18,2.2456199999999997,2.4,2.09,0.31000000000000005,-0.19989999999999997,2.3440000000000003,2.45,2.24,0.20999999999999996,-0.20999999999999996,2.1105,2.25,2.0105,0.23950000000000005,-0.1499999999999999,2.1725,2.26,2.085,0.17499999999999982,-0.07199999999999962,23517,42173,5141,37032,-32182
