Date,CHTRStock_Open_average,CHTRStock_Open_max,CHTRStock_Open_min,CHTRStock_Open_volatility,CHTRStock_Open_change,CHTRStock_High_average,CHTRStock_High_max,CHTRStock_High_min,CHTRStock_High_volatility,CHTRStock_High_change,CHTRStock_Low_average,CHTRStock_Low_max,CHTRStock_Low_min,CHTRStock_Low_volatility,CHTRStock_Low_change,CHTRStock_Close_average,CHTRStock_Close_max,CHTRStock_Close_min,CHTRStock_Close_volatility,CHTRStock_Close_change,CHTRStock_Volume_average,CHTRStock_Volume_max,CHTRStock_Volume_min,CHTRStock_Volume_volatility,CHTRStock_Volume_change
2018-01-14,358.4975,366.73,352.18,14.550000000000011,14.550000000000011,362.945,370.0,356.54,13.45999999999998,13.45999999999998,355.305,362.8,349.87,12.930000000000007,12.930000000000007,360.5175,366.05,352.93,13.120000000000005,13.120000000000005,1304990,1534560,1112560,422000,340820
2018-01-21,371.338,376.23,366.37,9.860000000000014,9.45999999999998,375.316,378.38,371.0,7.3799999999999955,7.139999999999986,369.088,374.31,366.0,8.310000000000002,8.310000000000002,373.564,377.0,369.25,7.75,6.75,1366742,1821960,981780,840180,-593410
2018-01-28,376.50600000000003,380.0,374.81,5.189999999999998,4.759999999999991,382.162,396.64,376.62,20.019999999999982,20.019999999999982,372.47999999999996,375.5,370.71,4.7900000000000205,4.7900000000000205,377.4,387.5,371.18,16.319999999999993,13.0,2124616,4374880,925630,3449250,3449250
2018-02-04,367.66,391.6,351.41,40.19,-40.19,371.016,395.0,355.56,39.44,-39.44,356.186,371.47,343.15,28.32000000000005,-28.32000000000005,360.79,372.57,348.65,23.920000000000016,-23.139999999999986,2519556,4492120,1554980,2937140,-964460
2018-02-11,356.42,364.03,350.26,13.769999999999982,13.769999999999982,362.634,370.09,357.49,12.599999999999966,9.70999999999998,354.508,361.49,350.0,11.490000000000009,11.490000000000009,360.366,365.66,355.68,9.980000000000018,7.78000000000003,878332,1096710,751950,344760,-103130
2018-02-18,361.2675,364.98,359.34,5.640000000000043,-5.25,366.49,368.09,365.23,2.859999999999957,2.859999999999957,356.6175,358.67,355.02,3.650000000000034,-2.400000000000034,360.3875,365.06,356.75,8.310000000000002,6.2900000000000205,724022,878280,601080,277200,-189650
2018-02-25,351.12,365.32,336.86,28.45999999999998,-28.45999999999998,354.108,368.37,339.73,28.639999999999986,-28.639999999999986,343.908,357.29,331.81,25.480000000000018,-25.480000000000018,344.666,358.02,332.75,25.269999999999982,-25.269999999999982,1226560,1986250,770170,1216080,1216080
2018-03-04,339.748,349.17,330.51,18.660000000000025,11.54000000000002,346.274,349.53,339.73,9.799999999999955,-0.13999999999998636,335.536,340.26,328.93,11.329999999999984,11.329999999999984,342.402,347.59,337.96,9.629999999999995,0.9899999999999523,1397394,2740420,940930,1799490,-1799490
2018-03-11,348.666,361.05,340.14,20.910000000000025,-8.329999999999984,354.594,369.51,343.69,25.819999999999993,-24.75,342.908,349.56,337.14,12.420000000000016,-9.70999999999998,346.382,359.22,339.55,19.670000000000016,-17.05000000000001,1568094,2883020,823330,2059690,881750
2018-03-18,329.154,340.69,322.65,18.04000000000002,-18.029999999999973,330.32,340.69,323.35,17.339999999999975,-16.94999999999999,322.966,331.49,311.78,19.710000000000036,-19.710000000000036,324.286,332.99,312.39,20.600000000000023,-20.600000000000023,1465992,2769200,907380,1861820,-174660
2018-03-25,312.4375,316.45,306.63,9.819999999999993,-9.819999999999993,315.1,316.9,312.84,4.060000000000002,-2.2399999999999523,306.195,307.71,303.78,3.930000000000007,-3.4500000000000455,309.97,312.18,306.26,5.920000000000016,-0.9599999999999795,1517287,1747500,1305810,441690,-225900
2018-04-01,309.236,314.88,304.38,10.5,5.96999999999997,313.832,317.64,310.6,7.039999999999964,5.479999999999961,304.98400000000004,311.94,298.67,13.269999999999982,9.800000000000011,309.924,317.02,303.87,13.149999999999977,6.800000000000011,1485484,1857070,875450,981620,-517970
2018-04-08,309.702,319.59,304.3,15.289999999999964,-4.529999999999973,312.668,319.74,307.2,12.54000000000002,-10.930000000000007,304.856,310.67,299.23,11.439999999999998,-6.610000000000014,308.066,316.51,303.33,13.180000000000007,-10.599999999999966,1403292,1669490,964090,705400,-179950
2018-04-15,313.284,316.35,308.84,7.510000000000048,5.970000000000027,318.794,322.89,315.4,7.490000000000009,3.3000000000000114,309.806,314.01,304.35,9.659999999999968,5.819999999999993,313.454,317.46,310.48,6.979999999999961,-1.8999999999999773,1139264,1333610,915830,417780,-417780
2018-04-22,300.30199999999996,312.53,275.14,37.389999999999986,-36.860000000000014,302.968,315.04,279.06,35.98000000000002,-35.98000000000002,290.1,309.16,250.1,59.06000000000003,-59.06000000000003,294.614,309.97,263.32,46.650000000000034,-46.650000000000034,4200038,15522710,819450,14703260,14703260
