Date,JWaStock_Open_average,JWaStock_Open_max,JWaStock_Open_min,JWaStock_Open_volatility,JWaStock_Open_change,JWaStock_High_average,JWaStock_High_max,JWaStock_High_min,JWaStock_High_volatility,JWaStock_High_change,JWaStock_Low_average,JWaStock_Low_max,JWaStock_Low_min,JWaStock_Low_volatility,JWaStock_Low_change,JWaStock_Close_average,JWaStock_Close_max,JWaStock_Close_min,JWaStock_Close_volatility,JWaStock_Close_change,JWaStock_Volume_average,JWaStock_Volume_max,JWaStock_Volume_min,JWaStock_Volume_volatility,JWaStock_Volume_change
2018-01-14,65.625,66.6,64.9,1.6999999999999886,-0.8999999999999915,66.0125,66.65,65.45,1.2000000000000028,-0.5,64.9875,65.45,64.7,0.75,0.45000000000000284,65.55,66.15,65.1,1.0500000000000114,1.0,202988,261874,169104,92770,-75599
2018-01-21,66.75,68.4,65.75,2.6500000000000057,0.4000000000000057,67.42,68.4,66.05,2.3500000000000085,0.9500000000000028,65.81,67.55,65.15,2.3999999999999915,0.19999999999998863,66.55,67.85,65.7,2.1499999999999915,-0.29999999999999716,238371,328366,142747,185619,-48953
2018-01-28,64.85,65.95,63.35,2.6000000000000014,-1.7000000000000028,65.32,66.1,64.35,1.75,-1.75,63.856,65.5,62.73,2.770000000000003,-2.770000000000003,64.27,65.7,63.0,2.700000000000003,-2.700000000000003,373059,1027871,131276,896595,-80661
2018-02-04,62.23,63.05,61.1,1.9499999999999957,-0.7000000000000028,63.162,63.45,62.95,0.5,0.04999999999999716,61.32,62.55,60.7,1.8499999999999943,-0.6499999999999986,62.32,63.05,61.25,1.7999999999999972,0.8999999999999986,232578,331818,167191,164627,20580
2018-02-11,63.99,65.45,62.85,2.6000000000000014,2.6000000000000014,64.646,65.55,63.75,1.7999999999999972,1.7999999999999972,63.3,64.8,62.25,2.549999999999997,2.549999999999997,64.34,64.95,63.5,1.4500000000000028,1.4500000000000028,257626,515001,163971,351030,306123
2018-02-18,65.125,65.5,64.55,0.9500000000000028,0.8500000000000085,65.655,65.92,65.2,0.7199999999999989,0.45000000000000284,64.55,64.9,64.05,0.8500000000000085,0.5500000000000114,65.1875,65.5,64.9,0.5999999999999943,0.5999999999999943,167963,222623,136419,86204,77097
2018-02-25,64.77,65.7,62.75,2.950000000000003,-2.950000000000003,65.39999999999999,65.85,65.0,0.8499999999999943,-0.7999999999999972,64.03,65.25,62.75,2.5,-2.5,64.69,65.5,64.05,1.4500000000000028,-0.7000000000000028,232781,344569,194753,149816,-16950
2018-03-04,65.03,65.3,64.75,0.5499999999999972,0.5499999999999972,65.84,66.95,65.35,1.6000000000000085,0.5500000000000114,64.64,64.9,64.2,0.7000000000000028,0.7000000000000028,65.22,65.5,65.05,0.45000000000000284,0.0,312237,439699,217389,222310,114296
2018-03-11,65.49,65.95,65.25,0.7000000000000028,-0.05000000000001137,65.94,66.15,65.55,0.6000000000000085,-0.05000000000001137,64.9,65.25,64.5,0.75,-0.75,65.07000000000001,65.45,64.55,0.9000000000000057,-0.9000000000000057,306545,466677,199949,266728,123427
2018-03-18,64.56,65.0,63.85,1.1499999999999986,-0.6499999999999986,65.15,65.65,64.55,1.1000000000000085,-0.5,64.09,64.7,63.55,1.1500000000000057,-0.7000000000000028,64.43,64.95,63.75,1.2000000000000028,-0.8500000000000014,180026,261274,107073,154201,103567
2018-03-25,64.0875,64.55,63.35,1.1999999999999957,-1.1999999999999957,64.525,64.85,64.15,0.6999999999999886,-0.5999999999999943,63.325,64.05,62.6,1.4499999999999957,-0.6999999999999957,63.625,64.5,62.75,1.75,-0.7999999999999972,259444,431593,188832,242761,-38507
2018-04-01,63.66,64.5,62.8,1.7000000000000028,1.2999999999999972,64.47,64.95,63.7,1.25,1.2000000000000028,63.084,64.2,61.95,2.25,1.3999999999999986,63.77,64.5,62.4,2.1000000000000014,1.3500000000000014,224056,340667,180449,160218,21528
