Date,AMOVStock_Open_average,AMOVStock_Open_max,AMOVStock_Open_min,AMOVStock_Open_volatility,AMOVStock_Open_change,AMOVStock_High_average,AMOVStock_High_max,AMOVStock_High_min,AMOVStock_High_volatility,AMOVStock_High_change,AMOVStock_Low_average,AMOVStock_Low_max,AMOVStock_Low_min,AMOVStock_Low_volatility,AMOVStock_Low_change,AMOVStock_Close_average,AMOVStock_Close_max,AMOVStock_Close_min,AMOVStock_Close_volatility,AMOVStock_Close_change,AMOVStock_Volume_average,AMOVStock_Volume_max,AMOVStock_Volume_min,AMOVStock_Volume_volatility,AMOVStock_Volume_change
2018-01-14,17.509999999999998,17.98,17.05,0.9299999999999997,0.9299999999999997,17.965,18.42,17.55,0.870000000000001,0.870000000000001,17.4325,17.67,17.05,0.620000000000001,0.620000000000001,17.8175,18.18,17.34,0.8399999999999999,0.8399999999999999,5231,10090,847,9243,4683
2018-01-21,18.462,18.9,18.12,0.7799999999999976,0.6699999999999982,18.642,19.1,18.17,0.9299999999999997,0.6000000000000014,18.356,18.87,17.85,1.0199999999999996,0.4599999999999973,18.574,18.96,18.17,0.7899999999999991,0.6099999999999994,3491,4276,2309,1967,-623
2018-01-28,18.566,18.78,18.47,0.3100000000000023,0.2699999999999996,18.726,19.13,18.53,0.5999999999999979,0.1700000000000017,18.432,18.49,18.32,0.16999999999999815,0.029999999999997584,18.646,19.11,18.42,0.6899999999999977,-0.030000000000001137,7167,16085,1796,14289,-4103
2018-02-04,17.798000000000002,18.23,17.53,0.6999999999999993,-0.46999999999999886,18.096,18.54,17.7,0.8399999999999999,-0.8399999999999999,17.526,17.95,16.84,1.1099999999999994,-1.0100000000000016,17.882,18.27,17.62,0.6499999999999986,-0.15000000000000213,11472,22662,5380,17282,16389
2018-02-11,18.288,19.37,17.62,1.75,1.75,18.616,19.37,17.82,1.5500000000000007,1.5500000000000007,18.156000000000002,19.01,17.62,1.3900000000000006,1.3900000000000006,18.562,19.36,17.77,1.5899999999999999,1.4400000000000013,3860,8077,1484,6593,1113
2018-02-18,19.09,19.19,19.01,0.17999999999999972,0.17999999999999972,19.1575,19.23,19.04,0.19000000000000128,0.15000000000000213,18.93,19.01,18.82,0.19000000000000128,0.10000000000000142,18.9575,19.01,18.9,0.11000000000000298,0.05000000000000071,11173,27293,2619,24674,22658
2018-02-25,18.75,19.14,18.28,0.8599999999999994,-0.8599999999999994,18.82,19.23,18.35,0.879999999999999,-0.879999999999999,18.538,18.98,18.14,0.8399999999999999,-0.8399999999999999,18.66,19.16,18.29,0.870000000000001,-0.8099999999999987,4899,13674,1388,12286,-3620
2018-03-04,18.758,19.0,18.54,0.46000000000000085,0.379999999999999,18.886,19.14,18.58,0.5600000000000023,0.25,18.662,19.0,18.51,0.48999999999999844,0.379999999999999,18.796,19.14,18.55,0.5899999999999999,0.25,2425,4097,1258,2839,2397
2018-03-11,19.23,19.43,19.02,0.41000000000000014,0.08999999999999986,19.292,19.46,19.14,0.3200000000000003,-0.03999999999999915,19.082,19.3,18.85,0.4499999999999993,-0.09999999999999787,19.13,19.46,18.85,0.6099999999999994,-0.16999999999999815,2410,6051,407,5644,-3272
2018-03-18,18.81,18.99,18.66,0.3299999999999983,0.2099999999999973,19.02,19.21,18.78,0.4299999999999997,0.2699999999999996,18.666,18.75,18.55,0.1999999999999993,0.0799999999999983,18.828,19.2,18.55,0.6499999999999986,0.0799999999999983,9772,14389,4331,10058,-3624
