Date,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Open_average,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Open_max,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Open_min,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Open_volatility,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Open_change,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_High_average,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_High_max,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_High_min,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_High_volatility,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_High_change,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Low_average,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Low_max,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Low_min,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Low_volatility,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Low_change,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Close_average,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Close_max,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Close_min,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Close_volatility,Direxion Daily 20+ Year Treasury Bear 1X SharesEtf_Close_change
2018-03-25,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2018-04-01,20.52,20.52,20.52,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2018-04-08,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2018-04-15,20.92,20.92,20.92,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.92,20.92,20.92,0.0,0.0,21.11,21.11,21.11,0.0,0.0
2018-04-22,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2018-04-29,21.2,21.2,21.2,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2018-05-06,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2018-05-13,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.39,21.39,21.39,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2018-05-20,20.49,20.49,20.49,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2018-05-27,20.75,20.75,20.75,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2018-06-03,20.85,20.85,20.85,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2018-06-10,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2018-06-17,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2018-06-24,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2018-07-01,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2018-07-08,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2018-07-15,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2018-07-22,20.9,20.9,20.9,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2018-07-29,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2018-08-05,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2018-08-12,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0
2018-08-19,20.47,20.47,20.47,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2018-08-26,20.76,20.76,20.76,0.0,0.0,20.76,20.76,20.76,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2018-09-02,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2018-09-09,20.95,20.95,20.95,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2018-09-16,21.37,21.37,21.37,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2018-09-23,21.29,21.29,21.29,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2018-09-30,21.85,21.85,21.85,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2018-10-07,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2018-10-14,21.72,21.72,21.72,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2018-10-21,21.69,21.69,21.69,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2018-10-28,21.69,21.69,21.69,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.69,21.69,21.69,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2018-11-04,21.87,21.87,21.87,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2018-11-11,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2018-11-18,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2018-11-25,21.42,21.42,21.42,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.54,21.54,21.54,0.0,0.0
2018-12-02,21.02,21.02,21.02,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2018-12-09,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2018-12-16,20.49,20.49,20.49,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2018-12-23,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2018-12-30,20.19,20.19,20.19,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.18,20.18,20.18,0.0,0.0
2019-01-06,20.39,20.39,20.39,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2019-01-13,20.57,20.57,20.57,0.0,0.0,20.63,20.63,20.63,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2019-01-20,20.43,20.43,20.43,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2019-01-27,20.32,20.32,20.32,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2019-02-03,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-02-10,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-02-17,20.32,20.32,20.32,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2019-02-24,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2019-03-03,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2019-03-10,20.23,20.23,20.23,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2019-03-17,19.74,19.74,19.74,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2019-03-24,19.49,19.49,19.49,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.44,19.44,19.44,0.0,0.0
2019-03-31,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-04-07,19.97,19.97,19.97,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.97,19.97,19.97,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2019-04-14,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0
2019-04-21,19.86,19.86,19.86,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-04-28,19.86,19.86,19.86,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2019-05-05,19.64,19.64,19.64,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.68,19.68,19.68,0.0,0.0
2019-05-12,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2019-05-19,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2019-05-26,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2019-06-02,18.57,18.57,18.57,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.65,18.65,18.65,0.0,0.0
2019-06-09,18.72,18.72,18.72,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2019-06-16,18.65,18.65,18.65,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2019-06-23,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2019-06-30,18.25,18.25,18.25,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.46,18.46,18.46,0.0,0.0
2019-07-07,18.83,18.83,18.83,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2019-07-14,18.58,18.58,18.58,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2019-07-21,18.64,18.64,18.64,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.64,18.64,18.64,0.0,0.0
2019-07-28,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.94,17.94,17.94,0.0,0.0
2019-08-04,17.3,17.3,17.3,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.48,17.48,17.48,0.0,0.0
2019-08-11,16.8,16.8,16.8,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2019-08-18,16.84,16.84,16.84,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2019-08-25,16.71,16.71,16.71,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0
2019-09-01,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.75,16.75,16.75,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2019-09-08,17.67,17.67,17.67,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.88,17.88,17.88,0.0,0.0
2019-09-15,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2019-09-22,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2019-09-29,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0
2019-10-06,17.17,17.17,17.17,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.17,17.17,17.17,0.0,0.0,17.26,17.26,17.26,0.0,0.0
2019-10-13,17.38,17.38,17.38,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2019-10-20,17.42,17.42,17.42,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.52,17.52,17.52,0.0,0.0
2019-10-27,17.21,17.21,17.21,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.24,17.24,17.24,0.0,0.0
2019-11-03,17.9,17.9,17.9,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2019-11-10,17.56,17.56,17.56,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.59,17.59,17.59,0.0,0.0
2019-11-17,17.28,17.28,17.28,0.0,0.0,17.33,17.33,17.33,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.33,17.33,17.33,0.0,0.0
2019-11-24,17.29,17.29,17.29,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2019-12-01,17.55,17.55,17.55,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.43,17.43,17.43,0.0,0.0,17.51,17.51,17.51,0.0,0.0
2019-12-08,17.52,17.52,17.52,0.0,0.0,17.61,17.61,17.61,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-12-15,17.69,17.69,17.69,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.69,17.69,17.69,0.0,0.0
2019-12-22,17.58,17.58,17.58,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.58,17.58,17.58,0.0,0.0
2019-12-29,17.44,17.44,17.44,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0
2020-01-05,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2020-01-12,17.56,17.56,17.56,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2020-01-19,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2020-01-26,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2020-02-02,16.73,16.73,16.73,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.71,16.71,16.71,0.0,0.0,16.71,16.71,16.71,0.0,0.0
2020-02-09,16.66,16.66,16.66,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.66,16.66,16.66,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2020-02-16,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0
2020-02-23,15.49,15.49,15.49,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.48,15.48,15.48,0.0,0.0,15.52,15.52,15.52,0.0,0.0
2020-03-01,14.35,14.35,14.35,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.43,14.43,14.43,0.0,0.0
2020-03-08,15.56,15.56,15.56,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2020-03-15,14.78,14.78,14.78,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2020-03-22,13.87,13.87,13.87,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.87,13.87,13.87,0.0,0.0
2020-03-29,13.78,13.78,13.78,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.78,13.78,13.78,0.0,0.0,13.78,13.78,13.78,0.0,0.0
2020-04-05,14.08,14.08,14.08,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.13,14.13,14.13,0.0,0.0
2020-04-12,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0
2020-04-19,13.58,13.58,13.58,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.58,13.58,13.58,0.0,0.0
2020-04-26,13.79,13.79,13.79,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.79,13.79,13.79,0.0,0.0
2020-05-03,14.05,14.05,14.05,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2020-05-10,13.87,13.87,13.87,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.87,13.87,13.87,0.0,0.0
2020-05-17,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2020-05-24,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2020-05-31,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2020-06-07,14.12,14.12,14.12,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2020-06-14,14.18,14.18,14.18,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.18,14.18,14.18,0.0,0.0
2020-06-21,13.94,13.94,13.94,0.0,0.0,13.94,13.94,13.94,0.0,0.0,13.94,13.94,13.94,0.0,0.0,13.94,13.94,13.94,0.0,0.0
2020-06-28,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2020-07-05,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.91,13.91,13.91,0.0,0.0
