Date,Fidelity MSCI Consumer StaplesEtf_Open_average,Fidelity MSCI Consumer StaplesEtf_Open_max,Fidelity MSCI Consumer StaplesEtf_Open_min,Fidelity MSCI Consumer StaplesEtf_Open_volatility,Fidelity MSCI Consumer StaplesEtf_Open_change,Fidelity MSCI Consumer StaplesEtf_High_average,Fidelity MSCI Consumer StaplesEtf_High_max,Fidelity MSCI Consumer StaplesEtf_High_min,Fidelity MSCI Consumer StaplesEtf_High_volatility,Fidelity MSCI Consumer StaplesEtf_High_change,Fidelity MSCI Consumer StaplesEtf_Low_average,Fidelity MSCI Consumer StaplesEtf_Low_max,Fidelity MSCI Consumer StaplesEtf_Low_min,Fidelity MSCI Consumer StaplesEtf_Low_volatility,Fidelity MSCI Consumer StaplesEtf_Low_change,Fidelity MSCI Consumer StaplesEtf_Close_average,Fidelity MSCI Consumer StaplesEtf_Close_max,Fidelity MSCI Consumer StaplesEtf_Close_min,Fidelity MSCI Consumer StaplesEtf_Close_volatility,Fidelity MSCI Consumer StaplesEtf_Close_change
2018-10-21,32.87,32.87,32.87,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2018-10-28,33.66,33.66,33.66,0.0,0.0,33.66,33.66,33.66,0.0,0.0,32.98,32.98,32.98,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2018-11-04,34.06,34.06,34.06,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2018-11-11,33.55,33.55,33.55,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-11-18,32.7,32.7,32.7,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-11-25,33.55,33.55,33.55,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2018-12-02,33.18,33.18,33.18,0.0,0.0,33.33,33.33,33.33,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-12-09,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2018-12-16,30.46,30.46,30.46,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2018-12-23,30.6,30.6,30.6,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2018-12-30,30.44,30.44,30.44,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-01-06,30.94,30.94,30.94,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.92,30.92,30.92,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2019-01-13,31.4,31.4,31.4,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2019-01-20,31.33,31.33,31.33,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2019-01-27,32.16,32.16,32.16,0.0,0.0,32.18,32.18,32.18,0.0,0.0,31.92,31.92,31.92,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2019-02-03,32.17,32.17,32.17,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2019-02-10,32.72,32.72,32.72,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-02-17,32.73,32.73,32.73,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2019-02-24,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-03-03,32.51,32.51,32.51,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-03-10,32.95,32.95,32.95,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2019-03-17,33.28,33.28,33.28,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-03-24,33.7,33.7,33.7,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-03-31,33.45,33.45,33.45,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-04-07,33.81,33.81,33.81,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2019-04-14,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-04-21,33.98,33.98,33.98,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.92,33.92,33.92,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2019-04-28,34.43,34.43,34.43,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2019-05-05,33.9,33.9,33.9,0.0,0.0,34.41,34.41,34.41,0.0,0.0,33.76,33.76,33.76,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-05-12,34.55,34.55,34.55,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2019-05-19,34.66,34.66,34.66,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-05-26,33.56,33.56,33.56,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-06-02,34.78,34.78,34.78,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-06-09,35.26,35.26,35.26,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-06-16,35.14,35.14,35.14,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2019-06-23,34.89,34.89,34.89,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2019-06-30,35.48,35.48,35.48,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2019-07-07,35.74,35.74,35.74,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2019-07-14,36.2,36.2,36.2,0.0,0.0,36.26,36.26,36.26,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2019-07-21,35.82,35.82,35.82,0.0,0.0,36.14,36.14,36.14,0.0,0.0,35.76,35.76,35.76,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2019-07-28,35.43,35.43,35.43,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2019-08-04,35.62,35.62,35.62,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2019-08-11,35.8,35.8,35.8,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2019-08-18,36.17,36.17,36.17,0.0,0.0,36.25,36.25,36.25,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-08-25,36.33,36.33,36.33,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2019-09-01,36.62,36.62,36.62,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.66,36.66,36.66,0.0,0.0
2019-09-08,36.66,36.66,36.66,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2019-09-15,36.25,36.25,36.25,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-09-22,36.59,36.59,36.59,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2019-09-29,36.11,36.11,36.11,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.58,36.58,36.58,0.0,0.0
2019-10-06,36.44,36.44,36.44,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2019-10-13,36.22,36.22,36.22,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2019-10-20,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2019-10-27,36.61,36.61,36.61,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.58,36.58,36.58,0.0,0.0
2019-11-03,36.34,36.34,36.34,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2019-11-10,36.74,36.74,36.74,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2019-11-17,36.73,36.73,36.73,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-11-24,37.04,37.04,37.04,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-12-01,37.32,37.32,37.32,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2019-12-08,37.28,37.28,37.28,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2019-12-15,37.56,37.56,37.56,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2019-12-22,37.78,37.78,37.78,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2019-12-29,37.27,37.27,37.27,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2020-01-05,37.61,37.61,37.61,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2020-01-12,38.18,38.18,38.18,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2020-01-19,38.32,38.32,38.32,0.0,0.0,38.36,38.36,38.36,0.0,0.0,37.91,37.91,37.91,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2020-01-26,38.11,38.11,38.11,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2020-02-02,38.29,38.29,38.29,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2020-02-09,38.66,38.66,38.66,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2020-02-16,38.45,38.45,38.45,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2020-02-23,34.57,34.57,34.57,0.0,0.0,34.64,34.64,34.64,0.0,0.0,33.5,33.5,33.5,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2020-03-01,35.97,35.97,35.97,0.0,0.0,36.78,36.78,36.78,0.0,0.0,35.77,35.77,35.77,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2020-03-08,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2020-03-15,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2020-03-22,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2020-03-29,32.46,32.46,32.46,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2020-04-05,34.27,34.27,34.27,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2020-04-12,35.76,35.76,35.76,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2020-04-19,34.54,34.54,34.54,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2020-04-26,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2020-05-03,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2020-05-10,33.67,33.67,33.67,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2020-05-17,34.02,34.02,34.02,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.97,33.97,33.97,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2020-05-24,34.99,34.99,34.99,0.0,0.0,35.27,35.27,35.27,0.0,0.0,34.74,34.74,34.74,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2020-05-31,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2020-06-07,35.07,35.07,35.07,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2020-06-14,35.63,35.63,35.63,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2020-06-21,34.61,34.61,34.61,0.0,0.0,34.73,34.73,34.73,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2020-06-28,35.04,35.04,35.04,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2020-07-05,35.11,35.11,35.11,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.59,35.59,35.59,0.0,0.0
