Date,BBBYStock_Open_average,BBBYStock_Open_max,BBBYStock_Open_min,BBBYStock_Open_volatility,BBBYStock_Open_change,BBBYStock_High_average,BBBYStock_High_max,BBBYStock_High_min,BBBYStock_High_volatility,BBBYStock_High_change,BBBYStock_Low_average,BBBYStock_Low_max,BBBYStock_Low_min,BBBYStock_Low_volatility,BBBYStock_Low_change,BBBYStock_Close_average,BBBYStock_Close_max,BBBYStock_Close_min,BBBYStock_Close_volatility,BBBYStock_Close_change,BBBYStock_Volume_average,BBBYStock_Volume_max,BBBYStock_Volume_min,BBBYStock_Volume_volatility,BBBYStock_Volume_change
2018-01-14,23.14,23.36,23.05,0.3099999999999987,0.05000000000000071,23.615,23.74,23.48,0.259999999999998,0.23999999999999844,22.945,23.06,22.77,0.28999999999999915,-0.05000000000000071,23.335,23.72,23.01,0.7099999999999973,0.7099999999999973,4348073,5977652,3057223,2920429,-2920429
2018-01-21,23.428,23.87,22.07,1.8000000000000007,-1.6900000000000013,23.682,24.08,22.57,1.509999999999998,-1.4100000000000001,22.874,23.52,21.4,2.120000000000001,-2.120000000000001,23.368000000000002,23.96,22.53,1.4299999999999997,-1.3099999999999987,3242331,5653517,2266201,3387316,2691960
2018-01-28,22.686,23.01,22.49,0.5200000000000031,-0.030000000000001137,22.926,23.27,22.7,0.5700000000000003,-0.060000000000002274,22.17,22.78,21.48,1.3000000000000007,-0.46999999999999886,22.634,23.08,21.68,1.3999999999999986,-1.0300000000000011,4172587,4923118,2955891,1967227,1967227
2018-02-04,21.406000000000002,22.26,20.19,2.0700000000000003,0.5500000000000007,22.026,22.39,21.2,1.1900000000000013,0.25,20.724,21.32,19.84,1.4800000000000004,0.4299999999999997,21.484,22.18,20.52,1.6600000000000001,1.240000000000002,4186413,5254760,3223745,2031015,-1108514
2018-02-11,22.196,22.99,21.52,1.4699999999999989,1.0700000000000003,22.674,23.42,21.74,1.6800000000000033,1.370000000000001,21.868000000000002,22.8,21.1,1.6999999999999993,1.6699999999999982,22.4,22.95,21.68,1.2699999999999996,1.2199999999999989,2893189,3742808,1953028,1789780,-833848
2018-02-18,22.2025,22.7,21.84,0.8599999999999994,-0.8599999999999994,22.3925,22.84,21.99,0.8500000000000014,-0.8500000000000014,21.7525,22.02,21.44,0.5799999999999983,-0.46999999999999886,21.9625,22.19,21.63,0.5600000000000023,-0.08999999999999986,2669252,3069760,2410439,659321,-264835
2018-02-25,21.478,21.99,20.79,1.1999999999999993,-1.1999999999999993,21.928,22.41,21.5,0.9100000000000001,-0.16000000000000014,21.044,21.51,20.63,0.8800000000000026,-0.8000000000000007,21.482,21.83,21.07,0.759999999999998,0.11999999999999744,3081252,3531660,2382747,1148913,-143120
2018-03-04,21.983999999999998,22.26,21.83,0.43000000000000327,0.05000000000000071,22.438,22.66,22.14,0.5199999999999996,0.3000000000000007,21.764,21.9,21.64,0.259999999999998,0.14999999999999858,22.09,22.46,21.75,0.7100000000000009,0.5199999999999996,2552227,4348586,1544353,2804233,-1710804
2018-03-11,22.39,22.77,21.83,0.9400000000000013,-0.6300000000000026,22.782,23.28,22.45,0.8300000000000018,-0.620000000000001,22.112000000000002,22.46,21.77,0.6900000000000013,-0.6900000000000013,22.324,22.67,21.87,0.8000000000000007,-0.4200000000000017,2895062,5594415,1360642,4233773,2106762
2018-03-18,21.878,22.34,21.37,0.9699999999999989,-0.8299999999999983,22.194,22.5,21.88,0.620000000000001,-0.620000000000001,21.6,21.98,21.29,0.6900000000000013,-0.6900000000000013,21.704,22.26,21.3,0.9600000000000009,-0.9600000000000009,2487147,3406384,1765970,1640414,-1160827
2018-03-25,20.935,21.56,20.3,1.259999999999998,-0.8399999999999999,21.2325,21.76,20.8,0.9600000000000009,-0.5800000000000018,20.419999999999998,20.68,20.15,0.5300000000000011,-0.030000000000001137,20.73,21.07,20.25,0.8200000000000003,-0.08000000000000185,3388967,4117653,2760406,1357247,-910714
2018-04-01,20.924,21.53,20.32,1.2100000000000009,0.370000000000001,21.398,21.74,20.84,0.8999999999999986,0.4499999999999993,20.52,21.14,20.03,1.1099999999999994,0.7899999999999991,20.976,21.54,20.24,1.3000000000000007,0.7600000000000016,3257900,3946810,2770144,1176666,736749
2018-04-08,19.712,21.23,17.28,3.9499999999999993,-3.9499999999999993,19.98,21.63,17.51,4.119999999999997,-3.789999999999999,19.3,21.11,17.19,3.919999999999998,-3.41,19.608,21.5,17.21,4.289999999999999,-3.539999999999999,13531849,38483620,4499843,33983777,5564700
2018-04-15,17.636,18.08,17.34,0.7399999999999984,0.3999999999999986,17.97,18.61,17.65,0.9600000000000009,0.14000000000000057,17.3,17.38,17.11,0.2699999999999996,-0.19000000000000128,17.586,18.12,17.14,0.9800000000000004,-0.34999999999999787,7390742,12653309,4721461,7931848,-3165755
2018-04-22,17.476,17.81,17.16,0.6499999999999986,0.4400000000000013,17.823999999999998,18.34,17.49,0.8500000000000014,0.8500000000000014,17.356,17.64,17.13,0.5100000000000016,0.46999999999999886,17.702,18.22,17.36,0.8599999999999994,0.8599999999999994,3562183,4123323,2819727,1303596,-271784
