Date,SPDR MSCI EAFE StrategicFactorsEtf_Open_average,SPDR MSCI EAFE StrategicFactorsEtf_Open_max,SPDR MSCI EAFE StrategicFactorsEtf_Open_min,SPDR MSCI EAFE StrategicFactorsEtf_Open_volatility,SPDR MSCI EAFE StrategicFactorsEtf_Open_change,SPDR MSCI EAFE StrategicFactorsEtf_High_average,SPDR MSCI EAFE StrategicFactorsEtf_High_max,SPDR MSCI EAFE StrategicFactorsEtf_High_min,SPDR MSCI EAFE StrategicFactorsEtf_High_volatility,SPDR MSCI EAFE StrategicFactorsEtf_High_change,SPDR MSCI EAFE StrategicFactorsEtf_Low_average,SPDR MSCI EAFE StrategicFactorsEtf_Low_max,SPDR MSCI EAFE StrategicFactorsEtf_Low_min,SPDR MSCI EAFE StrategicFactorsEtf_Low_volatility,SPDR MSCI EAFE StrategicFactorsEtf_Low_change,SPDR MSCI EAFE StrategicFactorsEtf_Close_average,SPDR MSCI EAFE StrategicFactorsEtf_Close_max,SPDR MSCI EAFE StrategicFactorsEtf_Close_min,SPDR MSCI EAFE StrategicFactorsEtf_Close_volatility,SPDR MSCI EAFE StrategicFactorsEtf_Close_change
2018-01-14,67.66,67.66,67.66,0.0,0.0,67.84,67.84,67.84,0.0,0.0,67.41,67.41,67.41,0.0,0.0,67.79,67.79,67.79,0.0,0.0
2018-01-21,68.48,68.48,68.48,0.0,0.0,68.94,68.94,68.94,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.89,68.89,68.89,0.0,0.0
2018-01-28,67.2,67.2,67.2,0.0,0.0,67.33,67.33,67.33,0.0,0.0,66.45,66.45,66.45,0.0,0.0,66.5,66.5,66.5,0.0,0.0
2018-02-04,63.65,63.65,63.65,0.0,0.0,63.65,63.65,63.65,0.0,0.0,61.92,61.92,61.92,0.0,0.0,63.39,63.39,63.39,0.0,0.0
2018-02-11,66.01,66.01,66.01,0.0,0.0,66.32,66.32,66.32,0.0,0.0,65.84,65.84,65.84,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2018-02-18,65.4,65.4,65.4,0.0,0.0,65.94,65.94,65.94,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2018-02-25,63.66,63.66,63.66,0.0,0.0,64.15,64.15,64.15,0.0,0.0,63.6,63.6,63.6,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2018-03-04,65.15,65.15,65.15,0.0,0.0,65.56,65.56,65.56,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2018-03-11,65.35,65.35,65.35,0.0,0.0,65.46,65.46,65.46,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2018-03-18,64.07,64.07,64.07,0.0,0.0,64.19,64.19,64.19,0.0,0.0,63.35,63.35,63.35,0.0,0.0,63.35,63.35,63.35,0.0,0.0
2018-03-25,64.7,64.7,64.7,0.0,0.0,65.08,65.08,65.08,0.0,0.0,64.7,64.7,64.7,0.0,0.0,64.83,64.83,64.83,0.0,0.0
2018-04-01,64.72,64.72,64.72,0.0,0.0,65.05,65.05,65.05,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.69,64.69,64.69,0.0,0.0
2018-04-08,65.67,65.67,65.67,0.0,0.0,65.67,65.67,65.67,0.0,0.0,65.24,65.24,65.24,0.0,0.0,65.45,65.45,65.45,0.0,0.0
2018-04-15,65.59,65.59,65.59,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.51,65.51,65.51,0.0,0.0,65.65,65.65,65.65,0.0,0.0
2018-04-22,65.53,65.53,65.53,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.38,65.38,65.38,0.0,0.0,65.72,65.72,65.72,0.0,0.0
2018-04-29,64.85,64.85,64.85,0.0,0.0,65.51,65.51,65.51,0.0,0.0,64.85,64.85,64.85,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2018-05-06,66.19,66.19,66.19,0.0,0.0,66.2,66.2,66.2,0.0,0.0,65.98,65.98,65.98,0.0,0.0,65.98,65.98,65.98,0.0,0.0
2018-05-13,65.63,65.63,65.63,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.58,65.58,65.58,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2018-05-20,65.1,65.1,65.1,0.0,0.0,65.23,65.23,65.23,0.0,0.0,65.09,65.09,65.09,0.0,0.0,65.16,65.16,65.16,0.0,0.0
2018-05-27,63.95,63.95,63.95,0.0,0.0,64.02,64.02,64.02,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2018-06-03,64.17,64.17,64.17,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.12,64.12,64.12,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2018-06-10,63.89,63.89,63.89,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.8,63.8,63.8,0.0,0.0,64.05,64.05,64.05,0.0,0.0
2018-06-17,63.6,63.6,63.6,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.55,63.55,63.55,0.0,0.0
2018-06-24,63.08,63.08,63.08,0.0,0.0,63.08,63.08,63.08,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.7,62.7,62.7,0.0,0.0
2018-07-01,63.27,63.27,63.27,0.0,0.0,63.54,63.54,63.54,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2018-07-08,63.5,63.5,63.5,0.0,0.0,63.66,63.66,63.66,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2018-07-15,63.85,63.85,63.85,0.0,0.0,64.15,64.15,64.15,0.0,0.0,63.8,63.8,63.8,0.0,0.0,64.13,64.13,64.13,0.0,0.0
2018-07-22,64.76,64.76,64.76,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.52,64.52,64.52,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2018-07-29,63.65,63.65,63.65,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.61,63.61,63.61,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2018-08-05,62.88,62.88,62.88,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.76,62.76,62.76,0.0,0.0
2018-08-12,62.59,62.59,62.59,0.0,0.0,62.9,62.9,62.9,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.8,62.8,62.8,0.0,0.0
2018-08-19,63.34,63.34,63.34,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.49,63.49,63.49,0.0,0.0
2018-08-26,63.84,63.84,63.84,0.0,0.0,63.84,63.84,63.84,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.45,63.45,63.45,0.0,0.0
2018-09-02,62.0,62.0,62.0,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2018-09-09,63.33,63.33,63.33,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.04,63.04,63.04,0.0,0.0,63.39,63.39,63.39,0.0,0.0
2018-09-16,64.54,64.54,64.54,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.58,64.58,64.58,0.0,0.0
2018-09-23,64.13,64.13,64.13,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2018-09-30,62.73,62.73,62.73,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.66,62.66,62.66,0.0,0.0
2018-10-07,60.39,60.39,60.39,0.0,0.0,60.65,60.65,60.65,0.0,0.0,59.77,59.77,59.77,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2018-10-14,60.48,60.48,60.48,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.42,60.42,60.42,0.0,0.0
2018-10-21,58.24,58.24,58.24,0.0,0.0,58.76,58.76,58.76,0.0,0.0,57.81,57.81,57.81,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2018-10-28,60.1,60.1,60.1,0.0,0.0,60.49,60.49,60.49,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.73,59.73,59.73,0.0,0.0
2018-11-04,60.1,60.1,60.1,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.83,59.83,59.83,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2018-11-11,59.91,59.91,59.91,0.0,0.0,60.24,60.24,60.24,0.0,0.0,59.79,59.79,59.79,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2018-11-18,59.2,59.2,59.2,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.2,59.2,59.2,0.0,0.0
2018-11-25,59.9,59.9,59.9,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.95,59.95,59.95,0.0,0.0
2018-12-02,59.15,59.15,59.15,0.0,0.0,59.38,59.38,59.38,0.0,0.0,58.35,58.35,58.35,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2018-12-09,58.03,58.03,58.03,0.0,0.0,58.35,58.35,58.35,0.0,0.0,57.97,57.97,57.97,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2018-12-16,55.78,55.78,55.78,0.0,0.0,56.06,56.06,56.06,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2018-12-23,56.64,56.64,56.64,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.52,56.52,56.52,0.0,0.0
2018-12-30,57.0,57.0,57.0,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2019-01-06,58.69,58.69,58.69,0.0,0.0,58.69,58.69,58.69,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2019-01-13,59.3,59.3,59.3,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2019-01-20,59.17,59.17,59.17,0.0,0.0,59.39,59.39,59.39,0.0,0.0,59.1,59.1,59.1,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2019-01-27,59.99,59.99,59.99,0.0,0.0,60.07,60.07,60.07,0.0,0.0,59.73,59.73,59.73,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2019-02-03,59.25,59.25,59.25,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.2,59.2,59.2,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2019-02-10,60.47,60.47,60.47,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.7,60.7,60.7,0.0,0.0
2019-02-17,61.3,61.3,61.3,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.21,61.21,61.21,0.0,0.0,61.27,61.27,61.27,0.0,0.0
2019-02-24,61.65,61.65,61.65,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2019-03-03,60.46,60.46,60.46,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.79,60.79,60.79,0.0,0.0
2019-03-10,61.99,61.99,61.99,0.0,0.0,62.35,62.35,62.35,0.0,0.0,61.99,61.99,61.99,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2019-03-17,62.05,62.05,62.05,0.0,0.0,62.05,62.05,62.05,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.6,61.6,61.6,0.0,0.0
2019-03-24,62.31,62.31,62.31,0.0,0.0,62.31,62.31,62.31,0.0,0.0,61.98,61.98,61.98,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2019-03-31,62.89,62.89,62.89,0.0,0.0,63.05,63.05,63.05,0.0,0.0,62.87,62.87,62.87,0.0,0.0,63.01,63.01,63.01,0.0,0.0
2019-04-07,63.07,63.07,63.07,0.0,0.0,63.08,63.08,63.08,0.0,0.0,62.94,62.94,62.94,0.0,0.0,63.08,63.08,63.08,0.0,0.0
