Date,SPDR Russell 1000 Yield FocusEtf_Open_average,SPDR Russell 1000 Yield FocusEtf_Open_max,SPDR Russell 1000 Yield FocusEtf_Open_min,SPDR Russell 1000 Yield FocusEtf_Open_volatility,SPDR Russell 1000 Yield FocusEtf_Open_change,SPDR Russell 1000 Yield FocusEtf_High_average,SPDR Russell 1000 Yield FocusEtf_High_max,SPDR Russell 1000 Yield FocusEtf_High_min,SPDR Russell 1000 Yield FocusEtf_High_volatility,SPDR Russell 1000 Yield FocusEtf_High_change,SPDR Russell 1000 Yield FocusEtf_Low_average,SPDR Russell 1000 Yield FocusEtf_Low_max,SPDR Russell 1000 Yield FocusEtf_Low_min,SPDR Russell 1000 Yield FocusEtf_Low_volatility,SPDR Russell 1000 Yield FocusEtf_Low_change,SPDR Russell 1000 Yield FocusEtf_Close_average,SPDR Russell 1000 Yield FocusEtf_Close_max,SPDR Russell 1000 Yield FocusEtf_Close_min,SPDR Russell 1000 Yield FocusEtf_Close_volatility,SPDR Russell 1000 Yield FocusEtf_Close_change
2018-01-14,71.86,71.86,71.86,0.0,0.0,72.07,72.07,72.07,0.0,0.0,71.86,71.86,71.86,0.0,0.0,72.07,72.07,72.07,0.0,0.0
2018-01-21,72.91,72.91,72.91,0.0,0.0,73.32,73.32,73.32,0.0,0.0,72.91,72.91,72.91,0.0,0.0,73.32,73.32,73.32,0.0,0.0
2018-01-28,71.63,71.63,71.63,0.0,0.0,71.63,71.63,71.63,0.0,0.0,69.91,69.91,69.91,0.0,0.0,70.08,70.08,70.08,0.0,0.0
2018-02-04,65.6,65.6,65.6,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.47,65.47,65.47,0.0,0.0,65.47,65.47,65.47,0.0,0.0
2018-02-11,69.68,69.68,69.68,0.0,0.0,69.95,69.95,69.95,0.0,0.0,69.68,69.68,69.68,0.0,0.0,69.95,69.95,69.95,0.0,0.0
2018-02-18,69.72,69.72,69.72,0.0,0.0,69.72,69.72,69.72,0.0,0.0,69.72,69.72,69.72,0.0,0.0,69.72,69.72,69.72,0.0,0.0
2018-02-25,68.68,68.68,68.68,0.0,0.0,68.68,68.68,68.68,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.85,67.85,67.85,0.0,0.0
2018-03-04,69.87,69.87,69.87,0.0,0.0,70.02,70.02,70.02,0.0,0.0,69.83,69.83,69.83,0.0,0.0,70.02,70.02,70.02,0.0,0.0
2018-03-11,68.75,68.75,68.75,0.0,0.0,69.4,69.4,69.4,0.0,0.0,68.75,68.75,68.75,0.0,0.0,69.39,69.39,69.39,0.0,0.0
2018-03-18,67.51,67.51,67.51,0.0,0.0,67.51,67.51,67.51,0.0,0.0,67.51,67.51,67.51,0.0,0.0,67.51,67.51,67.51,0.0,0.0
2018-03-25,67.63,67.63,67.63,0.0,0.0,67.7,67.7,67.7,0.0,0.0,67.58,67.58,67.58,0.0,0.0,67.7,67.7,67.7,0.0,0.0
2018-04-01,67.97,67.97,67.97,0.0,0.0,67.97,67.97,67.97,0.0,0.0,67.39,67.39,67.39,0.0,0.0,67.39,67.39,67.39,0.0,0.0
2018-04-08,67.83,67.83,67.83,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.83,67.83,67.83,0.0,0.0,67.85,67.85,67.85,0.0,0.0
2018-04-15,69.07,69.07,69.07,0.0,0.0,69.07,69.07,69.07,0.0,0.0,68.46,68.46,68.46,0.0,0.0,68.81,68.81,68.81,0.0,0.0
2018-04-22,68.98,68.98,68.98,0.0,0.0,69.16,69.16,69.16,0.0,0.0,68.98,68.98,68.98,0.0,0.0,69.1,69.1,69.1,0.0,0.0
2018-04-29,68.31,68.31,68.31,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.31,68.31,68.31,0.0,0.0
2018-05-06,68.69,68.69,68.69,0.0,0.0,69.61,69.61,69.61,0.0,0.0,68.69,68.69,68.69,0.0,0.0,69.41,69.41,69.41,0.0,0.0
2018-05-13,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.79,69.79,69.79,0.0,0.0,69.79,69.79,69.79,0.0,0.0
2018-05-20,70.02,70.02,70.02,0.0,0.0,70.02,70.02,70.02,0.0,0.0,70.02,70.02,70.02,0.0,0.0,70.02,70.02,70.02,0.0,0.0
2018-05-27,70.61,70.61,70.61,0.0,0.0,70.66,70.66,70.66,0.0,0.0,70.61,70.61,70.61,0.0,0.0,70.66,70.66,70.66,0.0,0.0
2018-06-03,71.86,71.86,71.86,0.0,0.0,72.0,72.0,72.0,0.0,0.0,71.86,71.86,71.86,0.0,0.0,72.0,72.0,72.0,0.0,0.0
2018-06-10,71.72,71.72,71.72,0.0,0.0,71.78,71.78,71.78,0.0,0.0,71.72,71.72,71.72,0.0,0.0,71.78,71.78,71.78,0.0,0.0
2018-06-17,71.69,71.69,71.69,0.0,0.0,71.69,71.69,71.69,0.0,0.0,71.18,71.18,71.18,0.0,0.0,71.18,71.18,71.18,0.0,0.0
2018-06-24,70.86,70.86,70.86,0.0,0.0,70.86,70.86,70.86,0.0,0.0,70.86,70.86,70.86,0.0,0.0,70.86,70.86,70.86,0.0,0.0
2018-07-01,70.75,70.75,70.75,0.0,0.0,70.89,70.89,70.89,0.0,0.0,70.75,70.75,70.75,0.0,0.0,70.89,70.89,70.89,0.0,0.0
2018-07-08,71.3,71.3,71.3,0.0,0.0,71.52,71.52,71.52,0.0,0.0,71.3,71.3,71.3,0.0,0.0,71.52,71.52,71.52,0.0,0.0
2018-07-15,71.3,71.3,71.3,0.0,0.0,71.33,71.33,71.33,0.0,0.0,71.21,71.21,71.21,0.0,0.0,71.21,71.21,71.21,0.0,0.0
2018-07-22,71.91,71.91,71.91,0.0,0.0,71.91,71.91,71.91,0.0,0.0,71.76,71.76,71.76,0.0,0.0,71.77,71.77,71.77,0.0,0.0
2018-07-29,72.29,72.29,72.29,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.25,72.25,72.25,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2018-08-05,73.17,73.17,73.17,0.0,0.0,73.17,73.17,73.17,0.0,0.0,72.21,72.21,72.21,0.0,0.0,72.36,72.36,72.36,0.0,0.0
2018-08-12,72.61,72.61,72.61,0.0,0.0,73.11,73.11,73.11,0.0,0.0,72.61,72.61,72.61,0.0,0.0,73.11,73.11,73.11,0.0,0.0
2018-08-19,73.09,73.09,73.09,0.0,0.0,73.33,73.33,73.33,0.0,0.0,73.09,73.09,73.09,0.0,0.0,73.27,73.27,73.27,0.0,0.0
