Date,Franklin LibertyQ Global EquityEtf_Open_average,Franklin LibertyQ Global EquityEtf_Open_max,Franklin LibertyQ Global EquityEtf_Open_min,Franklin LibertyQ Global EquityEtf_Open_volatility,Franklin LibertyQ Global EquityEtf_Open_change,Franklin LibertyQ Global EquityEtf_High_average,Franklin LibertyQ Global EquityEtf_High_max,Franklin LibertyQ Global EquityEtf_High_min,Franklin LibertyQ Global EquityEtf_High_volatility,Franklin LibertyQ Global EquityEtf_High_change,Franklin LibertyQ Global EquityEtf_Low_average,Franklin LibertyQ Global EquityEtf_Low_max,Franklin LibertyQ Global EquityEtf_Low_min,Franklin LibertyQ Global EquityEtf_Low_volatility,Franklin LibertyQ Global EquityEtf_Low_change,Franklin LibertyQ Global EquityEtf_Close_average,Franklin LibertyQ Global EquityEtf_Close_max,Franklin LibertyQ Global EquityEtf_Close_min,Franklin LibertyQ Global EquityEtf_Close_volatility,Franklin LibertyQ Global EquityEtf_Close_change
2018-04-01,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-04-08,30.4,30.4,30.4,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-04-15,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2018-04-22,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2018-04-29,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.79,29.79,29.79,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2018-05-06,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2018-05-13,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2018-05-20,30.33,30.33,30.33,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-05-27,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-06-03,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2018-06-10,30.46,30.46,30.46,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2018-06-17,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2018-06-24,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2018-07-01,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2018-07-08,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-07-15,30.43,30.43,30.43,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2018-07-22,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-07-29,30.8,30.8,30.8,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.8,30.8,30.8,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2018-08-05,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2018-08-12,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-08-19,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2018-08-26,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2018-09-02,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2018-09-09,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-09-16,31.34,31.34,31.34,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-09-23,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2018-09-30,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2018-10-07,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-10-14,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-10-21,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0
2018-10-28,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2018-11-04,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2018-11-11,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-11-18,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2018-11-25,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2018-12-02,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-12-09,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2018-12-16,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2018-12-23,27.45,27.45,27.45,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2018-12-30,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-01-06,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-01-13,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2019-01-20,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-01-27,29.61,29.61,29.61,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2019-02-03,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-02-10,30.15,30.15,30.15,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.7,29.7,29.7,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-02-17,30.58,30.58,30.58,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2019-02-24,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-03-03,29.85,29.85,29.85,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2019-03-10,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-03-17,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2019-03-24,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-03-31,31.22,31.22,31.22,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2019-04-07,31.24,31.24,31.24,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2019-04-14,31.34,31.34,31.34,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2019-04-21,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-04-28,31.48,31.48,31.48,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-05-05,30.42,30.42,30.42,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-05-12,30.62,30.62,30.62,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-05-19,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-05-26,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-06-02,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2019-06-09,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-06-16,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-06-23,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2019-06-30,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-07-07,31.57,31.57,31.57,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2019-07-14,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-07-21,31.7,31.7,31.7,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2019-07-28,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-08-04,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2019-08-11,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2019-08-18,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-08-25,31.18,31.18,31.18,0.0,0.0,31.18,31.18,31.18,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-09-01,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2019-09-08,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-09-15,31.89,31.89,31.89,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-09-22,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-09-29,31.37,31.37,31.37,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2019-10-06,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-10-13,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2019-10-20,32.3,32.3,32.3,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-10-27,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-11-03,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2019-11-10,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2019-11-17,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0
2019-11-24,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-12-01,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-12-08,33.02,33.02,33.02,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2019-12-15,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2019-12-22,33.72,33.72,33.72,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2019-12-29,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2020-01-05,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2020-01-12,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2020-01-19,34.05,34.05,34.05,0.0,0.0,34.28,34.28,34.28,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2020-01-26,32.9,32.9,32.9,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2020-02-02,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2020-02-09,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2020-02-16,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2020-02-23,30.29,30.29,30.29,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2020-03-01,30.59,30.59,30.59,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2020-03-08,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2020-03-15,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2020-03-22,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2020-03-29,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2020-04-05,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2020-04-12,28.79,28.79,28.79,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2020-04-19,28.42,28.42,28.42,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2020-04-26,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2020-05-03,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2020-05-10,28.73,28.73,28.73,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2020-05-17,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2020-05-24,30.23,30.23,30.23,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2020-05-31,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2020-06-07,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2020-06-14,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2020-06-21,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2020-06-28,31.03,31.03,31.03,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2020-07-05,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0
