Date,Vident Core U.S. EquityEtf_Open_average,Vident Core U.S. EquityEtf_Open_max,Vident Core U.S. EquityEtf_Open_min,Vident Core U.S. EquityEtf_Open_volatility,Vident Core U.S. EquityEtf_Open_change,Vident Core U.S. EquityEtf_High_average,Vident Core U.S. EquityEtf_High_max,Vident Core U.S. EquityEtf_High_min,Vident Core U.S. EquityEtf_High_volatility,Vident Core U.S. EquityEtf_High_change,Vident Core U.S. EquityEtf_Low_average,Vident Core U.S. EquityEtf_Low_max,Vident Core U.S. EquityEtf_Low_min,Vident Core U.S. EquityEtf_Low_volatility,Vident Core U.S. EquityEtf_Low_change,Vident Core U.S. EquityEtf_Close_average,Vident Core U.S. EquityEtf_Close_max,Vident Core U.S. EquityEtf_Close_min,Vident Core U.S. EquityEtf_Close_volatility,Vident Core U.S. EquityEtf_Close_change
2018-01-14,34.78,34.78,34.78,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.78,34.78,34.78,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2018-01-21,35.16,35.16,35.16,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2018-01-28,34.08,34.08,34.08,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2018-02-04,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-02-11,33.51,33.51,33.51,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2018-02-18,33.09,33.09,33.09,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2018-02-25,32.38,32.38,32.38,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2018-03-04,33.72,33.72,33.72,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.72,33.72,33.72,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2018-03-11,33.82,33.82,33.82,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2018-03-18,32.78,32.78,32.78,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2018-03-25,32.58,32.58,32.58,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2018-04-01,32.93,32.93,32.93,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2018-04-08,33.27,33.27,33.27,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2018-04-15,33.51,33.51,33.51,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2018-04-22,33.09,33.09,33.09,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2018-04-29,32.4,32.4,32.4,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2018-05-06,33.45,33.45,33.45,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2018-05-13,33.99,33.99,33.99,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2018-05-20,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2018-05-27,34.0,34.0,34.0,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2018-06-03,34.67,34.67,34.67,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2018-06-10,34.5,34.5,34.5,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2018-06-17,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2018-06-24,33.85,33.85,33.85,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.57,33.57,33.57,0.0,0.0
2018-07-01,34.1,34.1,34.1,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2018-07-08,34.15,34.15,34.15,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2018-07-15,34.37,34.37,34.37,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2018-07-22,34.42,34.42,34.42,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2018-07-29,34.36,34.36,34.36,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2018-08-05,34.54,34.54,34.54,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2018-08-12,34.55,34.55,34.55,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2018-08-19,35.27,35.27,35.27,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2018-08-26,35.23,35.23,35.23,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2018-09-02,34.83,34.83,34.83,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2018-09-09,34.69,34.69,34.69,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-09-16,34.64,34.64,34.64,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2018-09-23,34.47,34.47,34.47,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-09-30,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2018-10-07,32.2,32.2,32.2,0.0,0.0,32.32,32.32,32.32,0.0,0.0,31.77,31.77,31.77,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2018-10-14,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.25,32.25,32.25,0.0,0.0
