Date,iShares Russell Mid-Cap GrowthEtf_Open_average,iShares Russell Mid-Cap GrowthEtf_Open_max,iShares Russell Mid-Cap GrowthEtf_Open_min,iShares Russell Mid-Cap GrowthEtf_Open_volatility,iShares Russell Mid-Cap GrowthEtf_Open_change,iShares Russell Mid-Cap GrowthEtf_High_average,iShares Russell Mid-Cap GrowthEtf_High_max,iShares Russell Mid-Cap GrowthEtf_High_min,iShares Russell Mid-Cap GrowthEtf_High_volatility,iShares Russell Mid-Cap GrowthEtf_High_change,iShares Russell Mid-Cap GrowthEtf_Low_average,iShares Russell Mid-Cap GrowthEtf_Low_max,iShares Russell Mid-Cap GrowthEtf_Low_min,iShares Russell Mid-Cap GrowthEtf_Low_volatility,iShares Russell Mid-Cap GrowthEtf_Low_change,iShares Russell Mid-Cap GrowthEtf_Close_average,iShares Russell Mid-Cap GrowthEtf_Close_max,iShares Russell Mid-Cap GrowthEtf_Close_min,iShares Russell Mid-Cap GrowthEtf_Close_volatility,iShares Russell Mid-Cap GrowthEtf_Close_change
2018-03-25,121.73,121.73,121.73,0.0,0.0,123.77,123.77,123.77,0.0,0.0,121.65,121.65,121.65,0.0,0.0,122.95,122.95,122.95,0.0,0.0
2018-04-01,121.99,121.99,121.99,0.0,0.0,122.73,122.73,122.73,0.0,0.0,119.47,119.47,119.47,0.0,0.0,120.27,120.27,120.27,0.0,0.0
2018-04-08,123.66,123.66,123.66,0.0,0.0,123.66,123.66,123.66,0.0,0.0,121.88,121.88,121.88,0.0,0.0,122.35,122.35,122.35,0.0,0.0
2018-04-15,124.26,124.26,124.26,0.0,0.0,124.33,124.33,124.33,0.0,0.0,122.99,122.99,122.99,0.0,0.0,123.35,123.35,123.35,0.0,0.0
2018-04-22,122.7,122.7,122.7,0.0,0.0,123.0,123.0,123.0,0.0,0.0,122.09,122.09,122.09,0.0,0.0,122.63,122.63,122.63,0.0,0.0
2018-04-29,121.17,121.17,121.17,0.0,0.0,123.66,123.66,123.66,0.0,0.0,120.87,120.87,120.87,0.0,0.0,123.19,123.19,123.19,0.0,0.0
2018-05-06,126.33,126.33,126.33,0.0,0.0,126.84,126.84,126.84,0.0,0.0,126.16,126.16,126.16,0.0,0.0,126.54,126.54,126.54,0.0,0.0
2018-05-13,126.37,126.37,126.37,0.0,0.0,126.98,126.98,126.98,0.0,0.0,126.32,126.32,126.32,0.0,0.0,126.81,126.81,126.81,0.0,0.0
2018-05-20,126.96,126.96,126.96,0.0,0.0,127.3,127.3,127.3,0.0,0.0,126.66,126.66,126.66,0.0,0.0,126.88,126.88,126.88,0.0,0.0
2018-05-27,127.06,127.06,127.06,0.0,0.0,127.93,127.93,127.93,0.0,0.0,127.03,127.03,127.03,0.0,0.0,127.8,127.8,127.8,0.0,0.0
2018-06-03,129.72,129.72,129.72,0.0,0.0,130.61,130.61,130.61,0.0,0.0,129.66,129.66,129.66,0.0,0.0,130.59,130.59,130.59,0.0,0.0
2018-06-10,131.19,131.19,131.19,0.0,0.0,131.79,131.79,131.79,0.0,0.0,130.66,130.66,130.66,0.0,0.0,131.79,131.79,131.79,0.0,0.0
2018-06-17,130.71,130.71,130.71,0.0,0.0,130.71,130.71,130.71,0.0,0.0,129.79,129.79,129.79,0.0,0.0,129.85,129.85,129.85,0.0,0.0
2018-06-24,127.14,127.14,127.14,0.0,0.0,127.69,127.69,127.69,0.0,0.0,126.73,126.73,126.73,0.0,0.0,126.73,126.73,126.73,0.0,0.0
2018-07-01,127.97,127.97,127.97,0.0,0.0,129.27,129.27,129.27,0.0,0.0,127.68,127.68,127.68,0.0,0.0,129.15,129.15,129.15,0.0,0.0
2018-07-08,131.17,131.17,131.17,0.0,0.0,131.5,131.5,131.5,0.0,0.0,130.87,130.87,130.87,0.0,0.0,131.12,131.12,131.12,0.0,0.0
2018-07-15,131.93,131.93,131.93,0.0,0.0,132.17,132.17,132.17,0.0,0.0,131.64,131.64,131.64,0.0,0.0,131.66,131.66,131.66,0.0,0.0
2018-07-22,132.38,132.38,132.38,0.0,0.0,132.43,132.43,132.43,0.0,0.0,129.42,129.42,129.42,0.0,0.0,130.22,130.22,130.22,0.0,0.0
2018-07-29,130.82,130.82,130.82,0.0,0.0,130.91,130.91,130.91,0.0,0.0,129.95,129.95,129.95,0.0,0.0,130.53,130.53,130.53,0.0,0.0
2018-08-05,131.25,131.25,131.25,0.0,0.0,132.08,132.08,132.08,0.0,0.0,131.13,131.13,131.13,0.0,0.0,131.45,131.45,131.45,0.0,0.0
2018-08-12,131.22,131.22,131.22,0.0,0.0,132.12,132.12,132.12,0.0,0.0,131.0,131.0,131.0,0.0,0.0,131.93,131.93,131.93,0.0,0.0
2018-08-19,134.15,134.15,134.15,0.0,0.0,134.96,134.96,134.96,0.0,0.0,134.15,134.15,134.15,0.0,0.0,134.93,134.93,134.93,0.0,0.0
2018-08-26,135.83,135.83,135.83,0.0,0.0,136.67,136.67,136.67,0.0,0.0,135.83,135.83,135.83,0.0,0.0,136.61,136.61,136.61,0.0,0.0
2018-09-02,134.97,134.97,134.97,0.0,0.0,136.26,136.26,136.26,0.0,0.0,134.68,134.68,134.68,0.0,0.0,135.24,135.24,135.24,0.0,0.0
2018-09-09,137.29,137.29,137.29,0.0,0.0,137.73,137.73,137.73,0.0,0.0,137.0,137.0,137.0,0.0,0.0,137.48,137.48,137.48,0.0,0.0
2018-09-16,136.88,136.88,136.88,0.0,0.0,137.1,137.1,137.1,0.0,0.0,135.99,135.99,135.99,0.0,0.0,136.05,136.05,136.05,0.0,0.0
2018-09-23,135.14,135.14,135.14,0.0,0.0,135.99,135.99,135.99,0.0,0.0,135.14,135.14,135.14,0.0,0.0,135.58,135.58,135.58,0.0,0.0
2018-09-30,131.8,131.8,131.8,0.0,0.0,132.39,132.39,132.39,0.0,0.0,129.55,129.55,129.55,0.0,0.0,130.71,130.71,130.71,0.0,0.0
2018-10-07,124.34,124.34,124.34,0.0,0.0,124.84,124.84,124.84,0.0,0.0,122.45,122.45,122.45,0.0,0.0,124.14,124.14,124.14,0.0,0.0
2018-10-14,125.16,125.16,125.16,0.0,0.0,125.7,125.7,125.7,0.0,0.0,122.95,122.95,122.95,0.0,0.0,123.07,123.07,123.07,0.0,0.0
2018-10-21,117.63,117.63,117.63,0.0,0.0,119.61,119.61,119.61,0.0,0.0,116.05,116.05,116.05,0.0,0.0,117.89,117.89,117.89,0.0,0.0
2018-10-28,125.26,125.26,125.26,0.0,0.0,125.93,125.93,125.93,0.0,0.0,123.14,123.14,123.14,0.0,0.0,124.24,124.24,124.24,0.0,0.0
2018-11-04,125.83,125.83,125.83,0.0,0.0,125.85,125.85,125.85,0.0,0.0,123.98,123.98,123.98,0.0,0.0,124.94,124.94,124.94,0.0,0.0
2018-11-11,122.19,122.19,122.19,0.0,0.0,123.78,123.78,123.78,0.0,0.0,121.98,121.98,121.98,0.0,0.0,123.31,123.31,123.31,0.0,0.0
2018-11-18,118.59,118.59,118.59,0.0,0.0,120.36,120.36,120.36,0.0,0.0,118.25,118.25,118.25,0.0,0.0,119.59,119.59,119.59,0.0,0.0
2018-11-25,124.32,124.32,124.32,0.0,0.0,125.36,125.36,125.36,0.0,0.0,124.11,124.11,124.11,0.0,0.0,125.23,125.23,125.23,0.0,0.0
2018-12-02,121.95,121.95,121.95,0.0,0.0,122.88,122.88,122.88,0.0,0.0,118.14,118.14,118.14,0.0,0.0,118.71,118.71,118.71,0.0,0.0
2018-12-09,118.1,118.1,118.1,0.0,0.0,119.28,119.28,119.28,0.0,0.0,117.2,117.2,117.2,0.0,0.0,117.53,117.53,117.53,0.0,0.0
2018-12-16,110.92,110.92,110.92,0.0,0.0,112.0,112.0,112.0,0.0,0.0,107.94,107.94,107.94,0.0,0.0,108.17,108.17,108.17,0.0,0.0
2018-12-23,113.07,113.07,113.07,0.0,0.0,113.96,113.96,113.96,0.0,0.0,111.53,111.53,111.53,0.0,0.0,112.41,112.41,112.41,0.0,0.0
2018-12-30,111.9,111.9,111.9,0.0,0.0,114.79,114.79,114.79,0.0,0.0,111.64,111.64,111.64,0.0,0.0,114.29,114.29,114.29,0.0,0.0
2019-01-06,119.02,119.02,119.02,0.0,0.0,119.73,119.73,119.73,0.0,0.0,118.77,118.77,118.77,0.0,0.0,119.63,119.63,119.63,0.0,0.0
2019-01-13,122.62,122.62,122.62,0.0,0.0,123.96,123.96,123.96,0.0,0.0,122.22,122.22,122.22,0.0,0.0,123.82,123.82,123.82,0.0,0.0
2019-01-20,123.96,123.96,123.96,0.0,0.0,124.85,124.85,124.85,0.0,0.0,123.8,123.8,123.8,0.0,0.0,124.71,124.71,124.71,0.0,0.0
2019-01-27,126.85,126.85,126.85,0.0,0.0,127.6,127.6,127.6,0.0,0.0,126.39,126.39,126.39,0.0,0.0,127.49,127.49,127.49,0.0,0.0
2019-02-03,127.81,127.81,127.81,0.0,0.0,129.09,129.09,129.09,0.0,0.0,127.62,127.62,127.62,0.0,0.0,129.09,129.09,129.09,0.0,0.0
2019-02-10,132.7,132.7,132.7,0.0,0.0,133.02,133.02,133.02,0.0,0.0,132.47,132.47,132.47,0.0,0.0,133.01,133.01,133.01,0.0,0.0
2019-02-17,132.9,132.9,132.9,0.0,0.0,133.9,133.9,133.9,0.0,0.0,132.9,132.9,132.9,0.0,0.0,133.87,133.87,133.87,0.0,0.0
2019-02-24,134.95,134.95,134.95,0.0,0.0,135.28,135.28,135.28,0.0,0.0,133.97,133.97,133.97,0.0,0.0,134.97,134.97,134.97,0.0,0.0
2019-03-03,129.92,129.92,129.92,0.0,0.0,130.84,130.84,130.84,0.0,0.0,129.63,129.63,129.63,0.0,0.0,130.79,130.79,130.79,0.0,0.0
2019-03-10,133.93,133.93,133.93,0.0,0.0,134.82,134.82,134.82,0.0,0.0,133.69,133.69,133.69,0.0,0.0,134.25,134.25,134.25,0.0,0.0
2019-03-17,135.81,135.81,135.81,0.0,0.0,136.01,136.01,136.01,0.0,0.0,133.09,133.09,133.09,0.0,0.0,133.1,133.1,133.1,0.0,0.0
2019-03-24,135.26,135.26,135.26,0.0,0.0,135.86,135.86,135.86,0.0,0.0,134.94,134.94,134.94,0.0,0.0,135.67,135.67,135.67,0.0,0.0
2019-03-31,138.61,138.61,138.61,0.0,0.0,139.41,139.41,139.41,0.0,0.0,138.61,138.61,138.61,0.0,0.0,139.26,139.26,139.26,0.0,0.0
2019-04-07,140.74,140.74,140.74,0.0,0.0,140.74,140.74,140.74,0.0,0.0,140.11,140.11,140.11,0.0,0.0,140.61,140.61,140.61,0.0,0.0
2019-04-14,139.35,139.35,139.35,0.0,0.0,139.39,139.39,139.39,0.0,0.0,138.12,138.12,138.12,0.0,0.0,139.3,139.3,139.3,0.0,0.0
2019-04-21,140.38,140.38,140.38,0.0,0.0,141.5,141.5,141.5,0.0,0.0,139.88,139.88,139.88,0.0,0.0,141.46,141.46,141.46,0.0,0.0
2019-04-28,141.07,141.07,141.07,0.0,0.0,141.96,141.96,141.96,0.0,0.0,140.92,140.92,140.92,0.0,0.0,141.87,141.87,141.87,0.0,0.0
2019-05-05,138.17,138.17,138.17,0.0,0.0,139.46,139.46,139.46,0.0,0.0,136.3,136.3,136.3,0.0,0.0,139.02,139.02,139.02,0.0,0.0
2019-05-12,137.42,137.42,137.42,0.0,0.0,138.85,138.85,138.85,0.0,0.0,137.19,137.19,137.19,0.0,0.0,137.34,137.34,137.34,0.0,0.0
2019-05-19,135.93,135.93,135.93,0.0,0.0,136.28,136.28,136.28,0.0,0.0,135.05,135.05,135.05,0.0,0.0,135.64,135.64,135.64,0.0,0.0
2019-05-26,133.22,133.22,133.22,0.0,0.0,134.19,134.19,134.19,0.0,0.0,132.85,132.85,132.85,0.0,0.0,133.48,133.48,133.48,0.0,0.0
2019-06-02,139.21,139.21,139.21,0.0,0.0,140.36,140.36,140.36,0.0,0.0,139.21,139.21,139.21,0.0,0.0,139.97,139.97,139.97,0.0,0.0
2019-06-09,140.93,140.93,140.93,0.0,0.0,140.93,140.93,140.93,0.0,0.0,139.84,139.84,139.84,0.0,0.0,140.21,140.21,140.21,0.0,0.0
2019-06-16,143.38,143.38,143.38,0.0,0.0,143.54,143.54,143.54,0.0,0.0,142.59,142.59,142.59,0.0,0.0,142.75,142.75,142.75,0.0,0.0
2019-06-23,141.77,141.77,141.77,0.0,0.0,142.75,142.75,142.75,0.0,0.0,141.63,141.63,141.63,0.0,0.0,142.59,142.59,142.59,0.0,0.0
2019-06-30,144.46,144.46,144.46,0.0,0.0,145.22,145.22,145.22,0.0,0.0,143.68,143.68,143.68,0.0,0.0,145.18,145.18,145.18,0.0,0.0
2019-07-07,146.15,146.15,146.15,0.0,0.0,146.97,146.97,146.97,0.0,0.0,145.97,145.97,145.97,0.0,0.0,146.88,146.88,146.88,0.0,0.0
2019-07-14,147.34,147.34,147.34,0.0,0.0,147.52,147.52,147.52,0.0,0.0,145.63,145.63,145.63,0.0,0.0,145.68,145.68,145.68,0.0,0.0
2019-07-21,147.25,147.25,147.25,0.0,0.0,148.53,148.53,148.53,0.0,0.0,147.25,147.25,147.25,0.0,0.0,148.3,148.3,148.3,0.0,0.0
2019-07-28,143.77,143.77,143.77,0.0,0.0,143.77,143.77,143.77,0.0,0.0,141.63,141.63,141.63,0.0,0.0,142.58,142.58,142.58,0.0,0.0
2019-08-04,143.91,143.91,143.91,0.0,0.0,144.18,144.18,144.18,0.0,0.0,142.42,142.42,142.42,0.0,0.0,143.19,143.19,143.19,0.0,0.0
2019-08-11,140.52,140.52,140.52,0.0,0.0,141.87,141.87,141.87,0.0,0.0,140.5,140.5,140.5,0.0,0.0,141.66,141.66,141.66,0.0,0.0
2019-08-18,142.97,142.97,142.97,0.0,0.0,143.9,143.9,143.9,0.0,0.0,139.61,139.61,139.61,0.0,0.0,140.02,140.02,140.02,0.0,0.0
2019-08-25,144.22,144.22,144.22,0.0,0.0,144.22,144.22,144.22,0.0,0.0,142.35,142.35,142.35,0.0,0.0,143.15,143.15,143.15,0.0,0.0
2019-09-01,145.77,145.77,145.77,0.0,0.0,146.25,146.25,146.25,0.0,0.0,145.17,145.17,145.17,0.0,0.0,145.26,145.26,145.26,0.0,0.0
2019-09-08,144.03,144.03,144.03,0.0,0.0,144.16,144.16,144.16,0.0,0.0,143.06,143.06,143.06,0.0,0.0,143.23,143.23,143.23,0.0,0.0
2019-09-15,144.16,144.16,144.16,0.0,0.0,144.63,144.63,144.63,0.0,0.0,142.82,142.82,142.82,0.0,0.0,143.2,143.2,143.2,0.0,0.0
2019-09-22,142.5,142.5,142.5,0.0,0.0,142.78,142.78,142.78,0.0,0.0,139.43,139.43,139.43,0.0,0.0,140.31,140.31,140.31,0.0,0.0
2019-09-29,139.52,139.52,139.52,0.0,0.0,141.05,141.05,141.05,0.0,0.0,139.44,139.44,139.44,0.0,0.0,140.95,140.95,140.95,0.0,0.0
2019-10-06,141.7,141.7,141.7,0.0,0.0,143.12,143.12,143.12,0.0,0.0,141.7,141.7,141.7,0.0,0.0,141.94,141.94,141.94,0.0,0.0
2019-10-13,142.66,142.66,142.66,0.0,0.0,142.82,142.82,142.82,0.0,0.0,140.94,140.94,140.94,0.0,0.0,142.13,142.13,142.13,0.0,0.0
2019-10-20,142.94,142.94,142.94,0.0,0.0,144.1,144.1,144.1,0.0,0.0,142.78,142.78,142.78,0.0,0.0,143.6,143.6,143.6,0.0,0.0
2019-10-27,144.84,144.84,144.84,0.0,0.0,145.44,145.44,145.44,0.0,0.0,144.44,144.44,144.44,0.0,0.0,145.38,145.38,145.38,0.0,0.0
2019-11-03,144.49,144.49,144.49,0.0,0.0,145.42,145.42,145.42,0.0,0.0,144.16,144.16,144.16,0.0,0.0,145.34,145.34,145.34,0.0,0.0
2019-11-10,147.9,147.9,147.9,0.0,0.0,148.39,148.39,148.39,0.0,0.0,147.44,147.44,147.44,0.0,0.0,148.39,148.39,148.39,0.0,0.0
2019-11-17,148.97,148.97,148.97,0.0,0.0,148.97,148.97,148.97,0.0,0.0,148.0,148.0,148.0,0.0,0.0,148.79,148.79,148.79,0.0,0.0
2019-11-24,151.65,151.65,151.65,0.0,0.0,151.84,151.84,151.84,0.0,0.0,151.02,151.02,151.02,0.0,0.0,151.05,151.05,151.05,0.0,0.0
2019-12-01,150.44,150.44,150.44,0.0,0.0,150.81,150.81,150.81,0.0,0.0,150.19,150.19,150.19,0.0,0.0,150.3,150.3,150.3,0.0,0.0
2019-12-08,150.11,150.11,150.11,0.0,0.0,151.17,151.17,151.17,0.0,0.0,149.89,149.89,149.89,0.0,0.0,150.5,150.5,150.5,0.0,0.0
2019-12-15,152.39,152.39,152.39,0.0,0.0,152.89,152.89,152.89,0.0,0.0,152.19,152.19,152.19,0.0,0.0,152.89,152.89,152.89,0.0,0.0
2019-12-22,153.63,153.63,153.63,0.0,0.0,153.69,153.69,153.69,0.0,0.0,152.68,152.68,152.68,0.0,0.0,153.16,153.16,153.16,0.0,0.0
2019-12-29,152.45,152.45,152.45,0.0,0.0,153.87,153.87,153.87,0.0,0.0,151.96,151.96,151.96,0.0,0.0,153.54,153.54,153.54,0.0,0.0
2020-01-05,156.48,156.48,156.48,0.0,0.0,156.49,156.49,156.49,0.0,0.0,155.43,155.43,155.43,0.0,0.0,155.7,155.7,155.7,0.0,0.0
2020-01-12,159.23,159.23,159.23,0.0,0.0,159.49,159.49,159.49,0.0,0.0,158.59,158.59,158.59,0.0,0.0,158.91,158.91,158.91,0.0,0.0
2020-01-19,159.81,159.81,159.81,0.0,0.0,160.03,160.03,160.03,0.0,0.0,157.08,157.08,157.08,0.0,0.0,157.92,157.92,157.92,0.0,0.0
2020-01-26,156.67,156.67,156.67,0.0,0.0,156.67,156.67,156.67,0.0,0.0,153.56,153.56,153.56,0.0,0.0,153.95,153.95,153.95,0.0,0.0
2020-02-02,158.05,158.05,158.05,0.0,0.0,158.32,158.32,158.32,0.0,0.0,157.33,157.33,157.33,0.0,0.0,157.68,157.68,157.68,0.0,0.0
2020-02-09,161.84,161.84,161.84,0.0,0.0,162.32,162.32,162.32,0.0,0.0,161.66,161.66,161.66,0.0,0.0,162.18,162.18,162.18,0.0,0.0
2020-02-16,162.0,162.0,162.0,0.0,0.0,162.0,162.0,162.0,0.0,0.0,159.72,159.72,159.72,0.0,0.0,160.17,160.17,160.17,0.0,0.0
2020-02-23,139.7,139.7,139.7,0.0,0.0,143.49,143.49,143.49,0.0,0.0,138.46,138.46,138.46,0.0,0.0,143.32,143.32,143.32,0.0,0.0
2020-03-01,141.25,141.25,141.25,0.0,0.0,143.26,143.26,143.26,0.0,0.0,139.27,139.27,139.27,0.0,0.0,142.72,142.72,142.72,0.0,0.0
2020-03-08,127.48,127.48,127.48,0.0,0.0,127.48,127.48,127.48,0.0,0.0,127.48,127.48,127.48,0.0,0.0,127.48,127.48,127.48,0.0,0.0
2020-03-15,106.75,106.75,106.75,0.0,0.0,106.75,106.75,106.75,0.0,0.0,106.75,106.75,106.75,0.0,0.0,106.75,106.75,106.75,0.0,0.0
2020-03-22,120.54,120.54,120.54,0.0,0.0,120.54,120.54,120.54,0.0,0.0,120.54,120.54,120.54,0.0,0.0,120.54,120.54,120.54,0.0,0.0
2020-03-29,116.72,116.72,116.72,0.0,0.0,118.02,118.02,118.02,0.0,0.0,114.0,114.0,114.0,0.0,0.0,115.17,115.17,115.17,0.0,0.0
2020-04-05,131.94,131.94,131.94,0.0,0.0,133.69,133.69,133.69,0.0,0.0,130.65,130.65,130.65,0.0,0.0,131.54,131.54,131.54,0.0,0.0
2020-04-12,136.52,136.52,136.52,0.0,0.0,137.54,137.54,137.54,0.0,0.0,135.41,135.41,135.41,0.0,0.0,137.27,137.27,137.27,0.0,0.0
2020-04-19,135.17,135.17,135.17,0.0,0.0,136.91,136.91,136.91,0.0,0.0,134.17,134.17,134.17,0.0,0.0,136.69,136.69,136.69,0.0,0.0
2020-04-26,136.75,136.75,136.75,0.0,0.0,136.75,136.75,136.75,0.0,0.0,136.75,136.75,136.75,0.0,0.0,136.75,136.75,136.75,0.0,0.0
2020-05-03,145.69,145.69,145.69,0.0,0.0,145.69,145.69,145.69,0.0,0.0,145.69,145.69,145.69,0.0,0.0,145.69,145.69,145.69,0.0,0.0
2020-05-10,140.55,140.55,140.55,0.0,0.0,143.54,143.54,143.54,0.0,0.0,140.24,140.24,140.24,0.0,0.0,143.14,143.14,143.14,0.0,0.0
2020-05-17,148.61,148.61,148.61,0.0,0.0,149.51,149.51,149.51,0.0,0.0,147.74,147.74,147.74,0.0,0.0,149.39,149.39,149.39,0.0,0.0
2020-05-24,152.46,152.46,152.46,0.0,0.0,155.04,155.04,155.04,0.0,0.0,152.22,152.22,152.22,0.0,0.0,154.62,154.62,154.62,0.0,0.0
2020-05-31,161.06,161.06,161.06,0.0,0.0,161.06,161.06,161.06,0.0,0.0,161.06,161.06,161.06,0.0,0.0,161.06,161.06,161.06,0.0,0.0
2020-06-07,155.35,155.35,155.35,0.0,0.0,155.96,155.96,155.96,0.0,0.0,149.8,149.8,149.8,0.0,0.0,152.99,152.99,152.99,0.0,0.0
2020-06-14,160.7,160.7,160.7,0.0,0.0,160.7,160.7,160.7,0.0,0.0,157.33,157.33,157.33,0.0,0.0,158.26,158.26,158.26,0.0,0.0
2020-06-21,156.57,156.57,156.57,0.0,0.0,157.1,157.1,157.1,0.0,0.0,154.44,154.44,154.44,0.0,0.0,154.52,154.52,154.52,0.0,0.0
2020-06-28,160.76,160.76,160.76,0.0,0.0,160.76,160.76,160.76,0.0,0.0,160.76,160.76,160.76,0.0,0.0,160.76,160.76,160.76,0.0,0.0
2020-07-05,161.7,161.7,161.7,0.0,0.0,163.45,163.45,163.45,0.0,0.0,161.25,161.25,161.25,0.0,0.0,161.33,161.33,161.33,0.0,0.0
